date,REGN stock
2015-04-10,43
2015-04-11,0
2015-04-12,0
2015-04-13,0
2015-04-14,53
2015-04-15,14
2015-04-16,14
2015-04-17,21
2015-04-18,0
2015-04-19,16
2015-04-20,0
2015-04-21,54
2015-04-22,27
2015-04-23,14
2015-04-24,28
2015-04-25,16
2015-04-26,16
2015-04-27,53
2015-04-28,0
2015-04-29,33
2015-04-30,21
2015-05-01,30
2015-05-02,16
2015-05-03,0
2015-05-04,27
2015-05-05,20
2015-05-06,54
2015-05-07,41
2015-05-08,21
2015-05-09,16
2015-05-10,16
2015-05-11,27
2015-05-12,27
2015-05-13,41
2015-05-14,21
2015-05-15,14
2015-05-16,24
2015-05-17,16
2015-05-18,33
2015-05-19,33
2015-05-20,79
2015-05-21,27
2015-05-22,14
2015-05-23,16
2015-05-24,0
2015-05-25,28
2015-05-26,46
2015-05-27,39
2015-05-28,27
2015-05-29,42
2015-05-30,32
2015-05-31,0
2015-06-01,0
2015-06-02,13
2015-06-03,47
2015-06-04,14
2015-06-05,14
2015-06-06,24
2015-06-07,0
2015-06-08,46
2015-06-09,59
2015-06-10,60
2015-06-11,47
2015-06-12,49
2015-06-13,16
2015-06-14,16
2015-06-15,26
2015-06-16,33
2015-06-17,27
2015-06-18,68
2015-06-19,35
2015-06-20,16
2015-06-21,32
2015-06-22,27
2015-06-23,27
2015-06-24,27
2015-06-25,27
2015-06-26,28
2015-06-27,33
2015-06-28,16
2015-06-29,13
2015-06-30,27
2015-07-01,14
2015-07-02,27
2015-07-03,22
2015-07-04,16
2015-07-05,0
2015-07-06,39
2015-07-07,27
2015-07-08,33
2015-07-09,20
2015-07-10,35
2015-07-11,16
2015-07-12,0
2015-07-13,13
2015-07-14,40
2015-07-15,34
2015-07-16,27
2015-07-17,43
2015-07-18,17
2015-07-19,0
2015-07-20,42
2015-07-21,54
2015-07-22,27
2015-07-23,34
2015-07-24,98
2015-07-25,32
2015-07-26,16
2015-07-27,26
2015-07-28,20
2015-07-29,47
2015-07-30,20
2015-07-31,14
2015-08-01,16
2015-08-02,16
2015-08-03,20
2015-08-04,100
2015-08-05,61
2015-08-06,34
2015-08-07,49
2015-08-08,0
2015-08-09,0
2015-08-10,47
2015-08-11,40
2015-08-12,47
2015-08-13,27
2015-08-14,35
2015-08-15,0
2015-08-16,0
2015-08-17,40
2015-08-18,40
2015-08-19,27
2015-08-20,27
2015-08-21,34
2015-08-22,0
2015-08-23,15
2015-08-24,70
2015-08-25,39
2015-08-26,46
2015-08-27,33
2015-08-28,21
2015-08-29,0
2015-08-30,0
2015-08-31,52
2015-09-01,38
2015-09-02,26
2015-09-03,26
2015-09-04,0
2015-09-05,0
2015-09-06,15
2015-09-07,14
2015-09-08,39
2015-09-09,44
2015-09-10,19
2015-09-11,27
2015-09-12,15
2015-09-13,22
2015-09-14,19
2015-09-15,19
2015-09-16,38
2015-09-17,26
2015-09-18,27
2015-09-19,0
2015-09-20,0
2015-09-21,25
2015-09-22,31
2015-09-23,19
2015-09-24,26
2015-09-25,40
2015-09-26,15
2015-09-27,15
2015-09-28,19
2015-09-29,31
2015-09-30,25
2015-10-01,25
2015-10-02,53
2015-10-03,15
2015-10-04,29
2015-10-05,19
2015-10-06,37
2015-10-07,31
2015-10-08,38
2015-10-09,46
2015-10-10,22
2015-10-11,15
2015-10-12,78
2015-10-13,37
2015-10-14,31
2015-10-15,25
2015-10-16,19
2015-10-17,15
2015-10-18,29
2015-10-19,12
2015-10-20,12
2015-10-21,49
2015-10-22,38
2015-10-23,13
2015-10-24,15
2015-10-25,0
2015-10-26,24
2015-10-27,37
2015-10-28,25
2015-10-29,63
2015-10-30,13
2015-10-31,15
2015-11-01,0
2015-11-02,56
2015-11-03,31
2015-11-04,74
2015-11-05,37
2015-11-06,39
2015-11-07,15
2015-11-08,0
2015-11-09,12
2015-11-10,12
2015-11-11,45
2015-11-12,32
2015-11-13,53
2015-11-14,0
2015-11-15,0
2015-11-16,12
2015-11-17,25
2015-11-18,37
2015-11-19,44
2015-11-20,13
2015-11-21,0
2015-11-22,0
2015-11-23,19
2015-11-24,24
2015-11-25,12
2015-11-26,13
2015-11-27,13
2015-11-28,0
2015-11-29,28
2015-11-30,12
2015-12-01,36
2015-12-02,31
2015-12-03,25
2015-12-04,26
2015-12-05,15
2015-12-06,14
2015-12-07,31
2015-12-08,13
2015-12-09,31
2015-12-10,13
2015-12-11,19
2015-12-12,15
2015-12-13,0
2015-12-14,25
2015-12-15,89
2015-12-16,19
2015-12-17,52
2015-12-18,28
2015-12-19,31
2015-12-20,0
2015-12-21,20
2015-12-22,27
2015-12-23,0
2015-12-24,0
2015-12-25,17
2015-12-26,0
