date,REGN stock
2012-10-12,35
2012-10-13,40
2012-10-14,0
2012-10-15,0
2012-10-16,0
2012-10-17,0
2012-10-18,0
2012-10-19,35
2012-10-20,0
2012-10-21,0
2012-10-22,32
2012-10-23,65
2012-10-24,0
2012-10-25,0
2012-10-26,0
2012-10-27,0
2012-10-28,0
2012-10-29,0
2012-10-30,0
2012-10-31,0
2012-11-01,0
2012-11-02,0
2012-11-03,0
2012-11-04,0
2012-11-05,0
2012-11-06,32
2012-11-07,32
2012-11-08,0
2012-11-09,0
2012-11-10,39
2012-11-11,0
2012-11-12,0
2012-11-13,32
2012-11-14,33
2012-11-15,0
2012-11-16,34
2012-11-17,39
2012-11-18,38
2012-11-19,64
2012-11-20,0
2012-11-21,0
2012-11-22,0
2012-11-23,0
2012-11-24,0
2012-11-25,0
2012-11-26,31
2012-11-27,0
2012-11-28,32
2012-11-29,32
2012-11-30,100
2012-12-01,0
2012-12-02,0
2012-12-03,31
2012-12-04,31
2012-12-05,95
2012-12-06,32
2012-12-07,0
2012-12-08,39
2012-12-09,0
2012-12-10,31
2012-12-11,0
2012-12-12,32
2012-12-13,32
2012-12-14,66
2012-12-15,0
2012-12-16,0
2012-12-17,94
2012-12-18,0
2012-12-19,66
2012-12-20,0
2012-12-21,35
2012-12-22,0
2012-12-23,0
2012-12-24,0
2012-12-25,0
2012-12-26,0
2012-12-27,0
2012-12-28,0
2012-12-29,0
2012-12-30,0
2012-12-31,39
2013-01-01,0
2013-01-02,65
2013-01-03,32
2013-01-04,0
2013-01-05,0
2013-01-06,0
2013-01-07,31
2013-01-08,61
2013-01-09,61
2013-01-10,0
2013-01-11,64
2013-01-12,0
2013-01-13,0
2013-01-14,61
2013-01-15,0
2013-01-16,60
2013-01-17,61
2013-01-18,62
2013-01-19,0
2013-01-20,0
2013-01-21,30
2013-01-22,0
2013-01-23,30
2013-01-24,30
2013-01-25,0
2013-01-26,0
2013-01-27,0
2013-01-28,30
2013-01-29,30
2013-01-30,0
2013-01-31,0
2013-02-01,32
2013-02-02,0
2013-02-03,0
2013-02-04,0
2013-02-05,29
2013-02-06,0
2013-02-07,61
2013-02-08,31
2013-02-09,0
2013-02-10,0
2013-02-11,0
2013-02-12,0
2013-02-13,0
2013-02-14,0
2013-02-15,0
2013-02-16,0
2013-02-17,0
2013-02-18,0
2013-02-19,0
2013-02-20,30
2013-02-21,30
2013-02-22,0
2013-02-23,0
2013-02-24,0
2013-02-25,29
2013-02-26,0
2013-02-27,0
2013-02-28,30
2013-03-01,31
2013-03-02,0
2013-03-03,0
2013-03-04,0
2013-03-05,29
2013-03-06,0
2013-03-07,0
2013-03-08,0
2013-03-09,0
2013-03-10,34
2013-03-11,0
2013-03-12,29
2013-03-13,29
2013-03-14,0
2013-03-15,31
2013-03-16,0
2013-03-17,0
2013-03-18,58
2013-03-19,0
2013-03-20,29
2013-03-21,59
2013-03-22,30
2013-03-23,0
2013-03-24,0
2013-03-25,29
2013-03-26,0
2013-03-27,0
2013-03-28,0
2013-03-29,0
2013-03-30,0
2013-03-31,0
2013-04-01,0
2013-04-02,0
2013-04-03,29
2013-04-04,29
2013-04-05,0
2013-04-06,0
2013-04-07,0
2013-04-08,0
2013-04-09,29
2013-04-10,29
2013-04-11,30
2013-04-12,0
2013-04-13,0
2013-04-14,0
2013-04-15,0
2013-04-16,0
2013-04-17,0
2013-04-18,0
2013-04-19,30
2013-04-20,0
2013-04-21,0
2013-04-22,0
2013-04-23,0
2013-04-24,0
2013-04-25,60
2013-04-26,0
2013-04-27,69
2013-04-28,0
2013-04-29,0
2013-04-30,30
2013-05-01,95
2013-05-02,60
2013-05-03,62
2013-05-04,35
2013-05-05,36
2013-05-06,29
2013-05-07,58
2013-05-08,0
2013-05-09,0
2013-05-10,31
2013-05-11,0
2013-05-12,0
2013-05-13,57
2013-05-14,86
2013-05-15,0
2013-05-16,0
2013-05-17,30
2013-05-18,0
2013-05-19,0
2013-05-20,29
2013-05-21,85
2013-05-22,0
2013-05-23,0
2013-05-24,30
2013-05-25,35
2013-05-26,0
2013-05-27,0
2013-05-28,0
2013-05-29,28
2013-05-30,0
2013-05-31,30
2013-06-01,0
2013-06-02,0
2013-06-03,0
2013-06-04,29
2013-06-05,29
2013-06-06,29
2013-06-07,30
2013-06-08,0
2013-06-09,0
2013-06-10,0
2013-06-11,28
2013-06-12,29
2013-06-13,29
2013-06-14,61
2013-06-15,0
2013-06-16,0
2013-06-17,0
2013-06-18,29
2013-06-19,29
2013-06-20,0
2013-06-21,0
2013-06-22,0
2013-06-23,0
2013-06-24,29
2013-06-25,57
2013-06-26,29
2013-06-27,0
2013-06-28,0
2013-06-29,0
