date,REGN stock
2015-12-26,0
2015-12-27,0
2015-12-28,0
2015-12-29,12
2015-12-30,12
2015-12-31,0
2016-01-01,0
2016-01-02,0
2016-01-03,0
2016-01-04,36
2016-01-05,24
2016-01-06,48
2016-01-07,48
2016-01-08,49
2016-01-09,0
2016-01-10,0
2016-01-11,58
2016-01-12,46
2016-01-13,59
2016-01-14,34
2016-01-15,12
2016-01-16,14
2016-01-17,0
2016-01-18,12
2016-01-19,35
2016-01-20,35
2016-01-21,24
2016-01-22,61
2016-01-23,13
2016-01-24,0
2016-01-25,12
2016-01-26,34
2016-01-27,35
2016-01-28,81
2016-01-29,85
2016-01-30,13
2016-01-31,13
2016-02-01,12
2016-02-02,35
2016-02-03,0
2016-02-04,35
2016-02-05,12
2016-02-06,13
2016-02-07,13
2016-02-08,59
2016-02-09,36
2016-02-10,11
2016-02-11,0
2016-02-12,36
2016-02-13,0
2016-02-14,0
2016-02-15,12
2016-02-16,46
2016-02-17,46
2016-02-18,23
2016-02-19,35
2016-02-20,0
2016-02-21,0
2016-02-22,11
2016-02-23,0
2016-02-24,0
2016-02-25,12
2016-02-26,12
2016-02-27,0
2016-02-28,0
2016-02-29,11
2016-03-01,11
2016-03-02,45
2016-03-03,23
2016-03-04,36
2016-03-05,0
2016-03-06,0
2016-03-07,23
2016-03-08,23
2016-03-09,11
2016-03-10,12
2016-03-11,0
2016-03-12,0
2016-03-13,0
2016-03-14,23
2016-03-15,57
2016-03-16,23
2016-03-17,23
2016-03-18,24
2016-03-19,0
2016-03-20,13
2016-03-21,46
2016-03-22,35
2016-03-23,71
2016-03-24,49
2016-03-25,0
2016-03-26,0
2016-03-27,0
2016-03-28,12
2016-03-29,11
2016-03-30,35
2016-03-31,35
2016-04-01,84
2016-04-02,0
2016-04-03,13
2016-04-04,11
2016-04-05,23
2016-04-06,35
2016-04-07,58
2016-04-08,48
2016-04-09,14
2016-04-10,0
2016-04-11,23
2016-04-12,34
2016-04-13,69
2016-04-14,23
2016-04-15,36
2016-04-16,0
2016-04-17,0
2016-04-18,23
2016-04-19,34
2016-04-20,23
2016-04-21,0
2016-04-22,24
2016-04-23,0
2016-04-24,0
2016-04-25,11
2016-04-26,23
2016-04-27,0
2016-04-28,35
2016-04-29,36
2016-04-30,13
2016-05-01,0
2016-05-02,12
2016-05-03,23
2016-05-04,23
2016-05-05,84
2016-05-06,62
2016-05-07,14
2016-05-08,0
2016-05-09,0
2016-05-10,23
2016-05-11,35
2016-05-12,12
2016-05-13,48
2016-05-14,0
2016-05-15,0
2016-05-16,58
2016-05-17,46
2016-05-18,34
2016-05-19,23
2016-05-20,12
2016-05-21,0
2016-05-22,0
2016-05-23,46
2016-05-24,23
2016-05-25,35
2016-05-26,61
2016-05-27,25
2016-05-28,0
2016-05-29,0
2016-05-30,0
2016-05-31,12
2016-06-01,23
2016-06-02,24
2016-06-03,12
2016-06-04,0
2016-06-05,0
2016-06-06,12
2016-06-07,12
2016-06-08,23
2016-06-09,24
2016-06-10,0
2016-06-11,0
2016-06-12,0
2016-06-13,0
2016-06-14,34
2016-06-15,35
2016-06-16,35
2016-06-17,61
2016-06-18,0
2016-06-19,14
2016-06-20,47
2016-06-21,12
2016-06-22,23
2016-06-23,36
2016-06-24,100
2016-06-25,14
2016-06-26,0
2016-06-27,35
2016-06-28,0
2016-06-29,12
2016-06-30,0
2016-07-01,13
2016-07-02,0
2016-07-03,0
2016-07-04,0
2016-07-05,12
2016-07-06,50
2016-07-07,26
2016-07-08,26
2016-07-09,0
2016-07-10,0
2016-07-11,49
2016-07-12,74
2016-07-13,50
2016-07-14,24
2016-07-15,38
2016-07-16,0
2016-07-17,15
2016-07-18,12
2016-07-19,50
2016-07-20,37
2016-07-21,38
2016-07-22,26
2016-07-23,0
2016-07-24,0
2016-07-25,25
2016-07-26,0
2016-07-27,12
2016-07-28,37
2016-07-29,52
2016-07-30,29
2016-07-31,14
2016-08-01,0
2016-08-02,61
2016-08-03,62
2016-08-04,76
2016-08-05,13
2016-08-06,0
2016-08-07,0
2016-08-08,13
2016-08-09,13
2016-08-10,39
2016-08-11,13
2016-08-12,55
2016-08-13,0
2016-08-14,0
2016-08-15,41
2016-08-16,13
2016-08-17,13
2016-08-18,0
2016-08-19,40
2016-08-20,0
2016-08-21,15
2016-08-22,26
2016-08-23,26
2016-08-24,13
2016-08-25,12
2016-08-26,13
2016-08-27,14
2016-08-28,0
2016-08-29,24
2016-08-30,12
2016-08-31,12
2016-09-01,0
2016-09-02,13
2016-09-03,0
2016-09-04,14
2016-09-05,0
2016-09-06,12
2016-09-07,24
2016-09-08,0
2016-09-09,25
2016-09-10,14
2016-09-11,0
