date,REGN stock
2014-03-16,0
2014-03-17,13
2014-03-18,13
2014-03-19,0
2014-03-20,26
2014-03-21,40
2014-03-22,0
2014-03-23,14
2014-03-24,12
2014-03-25,12
2014-03-26,13
2014-03-27,13
2014-03-28,13
2014-03-29,15
2014-03-30,15
2014-03-31,13
2014-04-01,13
2014-04-02,13
2014-04-03,38
2014-04-04,13
2014-04-05,15
2014-04-06,0
2014-04-07,0
2014-04-08,12
2014-04-09,13
2014-04-10,77
2014-04-11,13
2014-04-12,15
2014-04-13,0
2014-04-14,0
2014-04-15,64
2014-04-16,13
2014-04-17,14
2014-04-18,0
2014-04-19,0
2014-04-20,0
2014-04-21,14
2014-04-22,25
2014-04-23,13
2014-04-24,0
2014-04-25,0
2014-04-26,15
2014-04-27,0
2014-04-28,12
2014-04-29,0
2014-04-30,25
2014-05-01,14
2014-05-02,0
2014-05-03,0
2014-05-04,0
2014-05-05,0
2014-05-06,0
2014-05-07,0
2014-05-08,13
2014-05-09,0
2014-05-10,0
2014-05-11,0
2014-05-12,12
2014-05-13,0
2014-05-14,0
2014-05-15,0
2014-05-16,26
2014-05-17,0
2014-05-18,0
2014-05-19,0
2014-05-20,25
2014-05-21,0
2014-05-22,14
2014-05-23,14
2014-05-24,0
2014-05-25,0
2014-05-26,14
2014-05-27,0
2014-05-28,14
2014-05-29,14
2014-05-30,0
2014-05-31,0
2014-06-01,0
2014-06-02,0
2014-06-03,0
2014-06-04,0
2014-06-05,14
2014-06-06,0
2014-06-07,0
2014-06-08,0
2014-06-09,0
2014-06-10,0
2014-06-11,0
2014-06-12,0
2014-06-13,0
2014-06-14,0
2014-06-15,0
2014-06-16,0
2014-06-17,0
2014-06-18,14
2014-06-19,0
2014-06-20,15
2014-06-21,0
2014-06-22,0
2014-06-23,28
2014-06-24,14
2014-06-25,0
2014-06-26,28
2014-06-27,0
2014-06-28,0
2014-06-29,0
2014-06-30,0
2014-07-01,14
2014-07-02,14
2014-07-03,15
2014-07-04,0
2014-07-05,0
2014-07-06,0
2014-07-07,14
2014-07-08,28
2014-07-09,0
2014-07-10,14
2014-07-11,15
2014-07-12,0
2014-07-13,0
2014-07-14,14
2014-07-15,28
2014-07-16,29
2014-07-17,0
2014-07-18,0
2014-07-19,0
2014-07-20,0
2014-07-21,0
2014-07-22,14
2014-07-23,29
2014-07-24,14
2014-07-25,15
2014-07-26,0
2014-07-27,0
2014-07-28,29
2014-07-29,0
2014-07-30,100
2014-07-31,29
2014-08-01,0
2014-08-02,17
2014-08-03,0
2014-08-04,0
2014-08-05,56
2014-08-06,0
2014-08-07,0
2014-08-08,0
2014-08-09,0
2014-08-10,0
2014-08-11,0
2014-08-12,14
2014-08-13,14
2014-08-14,29
2014-08-15,15
2014-08-16,0
2014-08-17,17
2014-08-18,28
2014-08-19,28
2014-08-20,0
2014-08-21,0
2014-08-22,15
2014-08-23,0
2014-08-24,0
2014-08-25,14
2014-08-26,14
2014-08-27,27
2014-08-28,14
2014-08-29,29
2014-08-30,0
2014-08-31,0
2014-09-01,0
2014-09-02,0
2014-09-03,27
2014-09-04,27
2014-09-05,42
2014-09-06,16
2014-09-07,16
2014-09-08,0
2014-09-09,13
2014-09-10,0
2014-09-11,0
2014-09-12,0
2014-09-13,0
2014-09-14,0
2014-09-15,13
2014-09-16,40
2014-09-17,27
2014-09-18,13
2014-09-19,0
2014-09-20,16
2014-09-21,0
2014-09-22,0
2014-09-23,0
2014-09-24,13
2014-09-25,0
2014-09-26,0
2014-09-27,16
2014-09-28,0
2014-09-29,26
2014-09-30,26
2014-10-01,13
2014-10-02,13
2014-10-03,14
2014-10-04,0
2014-10-05,0
2014-10-06,0
2014-10-07,13
2014-10-08,26
2014-10-09,27
2014-10-10,0
2014-10-11,32
2014-10-12,0
2014-10-13,0
2014-10-14,26
2014-10-15,39
2014-10-16,13
2014-10-17,41
2014-10-18,16
2014-10-19,0
2014-10-20,0
2014-10-21,26
2014-10-22,13
2014-10-23,27
2014-10-24,0
2014-10-25,16
2014-10-26,15
2014-10-27,13
2014-10-28,51
2014-10-29,26
2014-10-30,13
2014-10-31,28
2014-11-01,16
2014-11-02,0
2014-11-03,39
2014-11-04,13
2014-11-05,38
2014-11-06,26
2014-11-07,27
2014-11-08,0
2014-11-09,15
2014-11-10,26
2014-11-11,0
2014-11-12,25
2014-11-13,0
2014-11-14,0
2014-11-15,0
2014-11-16,15
2014-11-17,13
2014-11-18,55
2014-11-19,13
2014-11-20,13
2014-11-21,13
2014-11-22,45
2014-11-23,0
2014-11-24,13
2014-11-25,50
2014-11-26,26
2014-11-27,0
2014-11-28,0
2014-11-29,0
2014-11-30,0
2014-12-01,0
