date,debt,isPartial
2012-01-26,84,False
2012-01-27,81,False
2012-01-28,56,False
2012-01-29,62,False
2012-01-30,78,False
2012-01-31,79,False
2012-02-01,69,False
2012-02-02,75,False
2012-02-03,69,False
2012-02-04,53,False
2012-02-05,53,False
2012-02-06,70,False
2012-02-07,75,False
2012-02-08,76,False
2012-02-09,79,False
2012-02-10,69,False
2012-02-11,55,False
2012-02-12,54,False
2012-02-13,71,False
2012-02-14,74,False
2012-02-15,78,False
2012-02-16,77,False
2012-02-17,68,False
2012-02-18,48,False
2012-02-19,60,False
2012-02-20,75,False
2012-02-21,83,False
2012-02-22,81,False
2012-02-23,74,False
2012-02-24,66,False
2012-02-25,47,False
2012-02-26,54,False
2012-02-27,68,False
2012-02-28,69,False
2012-02-29,70,False
2012-03-01,68,False
2012-03-02,60,False
2012-03-03,47,False
2012-03-04,46,False
2012-03-05,63,False
2012-03-06,67,False
2012-03-07,66,False
2012-03-08,67,False
2012-03-09,63,False
2012-03-10,47,False
2012-03-11,44,False
2012-03-12,64,False
2012-03-13,62,False
2012-03-14,65,False
2012-03-15,65,False
2012-03-16,58,False
2012-03-17,39,False
2012-03-18,45,False
2012-03-19,66,False
2012-03-20,68,False
2012-03-21,66,False
2012-03-22,59,False
2012-03-23,59,False
2012-03-24,44,False
2012-03-25,45,False
2012-03-26,63,False
2012-03-27,64,False
2012-03-28,66,False
2012-03-29,67,False
2012-03-30,59,False
2012-03-31,42,False
2012-04-01,46,False
2012-04-02,60,False
2012-04-03,62,False
2012-04-04,63,False
2012-04-05,61,False
2012-04-06,48,False
2012-04-07,38,False
2012-04-08,41,False
2012-04-09,55,False
2012-04-10,66,False
2012-04-11,70,False
2012-04-12,63,False
2012-04-13,55,False
2012-04-14,48,False
2012-04-15,45,False
2012-04-16,64,False
2012-04-17,71,False
2012-04-18,68,False
2012-04-19,69,False
2012-04-20,62,False
2012-04-21,40,False
2012-04-22,42,False
2012-04-23,66,False
2012-04-24,67,False
2012-04-25,66,False
2012-04-26,72,False
2012-04-27,62,False
2012-04-28,50,False
2012-04-29,50,False
2012-04-30,75,False
2012-05-01,70,False
2012-05-02,63,False
2012-05-03,63,False
2012-05-04,56,False
2012-05-05,40,False
2012-05-06,41,False
2012-05-07,65,False
2012-05-08,68,False
2012-05-09,64,False
2012-05-10,66,False
2012-05-11,56,False
2012-05-12,40,False
2012-05-13,45,False
2012-05-14,67,False
2012-05-15,72,False
2012-05-16,77,False
2012-05-17,79,False
2012-05-18,64,False
2012-05-19,44,False
2012-05-20,51,False
2012-05-21,62,False
2012-05-22,66,False
2012-05-23,66,False
2012-05-24,62,False
2012-05-25,59,False
2012-05-26,40,False
2012-05-27,39,False
2012-05-28,49,False
2012-05-29,57,False
2012-05-30,62,False
2012-05-31,60,False
2012-06-01,52,False
2012-06-02,39,False
2012-06-03,40,False
2012-06-04,55,False
2012-06-05,54,False
2012-06-06,62,False
2012-06-07,55,False
2012-06-08,55,False
2012-06-09,40,False
2012-06-10,38,False
2012-06-11,56,False
2012-06-12,65,False
2012-06-13,60,False
2012-06-14,64,False
2012-06-15,57,False
2012-06-16,35,False
2012-06-17,40,False
2012-06-18,59,False
2012-06-19,62,False
2012-06-20,62,False
2012-06-21,59,False
2012-06-22,56,False
2012-06-23,40,False
2012-06-24,37,False
2012-06-25,57,False
2012-06-26,59,False
2012-06-27,59,False
2012-06-28,59,False
2012-06-29,53,False
2012-06-30,41,False
2012-07-01,37,False
2012-07-02,55,False
2012-07-03,55,False
2012-07-04,51,False
2012-07-05,54,False
2012-07-06,54,False
2012-07-07,38,False
2012-07-08,38,False
2012-07-09,58,False
2012-07-10,60,False
2012-07-11,55,False
2012-07-12,63,False
2012-07-13,51,False
2012-07-14,39,False
2012-07-15,37,False
2012-07-16,60,False
2012-07-17,63,False
2012-07-18,59,False
2012-07-19,60,False
2012-07-20,54,False
2012-07-21,40,False
2012-07-22,41,False
2012-07-23,58,False
2012-07-24,63,False
2012-07-25,67,False
2012-07-26,59,False
2012-07-27,52,False
2012-07-28,44,False
2012-07-29,39,False
2012-07-30,56,False
2012-07-31,60,False
2012-08-01,59,False
2012-08-02,57,False
2012-08-03,52,False
2012-08-04,37,False
2012-08-05,38,False
2012-08-06,60,False
2012-08-07,59,False
2012-08-08,59,False
2012-08-09,58,False
2012-08-10,50,False
2012-08-11,40,False
2012-08-12,40,False
2012-08-13,60,False
2012-08-14,64,False
2012-08-15,67,False
2012-08-16,59,False
2012-08-17,52,False
2012-08-18,38,False
2012-08-19,42,False
2012-08-20,57,False
2012-08-21,60,False
2012-08-22,60,False
2012-08-23,64,False
2012-08-24,54,False
2012-08-25,36,False
2012-08-26,36,False
2012-08-27,60,False
2012-08-28,70,False
2012-08-29,70,False
2012-08-30,77,False
2012-08-31,65,False
2012-09-01,44,False
2012-09-02,46,False
2012-09-03,58,False
2012-09-04,83,False
2012-09-05,99,False
2012-09-06,87,False
2012-09-07,83,False
2012-09-08,53,False
2012-09-09,48,False
2012-09-10,69,False
2012-09-11,73,False
2012-09-12,68,False
2012-09-13,76,False
2012-09-14,61,False
2012-09-15,49,False
2012-09-16,49,False
2012-09-17,66,False
2012-09-18,77,False
2012-09-19,74,False
2012-09-20,74,False
2012-09-21,66,False
2012-09-22,48,False
2012-09-23,51,False
2012-09-24,64,False
2012-09-25,73,False
2012-09-26,69,False
2012-09-27,68,False
2012-09-28,62,False
2012-09-29,50,False
2012-09-30,48,False
2012-10-01,68,False
2012-10-02,71,False
2012-10-03,74,False
2012-10-04,100,False
2012-10-05,65,False
2012-10-06,45,False
2012-10-07,51,False
2012-10-08,65,False
2012-10-09,66,False
2012-10-10,71,False
2012-10-11,64,False
2012-10-12,64,False
