date,debt,isPartial
2017-05-29,67,False
2017-05-30,76,False
2017-05-31,83,False
2017-06-01,80,False
2017-06-02,78,False
2017-06-03,61,False
2017-06-04,51,False
2017-06-05,74,False
2017-06-06,78,False
2017-06-07,78,False
2017-06-08,78,False
2017-06-09,70,False
2017-06-10,51,False
2017-06-11,54,False
2017-06-12,77,False
2017-06-13,78,False
2017-06-14,76,False
2017-06-15,74,False
2017-06-16,68,False
2017-06-17,53,False
2017-06-18,51,False
2017-06-19,71,False
2017-06-20,72,False
2017-06-21,75,False
2017-06-22,79,False
2017-06-23,69,False
2017-06-24,53,False
2017-06-25,54,False
2017-06-26,75,False
2017-06-27,73,False
2017-06-28,80,False
2017-06-29,73,False
2017-06-30,63,False
2017-07-01,53,False
2017-07-02,53,False
2017-07-03,67,False
2017-07-04,64,False
2017-07-05,73,False
2017-07-06,76,False
2017-07-07,71,False
2017-07-08,56,False
2017-07-09,57,False
2017-07-10,77,False
2017-07-11,81,False
2017-07-12,78,False
2017-07-13,73,False
2017-07-14,73,False
2017-07-15,54,False
2017-07-16,54,False
2017-07-17,76,False
2017-07-18,82,False
2017-07-19,75,False
2017-07-20,81,False
2017-07-21,72,False
2017-07-22,51,False
2017-07-23,55,False
2017-07-24,77,False
2017-07-25,77,False
2017-07-26,77,False
2017-07-27,77,False
2017-07-28,67,False
2017-07-29,54,False
2017-07-30,55,False
2017-07-31,76,False
2017-08-01,85,False
2017-08-02,90,False
2017-08-03,82,False
2017-08-04,72,False
2017-08-05,56,False
2017-08-06,51,False
2017-08-07,72,False
2017-08-08,80,False
2017-08-09,70,False
2017-08-10,79,False
2017-08-11,68,False
2017-08-12,51,False
2017-08-13,56,False
2017-08-14,71,False
2017-08-15,79,False
2017-08-16,76,False
2017-08-17,67,False
2017-08-18,69,False
2017-08-19,49,False
2017-08-20,48,False
2017-08-21,69,False
2017-08-22,78,False
2017-08-23,74,False
2017-08-24,85,False
2017-08-25,77,False
2017-08-26,50,False
2017-08-27,54,False
2017-08-28,72,False
2017-08-29,78,False
2017-08-30,76,False
2017-08-31,72,False
2017-09-01,67,False
2017-09-02,53,False
2017-09-03,54,False
2017-09-04,62,False
2017-09-05,80,False
2017-09-06,94,False
2017-09-07,100,False
2017-09-08,80,False
2017-09-09,59,False
2017-09-10,58,False
2017-09-11,76,False
2017-09-12,86,False
2017-09-13,83,False
2017-09-14,82,False
2017-09-15,75,False
2017-09-16,58,False
2017-09-17,54,False
2017-09-18,80,False
2017-09-19,82,False
2017-09-20,85,False
2017-09-21,81,False
2017-09-22,77,False
2017-09-23,53,False
2017-09-24,52,False
2017-09-25,79,False
2017-09-26,84,False
2017-09-27,87,False
2017-09-28,87,False
2017-09-29,79,False
2017-09-30,60,False
2017-10-01,55,False
2017-10-02,76,False
2017-10-03,85,False
2017-10-04,92,False
2017-10-05,87,False
2017-10-06,69,False
2017-10-07,52,False
2017-10-08,55,False
2017-10-09,76,False
2017-10-10,81,False
2017-10-11,81,False
2017-10-12,90,False
2017-10-13,78,False
2017-10-14,50,False
2017-10-15,60,False
2017-10-16,83,False
2017-10-17,85,False
2017-10-18,80,False
2017-10-19,88,False
2017-10-20,74,False
2017-10-21,60,False
2017-10-22,52,False
2017-10-23,84,False
2017-10-24,84,False
2017-10-25,87,False
2017-10-26,86,False
2017-10-27,78,False
2017-10-28,50,False
2017-10-29,53,False
2017-10-30,75,False
2017-10-31,78,False
2017-11-01,80,False
2017-11-02,87,False
2017-11-03,82,False
2017-11-04,58,False
2017-11-05,54,False
2017-11-06,82,False
2017-11-07,79,False
2017-11-08,87,False
2017-11-09,81,False
2017-11-10,78,False
2017-11-11,51,False
2017-11-12,59,False
2017-11-13,82,False
2017-11-14,88,False
2017-11-15,79,False
2017-11-16,81,False
2017-11-17,72,False
2017-11-18,54,False
2017-11-19,52,False
2017-11-20,77,False
2017-11-21,81,False
2017-11-22,73,False
2017-11-23,54,False
2017-11-24,54,False
2017-11-25,51,False
2017-11-26,53,False
2017-11-27,82,False
2017-11-28,87,False
2017-11-29,86,False
2017-11-30,89,False
2017-12-01,80,False
2017-12-02,61,False
2017-12-03,62,False
2017-12-04,84,False
2017-12-05,87,False
2017-12-06,89,False
2017-12-07,87,False
2017-12-08,79,False
2017-12-09,54,False
2017-12-10,56,False
2017-12-11,84,False
2017-12-12,83,False
2017-12-13,79,False
2017-12-14,78,False
2017-12-15,64,False
2017-12-16,56,False
2017-12-17,51,False
2017-12-18,70,False
2017-12-19,76,False
2017-12-20,76,False
2017-12-21,71,False
2017-12-22,59,False
2017-12-23,47,False
2017-12-24,37,False
2017-12-25,37,False
2017-12-26,48,False
2017-12-27,63,False
2017-12-28,64,False
2017-12-29,57,False
2017-12-30,49,False
2017-12-31,42,False
2018-01-01,48,False
2018-01-02,70,False
2018-01-03,78,False
2018-01-04,76,False
2018-01-05,75,False
2018-01-06,59,False
2018-01-07,55,False
2018-01-08,78,False
2018-01-09,82,False
2018-01-10,83,False
2018-01-11,79,False
2018-01-12,75,False
2018-01-13,51,False
2018-01-14,52,False
2018-01-15,73,False
2018-01-16,80,False
2018-01-17,82,False
2018-01-18,87,False
2018-01-19,74,False
2018-01-20,61,False
2018-01-21,54,False
2018-01-22,83,False
2018-01-23,87,False
2018-01-24,80,False
2018-01-25,79,False
2018-01-26,75,False
2018-01-27,56,False
2018-01-28,55,False
2018-01-29,84,False
2018-01-30,90,False
2018-01-31,86,False
2018-02-01,91,False
2018-02-02,76,False
2018-02-03,57,False
2018-02-04,62,False
2018-02-05,86,False
2018-02-06,93,False
2018-02-07,88,False
2018-02-08,94,False
2018-02-09,89,False
2018-02-10,62,False
2018-02-11,60,False
2018-02-12,94,False
2018-02-13,94,False
