date,debt,isPartial
2013-02-19,32,False
2013-02-20,32,False
2013-02-21,31,False
2013-02-22,28,False
2013-02-23,21,False
2013-02-24,22,False
2013-02-25,30,False
2013-02-26,34,False
2013-02-27,34,False
2013-02-28,33,False
2013-03-01,30,False
2013-03-02,21,False
2013-03-03,22,False
2013-03-04,32,False
2013-03-05,33,False
2013-03-06,33,False
2013-03-07,32,False
2013-03-08,28,False
2013-03-09,19,False
2013-03-10,20,False
2013-03-11,29,False
2013-03-12,32,False
2013-03-13,30,False
2013-03-14,29,False
2013-03-15,27,False
2013-03-16,19,False
2013-03-17,21,False
2013-03-18,31,False
2013-03-19,33,False
2013-03-20,33,False
2013-03-21,30,False
2013-03-22,28,False
2013-03-23,21,False
2013-03-24,20,False
2013-03-25,31,False
2013-03-26,31,False
2013-03-27,32,False
2013-03-28,27,False
2013-03-29,23,False
2013-03-30,18,False
2013-03-31,18,False
2013-04-01,26,False
2013-04-02,31,False
2013-04-03,29,False
2013-04-04,29,False
2013-04-05,27,False
2013-04-06,19,False
2013-04-07,20,False
2013-04-08,30,False
2013-04-09,32,False
2013-04-10,32,False
2013-04-11,31,False
2013-04-12,28,False
2013-04-13,20,False
2013-04-14,21,False
2013-04-15,29,False
2013-04-16,31,False
2013-04-17,31,False
2013-04-18,30,False
2013-04-19,27,False
2013-04-20,17,False
2013-04-21,20,False
2013-04-22,29,False
2013-04-23,30,False
2013-04-24,32,False
2013-04-25,30,False
2013-04-26,27,False
2013-04-27,18,False
2013-04-28,20,False
2013-04-29,33,False
2013-04-30,32,False
2013-05-01,30,False
2013-05-02,31,False
2013-05-03,26,False
2013-05-04,17,False
2013-05-05,18,False
2013-05-06,27,False
2013-05-07,30,False
2013-05-08,29,False
2013-05-09,28,False
2013-05-10,27,False
2013-05-11,17,False
2013-05-12,18,False
2013-05-13,27,False
2013-05-14,30,False
2013-05-15,31,False
2013-05-16,28,False
2013-05-17,24,False
2013-05-18,17,False
2013-05-19,18,False
2013-05-20,26,False
2013-05-21,25,False
2013-05-22,28,False
2013-05-23,26,False
2013-05-24,23,False
2013-05-25,16,False
2013-05-26,16,False
2013-05-27,18,False
2013-05-28,26,False
2013-05-29,26,False
2013-05-30,27,False
2013-05-31,24,False
2013-06-01,16,False
2013-06-02,18,False
2013-06-03,25,False
2013-06-04,27,False
2013-06-05,26,False
2013-06-06,24,False
2013-06-07,23,False
2013-06-08,17,False
2013-06-09,16,False
2013-06-10,24,False
2013-06-11,26,False
2013-06-12,25,False
2013-06-13,24,False
2013-06-14,22,False
2013-06-15,16,False
2013-06-16,16,False
2013-06-17,25,False
2013-06-18,25,False
2013-06-19,24,False
2013-06-20,25,False
2013-06-21,21,False
2013-06-22,16,False
2013-06-23,15,False
2013-06-24,25,False
