date,debt,isPartial
2013-11-06,76,False
2013-11-07,75,False
2013-11-08,68,False
2013-11-09,44,False
2013-11-10,46,False
2013-11-11,69,False
2013-11-12,83,False
2013-11-13,80,False
2013-11-14,85,False
2013-11-15,67,False
2013-11-16,51,False
2013-11-17,48,False
2013-11-18,76,False
2013-11-19,82,False
2013-11-20,80,False
2013-11-21,76,False
2013-11-22,72,False
2013-11-23,48,False
2013-11-24,47,False
2013-11-25,75,False
2013-11-26,71,False
2013-11-27,66,False
2013-11-28,51,False
2013-11-29,49,False
2013-11-30,44,False
2013-12-01,44,False
2013-12-02,69,False
2013-12-03,82,False
2013-12-04,79,False
2013-12-05,79,False
2013-12-06,70,False
2013-12-07,45,False
2013-12-08,48,False
2013-12-09,74,False
2013-12-10,74,False
2013-12-11,72,False
2013-12-12,69,False
2013-12-13,68,False
2013-12-14,46,False
2013-12-15,42,False
2013-12-16,61,False
2013-12-17,63,False
2013-12-18,67,False
2013-12-19,58,False
2013-12-20,55,False
2013-12-21,35,False
2013-12-22,33,False
2013-12-23,46,False
2013-12-24,38,False
2013-12-25,30,False
2013-12-26,42,False
2013-12-27,45,False
2013-12-28,41,False
2013-12-29,42,False
2013-12-30,52,False
2013-12-31,57,False
2014-01-01,38,False
2014-01-02,63,False
2014-01-03,64,False
2014-01-04,49,False
2014-01-05,50,False
2014-01-06,71,False
2014-01-07,73,False
2014-01-08,68,False
2014-01-09,76,False
2014-01-10,68,False
2014-01-11,48,False
2014-01-12,49,False
2014-01-13,74,False
2014-01-14,77,False
2014-01-15,78,False
2014-01-16,77,False
2014-01-17,64,False
2014-01-18,47,False
2014-01-19,51,False
2014-01-20,68,False
2014-01-21,79,False
2014-01-22,81,False
2014-01-23,76,False
2014-01-24,69,False
2014-01-25,49,False
2014-01-26,50,False
2014-01-27,75,False
2014-01-28,80,False
2014-01-29,84,False
2014-01-30,77,False
2014-01-31,72,False
2014-02-01,51,False
2014-02-02,52,False
2014-02-03,78,False
2014-02-04,87,False
2014-02-05,86,False
2014-02-06,83,False
2014-02-07,71,False
2014-02-08,57,False
2014-02-09,58,False
2014-02-10,76,False
2014-02-11,88,False
2014-02-12,100,False
2014-02-13,87,False
2014-02-14,68,False
2014-02-15,51,False
2014-02-16,53,False
2014-02-17,72,False
2014-02-18,81,False
2014-02-19,80,False
2014-02-20,79,False
2014-02-21,68,False
2014-02-22,52,False
2014-02-23,51,False
2014-02-24,76,False
2014-02-25,85,False
2014-02-26,80,False
2014-02-27,85,False
2014-02-28,74,False
2014-03-01,51,False
2014-03-02,50,False
2014-03-03,75,False
2014-03-04,85,False
2014-03-05,82,False
2014-03-06,78,False
2014-03-07,75,False
2014-03-08,48,False
2014-03-09,50,False
2014-03-10,79,False
2014-03-11,79,False
2014-03-12,80,False
2014-03-13,76,False
2014-03-14,66,False
2014-03-15,50,False
2014-03-16,50,False
2014-03-17,70,False
2014-03-18,85,False
2014-03-19,82,False
2014-03-20,78,False
2014-03-21,71,False
2014-03-22,50,False
2014-03-23,50,False
2014-03-24,75,False
2014-03-25,82,False
2014-03-26,80,False
2014-03-27,74,False
2014-03-28,68,False
2014-03-29,50,False
2014-03-30,54,False
2014-03-31,77,False
2014-04-01,80,False
2014-04-02,79,False
2014-04-03,80,False
2014-04-04,69,False
2014-04-05,47,False
2014-04-06,48,False
2014-04-07,70,False
2014-04-08,73,False
2014-04-09,79,False
2014-04-10,76,False
2014-04-11,69,False
2014-04-12,47,False
2014-04-13,48,False
2014-04-14,79,False
2014-04-15,82,False
2014-04-16,72,False
2014-04-17,73,False
2014-04-18,57,False
2014-04-19,44,False
2014-04-20,48,False
2014-04-21,67,False
2014-04-22,80,False
2014-04-23,81,False
2014-04-24,79,False
2014-04-25,66,False
2014-04-26,52,False
2014-04-27,48,False
2014-04-28,76,False
2014-04-29,79,False
2014-04-30,85,False
2014-05-01,75,False
2014-05-02,67,False
2014-05-03,47,False
2014-05-04,54,False
2014-05-05,72,False
2014-05-06,76,False
2014-05-07,76,False
2014-05-08,74,False
2014-05-09,65,False
2014-05-10,44,False
2014-05-11,42,False
2014-05-12,70,False
2014-05-13,83,False
2014-05-14,78,False
2014-05-15,74,False
2014-05-16,63,False
2014-05-17,45,False
2014-05-18,49,False
2014-05-19,72,False
2014-05-20,77,False
2014-05-21,70,False
2014-05-22,74,False
2014-05-23,60,False
2014-05-24,40,False
2014-05-25,39,False
2014-05-26,48,False
2014-05-27,70,False
2014-05-28,66,False
2014-05-29,74,False
2014-05-30,66,False
2014-05-31,46,False
2014-06-01,42,False
2014-06-02,64,False
2014-06-03,66,False
2014-06-04,67,False
2014-06-05,68,False
2014-06-06,59,False
2014-06-07,43,False
2014-06-08,59,False
2014-06-09,76,False
2014-06-10,80,False
2014-06-11,69,False
2014-06-12,69,False
2014-06-13,60,False
2014-06-14,43,False
2014-06-15,39,False
2014-06-16,60,False
2014-06-17,72,False
2014-06-18,65,False
2014-06-19,65,False
2014-06-20,55,False
2014-06-21,42,False
2014-06-22,41,False
2014-06-23,64,False
2014-06-24,66,False
2014-06-25,67,False
2014-06-26,67,False
2014-06-27,59,False
2014-06-28,38,False
2014-06-29,42,False
2014-06-30,61,False
2014-07-01,67,False
2014-07-02,66,False
2014-07-03,66,False
2014-07-04,47,False
2014-07-05,41,False
2014-07-06,41,False
2014-07-07,69,False
2014-07-08,71,False
2014-07-09,66,False
2014-07-10,73,False
2014-07-11,67,False
2014-07-12,46,False
2014-07-13,42,False
2014-07-14,70,False
2014-07-15,71,False
2014-07-16,70,False
2014-07-17,71,False
2014-07-18,55,False
2014-07-19,46,False
2014-07-20,40,False
2014-07-21,65,False
2014-07-22,69,False
2014-07-23,71,False
2014-07-24,70,False
