date,debt,isPartial
2017-01-19,90,False
2017-01-20,100,False
2017-01-21,72,False
2017-01-22,64,False
2017-01-23,84,False
2017-01-24,89,False
2017-01-25,87,False
2017-01-26,88,False
2017-01-27,80,False
2017-01-28,60,False
2017-01-29,55,False
2017-01-30,80,False
2017-01-31,86,False
2017-02-01,83,False
2017-02-02,83,False
2017-02-03,77,False
2017-02-04,57,False
2017-02-05,56,False
2017-02-06,80,False
2017-02-07,83,False
2017-02-08,84,False
2017-02-09,82,False
2017-02-10,73,False
2017-02-11,53,False
2017-02-12,53,False
2017-02-13,74,False
2017-02-14,78,False
2017-02-15,79,False
2017-02-16,82,False
2017-02-17,73,False
2017-02-18,57,False
2017-02-19,56,False
2017-02-20,73,False
2017-02-21,80,False
2017-02-22,85,False
2017-02-23,86,False
2017-02-24,79,False
2017-02-25,78,False
2017-02-26,78,False
2017-02-27,97,False
2017-02-28,100,False
2017-03-01,90,False
2017-03-02,82,False
2017-03-03,78,False
2017-03-04,54,False
2017-03-05,60,False
2017-03-06,80,False
2017-03-07,85,False
2017-03-08,80,False
2017-03-09,83,False
2017-03-10,77,False
2017-03-11,56,False
2017-03-12,55,False
2017-03-13,84,False
2017-03-14,82,False
2017-03-15,87,False
2017-03-16,81,False
2017-03-17,77,False
2017-03-18,53,False
2017-03-19,56,False
2017-03-20,80,False
2017-03-21,85,False
2017-03-22,81,False
2017-03-23,80,False
2017-03-24,74,False
2017-03-25,52,False
2017-03-26,56,False
2017-03-27,79,False
2017-03-28,80,False
2017-03-29,80,False
2017-03-30,77,False
2017-03-31,72,False
2017-04-01,50,False
2017-04-02,56,False
2017-04-03,78,False
2017-04-04,89,False
2017-04-05,78,False
2017-04-06,80,False
2017-04-07,71,False
2017-04-08,54,False
2017-04-09,56,False
2017-04-10,80,False
2017-04-11,83,False
2017-04-12,79,False
2017-04-13,73,False
2017-04-14,59,False
2017-04-15,50,False
2017-04-16,51,False
2017-04-17,76,False
2017-04-18,81,False
2017-04-19,80,False
2017-04-20,81,False
2017-04-21,73,False
2017-04-22,55,False
2017-04-23,53,False
2017-04-24,81,False
2017-04-25,86,False
2017-04-26,85,False
2017-04-27,82,False
2017-04-28,73,False
2017-04-29,53,False
2017-04-30,53,False
2017-05-01,83,False
2017-05-02,87,False
2017-05-03,86,False
2017-05-04,82,False
2017-05-05,75,False
2017-05-06,53,False
2017-05-07,56,False
2017-05-08,81,False
2017-05-09,81,False
2017-05-10,81,False
2017-05-11,79,False
2017-05-12,69,False
2017-05-13,53,False
2017-05-14,53,False
2017-05-15,73,False
2017-05-16,80,False
2017-05-17,85,False
2017-05-18,80,False
2017-05-19,68,False
2017-05-20,51,False
2017-05-21,54,False
2017-05-22,73,False
2017-05-23,80,False
2017-05-24,74,False
2017-05-25,72,False
2017-05-26,63,False
2017-05-27,49,False
2017-05-28,46,False
2017-05-29,57,False
2017-05-30,73,False
2017-05-31,77,False
2017-06-01,74,False
2017-06-02,73,False
2017-06-03,56,False
2017-06-04,51,False
2017-06-05,71,False
2017-06-06,72,False
2017-06-07,77,False
2017-06-08,72,False
2017-06-09,68,False
2017-06-10,48,False
2017-06-11,52,False
2017-06-12,74,False
2017-06-13,73,False
2017-06-14,72,False
2017-06-15,69,False
2017-06-16,63,False
2017-06-17,49,False
2017-06-18,46,False
2017-06-19,66,False
2017-06-20,73,False
2017-06-21,71,False
2017-06-22,72,False
2017-06-23,64,False
2017-06-24,53,False
2017-06-25,48,False
2017-06-26,71,False
2017-06-27,73,False
2017-06-28,71,False
2017-06-29,71,False
2017-06-30,63,False
2017-07-01,51,False
2017-07-02,49,False
2017-07-03,63,False
2017-07-04,63,False
2017-07-05,71,False
2017-07-06,75,False
2017-07-07,65,False
2017-07-08,49,False
2017-07-09,51,False
2017-07-10,71,False
2017-07-11,73,False
2017-07-12,76,False
2017-07-13,69,False
2017-07-14,66,False
2017-07-15,52,False
2017-07-16,50,False
2017-07-17,70,False
2017-07-18,80,False
2017-07-19,71,False
2017-07-20,75,False
2017-07-21,66,False
2017-07-22,49,False
2017-07-23,50,False
2017-07-24,71,False
2017-07-25,73,False
2017-07-26,73,False
2017-07-27,71,False
2017-07-28,65,False
2017-07-29,51,False
2017-07-30,52,False
2017-07-31,73,False
2017-08-01,82,False
2017-08-02,88,False
2017-08-03,80,False
2017-08-04,69,False
2017-08-05,54,False
2017-08-06,50,False
2017-08-07,69,False
2017-08-08,76,False
2017-08-09,72,False
2017-08-10,72,False
2017-08-11,68,False
2017-08-12,53,False
2017-08-13,50,False
2017-08-14,67,False
2017-08-15,75,False
2017-08-16,73,False
2017-08-17,66,False
2017-08-18,61,False
2017-08-19,45,False
2017-08-20,45,False
2017-08-21,65,False
2017-08-22,75,False
2017-08-23,71,False
2017-08-24,80,False
2017-08-25,71,False
2017-08-26,50,False
2017-08-27,50,False
2017-08-28,67,False
2017-08-29,71,False
2017-08-30,72,False
2017-08-31,69,False
2017-09-01,61,False
2017-09-02,50,False
2017-09-03,50,False
2017-09-04,60,False
2017-09-05,78,False
2017-09-06,87,False
2017-09-07,94,False
2017-09-08,75,False
2017-09-09,51,False
2017-09-10,55,False
2017-09-11,73,False
2017-09-12,82,False
2017-09-13,82,False
2017-09-14,80,False
2017-09-15,71,False
