date,debt,isPartial
2011-09-18,67,False
2011-09-19,86,False
2011-09-20,90,False
2011-09-21,85,False
2011-09-22,87,False
2011-09-23,84,False
2011-09-24,63,False
2011-09-25,64,False
2011-09-26,88,False
2011-09-27,85,False
2011-09-28,88,False
2011-09-29,88,False
2011-09-30,80,False
2011-10-01,62,False
2011-10-02,56,False
2011-10-03,85,False
2011-10-04,83,False
2011-10-05,84,False
2011-10-06,79,False
2011-10-07,75,False
2011-10-08,52,False
2011-10-09,61,False
2011-10-10,72,False
2011-10-11,82,False
2011-10-12,82,False
2011-10-13,80,False
2011-10-14,70,False
2011-10-15,53,False
2011-10-16,55,False
2011-10-17,75,False
2011-10-18,76,False
2011-10-19,86,False
2011-10-20,76,False
2011-10-21,68,False
2011-10-22,53,False
2011-10-23,56,False
2011-10-24,80,False
2011-10-25,78,False
2011-10-26,86,False
2011-10-27,91,False
2011-10-28,72,False
2011-10-29,48,False
2011-10-30,47,False
2011-10-31,73,False
2011-11-01,84,False
2011-11-02,83,False
2011-11-03,86,False
2011-11-04,71,False
2011-11-05,52,False
2011-11-06,55,False
2011-11-07,75,False
2011-11-08,81,False
2011-11-09,93,False
2011-11-10,80,False
2011-11-11,65,False
2011-11-12,50,False
2011-11-13,59,False
2011-11-14,73,False
2011-11-15,75,False
2011-11-16,84,False
2011-11-17,87,False
2011-11-18,74,False
2011-11-19,54,False
2011-11-20,53,False
2011-11-21,85,False
2011-11-22,79,False
2011-11-23,86,False
2011-11-24,80,False
2011-11-25,79,False
2011-11-26,64,False
2011-11-27,74,False
2011-11-28,84,False
2011-11-29,87,False
2011-11-30,81,False
2011-12-01,82,False
2011-12-02,71,False
2011-12-03,55,False
2011-12-04,56,False
2011-12-05,76,False
2011-12-06,76,False
2011-12-07,79,False
2011-12-08,79,False
2011-12-09,69,False
2011-12-10,54,False
2011-12-11,64,False
2011-12-12,76,False
2011-12-13,73,False
2011-12-14,75,False
2011-12-15,73,False
2011-12-16,62,False
2011-12-17,49,False
2011-12-18,48,False
2011-12-19,55,False
2011-12-20,61,False
2011-12-21,59,False
2011-12-22,53,False
2011-12-23,46,False
2011-12-24,35,False
2011-12-25,31,False
2011-12-26,41,False
2011-12-27,52,False
2011-12-28,60,False
2011-12-29,67,False
2011-12-30,58,False
2011-12-31,48,False
2012-01-01,44,False
2012-01-02,52,False
2012-01-03,69,False
2012-01-04,69,False
2012-01-05,71,False
2012-01-06,72,False
2012-01-07,52,False
2012-01-08,56,False
2012-01-09,72,False
2012-01-10,76,False
2012-01-11,71,False
2012-01-12,68,False
2012-01-13,73,False
2012-01-14,58,False
2012-01-15,57,False
2012-01-16,63,False
2012-01-17,71,False
2012-01-18,69,False
2012-01-19,80,False
2012-01-20,77,False
2012-01-21,64,False
2012-01-22,65,False
2012-01-23,80,False
2012-01-24,88,False
2012-01-25,100,False
2012-01-26,84,False
2012-01-27,78,False
2012-01-28,54,False
2012-01-29,61,False
2012-01-30,69,False
2012-01-31,77,False
2012-02-01,73,False
2012-02-02,74,False
2012-02-03,67,False
2012-02-04,48,False
2012-02-05,50,False
2012-02-06,68,False
2012-02-07,75,False
2012-02-08,71,False
2012-02-09,77,False
2012-02-10,62,False
2012-02-11,56,False
2012-02-12,52,False
2012-02-13,70,False
2012-02-14,70,False
2012-02-15,74,False
2012-02-16,74,False
2012-02-17,66,False
2012-02-18,46,False
2012-02-19,58,False
2012-02-20,72,False
2012-02-21,78,False
2012-02-22,75,False
2012-02-23,71,False
2012-02-24,66,False
2012-02-25,46,False
2012-02-26,49,False
2012-02-27,68,False
2012-02-28,64,False
2012-02-29,69,False
2012-03-01,63,False
2012-03-02,55,False
2012-03-03,44,False
2012-03-04,44,False
2012-03-05,63,False
2012-03-06,67,False
2012-03-07,64,False
2012-03-08,65,False
2012-03-09,62,False
2012-03-10,45,False
2012-03-11,42,False
2012-03-12,61,False
2012-03-13,56,False
2012-03-14,61,False
2012-03-15,58,False
2012-03-16,53,False
2012-03-17,38,False
2012-03-18,46,False
2012-03-19,66,False
2012-03-20,68,False
2012-03-21,64,False
2012-03-22,60,False
2012-03-23,57,False
2012-03-24,39,False
2012-03-25,44,False
2012-03-26,61,False
2012-03-27,62,False
2012-03-28,63,False
2012-03-29,65,False
2012-03-30,56,False
2012-03-31,41,False
2012-04-01,44,False
2012-04-02,57,False
2012-04-03,56,False
2012-04-04,61,False
2012-04-05,59,False
2012-04-06,48,False
2012-04-07,38,False
2012-04-08,39,False
2012-04-09,55,False
2012-04-10,60,False
2012-04-11,68,False
2012-04-12,62,False
2012-04-13,56,False
2012-04-14,46,False
2012-04-15,47,False
2012-04-16,68,False
2012-04-17,69,False
2012-04-18,72,False
2012-04-19,65,False
2012-04-20,59,False
2012-04-21,40,False
2012-04-22,43,False
2012-04-23,66,False
2012-04-24,66,False
2012-04-25,66,False
2012-04-26,72,False
2012-04-27,61,False
2012-04-28,48,False
2012-04-29,48,False
2012-04-30,67,False
2012-05-01,70,False
2012-05-02,62,False
2012-05-03,66,False
2012-05-04,55,False
2012-05-05,41,False
2012-05-06,43,False
2012-05-07,58,False
2012-05-08,71,False
2012-05-09,59,False
2012-05-10,62,False
2012-05-11,54,False
2012-05-12,36,False
2012-05-13,46,False
2012-05-14,68,False
2012-05-15,73,False
2012-05-16,77,False
2012-05-17,77,False
2012-05-18,61,False
2012-05-19,40,False
2012-05-20,46,False
2012-05-21,61,False
2012-05-22,66,False
2012-05-23,66,False
2012-05-24,60,False
2012-05-25,55,False
2012-05-26,36,False
2012-05-27,38,False
2012-05-28,50,False
2012-05-29,58,False
2012-05-30,62,False
2012-05-31,63,False
2012-06-01,54,False
2012-06-02,40,False
2012-06-03,39,False
2012-06-04,56,False
