date,debt,isPartial
2015-12-26,19,False
2015-12-27,22,False
2015-12-28,29,False
2015-12-29,32,False
2015-12-30,34,False
2015-12-31,29,False
2016-01-01,25,False
2016-01-02,26,False
2016-01-03,28,False
2016-01-04,38,False
2016-01-05,44,False
2016-01-06,45,False
2016-01-07,44,False
2016-01-08,40,False
2016-01-09,29,False
2016-01-10,29,False
2016-01-11,44,False
2016-01-12,46,False
2016-01-13,50,False
2016-01-14,48,False
2016-01-15,45,False
2016-01-16,31,False
2016-01-17,30,False
2016-01-18,39,False
2016-01-19,42,False
2016-01-20,49,False
2016-01-21,46,False
2016-01-22,43,False
2016-01-23,31,False
2016-01-24,31,False
2016-01-25,44,False
2016-01-26,49,False
2016-01-27,48,False
2016-01-28,46,False
2016-01-29,43,False
2016-01-30,34,False
2016-01-31,35,False
2016-02-01,49,False
2016-02-02,55,False
2016-02-03,52,False
2016-02-04,52,False
2016-02-05,45,False
2016-02-06,36,False
2016-02-07,32,False
2016-02-08,46,False
2016-02-09,51,False
2016-02-10,48,False
2016-02-11,50,False
2016-02-12,47,False
2016-02-13,35,False
2016-02-14,47,False
2016-02-15,94,False
2016-02-16,100,False
2016-02-17,95,False
2016-02-18,86,False
2016-02-19,73,False
2016-02-20,60,False
2016-02-21,54,False
2016-02-22,67,False
2016-02-23,59,False
2016-02-24,56,False
2016-02-25,53,False
2016-02-26,52,False
2016-02-27,37,False
2016-02-28,39,False
2016-02-29,50,False
2016-03-01,51,False
2016-03-02,53,False
2016-03-03,53,False
2016-03-04,49,False
2016-03-05,34,False
2016-03-06,36,False
2016-03-07,52,False
2016-03-08,51,False
2016-03-09,53,False
2016-03-10,51,False
2016-03-11,46,False
2016-03-12,34,False
2016-03-13,34,False
2016-03-14,45,False
2016-03-15,50,False
2016-03-16,49,False
2016-03-17,45,False
2016-03-18,42,False
2016-03-19,31,False
2016-03-20,34,False
2016-03-21,50,False
2016-03-22,49,False
2016-03-23,46,False
2016-03-24,40,False
2016-03-25,33,False
2016-03-26,31,False
2016-03-27,29,False
2016-03-28,40,False
2016-03-29,48,False
2016-03-30,46,False
2016-03-31,46,False
2016-04-01,40,False
2016-04-02,30,False
2016-04-03,33,False
2016-04-04,51,False
2016-04-05,52,False
2016-04-06,52,False
2016-04-07,51,False
2016-04-08,43,False
2016-04-09,32,False
2016-04-10,33,False
2016-04-11,49,False
2016-04-12,49,False
2016-04-13,50,False
2016-04-14,53,False
2016-04-15,49,False
2016-04-16,33,False
2016-04-17,35,False
2016-04-18,49,False
2016-04-19,51,False
2016-04-20,51,False
2016-04-21,50,False
2016-04-22,41,False
2016-04-23,29,False
2016-04-24,33,False
2016-04-25,51,False
2016-04-26,50,False
2016-04-27,52,False
2016-04-28,52,False
2016-04-29,43,False
2016-04-30,32,False
2016-05-01,31,False
2016-05-02,51,False
2016-05-03,50,False
2016-05-04,51,False
2016-05-05,52,False
2016-05-06,48,False
2016-05-07,35,False
2016-05-08,34,False
2016-05-09,53,False
2016-05-10,53,False
2016-05-11,52,False
2016-05-12,47,False
2016-05-13,40,False
2016-05-14,31,False
2016-05-15,29,False
2016-05-16,47,False
2016-05-17,48,False
2016-05-18,48,False
2016-05-19,48,False
2016-05-20,44,False
2016-05-21,30,False
2016-05-22,30,False
2016-05-23,44,False
2016-05-24,44,False
2016-05-25,43,False
2016-05-26,44,False
2016-05-27,37,False
2016-05-28,28,False
2016-05-29,29,False
2016-05-30,32,False
2016-05-31,42,False
2016-06-01,44,False
2016-06-02,43,False
2016-06-03,39,False
2016-06-04,29,False
2016-06-05,32,False
2016-06-06,60,False
2016-06-07,60,False
2016-06-08,47,False
2016-06-09,49,False
2016-06-10,41,False
2016-06-11,30,False
2016-06-12,30,False
2016-06-13,38,False
2016-06-14,40,False
2016-06-15,44,False
2016-06-16,40,False
2016-06-17,36,False
2016-06-18,27,False
2016-06-19,26,False
2016-06-20,40,False
2016-06-21,43,False
2016-06-22,45,False
2016-06-23,41,False
2016-06-24,40,False
2016-06-25,32,False
2016-06-26,28,False
2016-06-27,41,False
2016-06-28,39,False
2016-06-29,42,False
2016-06-30,38,False
2016-07-01,36,False
2016-07-02,29,False
2016-07-03,27,False
2016-07-04,34,False
2016-07-05,41,False
2016-07-06,41,False
2016-07-07,41,False
2016-07-08,39,False
2016-07-09,31,False
2016-07-10,32,False
2016-07-11,46,False
2016-07-12,43,False
2016-07-13,41,False
2016-07-14,41,False
2016-07-15,38,False
2016-07-16,26,False
2016-07-17,30,False
2016-07-18,42,False
2016-07-19,43,False
2016-07-20,42,False
2016-07-21,48,False
2016-07-22,46,False
2016-07-23,31,False
2016-07-24,33,False
2016-07-25,39,False
2016-07-26,47,False
2016-07-27,46,False
2016-07-28,50,False
2016-07-29,44,False
2016-07-30,32,False
2016-07-31,34,False
2016-08-01,43,False
2016-08-02,47,False
2016-08-03,43,False
2016-08-04,45,False
2016-08-05,41,False
2016-08-06,28,False
2016-08-07,29,False
2016-08-08,44,False
2016-08-09,40,False
2016-08-10,41,False
2016-08-11,41,False
2016-08-12,36,False
2016-08-13,29,False
2016-08-14,29,False
2016-08-15,41,False
2016-08-16,41,False
2016-08-17,40,False
2016-08-18,42,False
2016-08-19,37,False
2016-08-20,31,False
2016-08-21,33,False
2016-08-22,44,False
2016-08-23,45,False
2016-08-24,43,False
2016-08-25,43,False
2016-08-26,39,False
2016-08-27,31,False
2016-08-28,30,False
2016-08-29,40,False
2016-08-30,47,False
2016-08-31,43,False
2016-09-01,42,False
2016-09-02,40,False
2016-09-03,30,False
2016-09-04,30,False
2016-09-05,35,False
2016-09-06,45,False
2016-09-07,48,False
2016-09-08,47,False
2016-09-09,42,False
2016-09-10,31,False
2016-09-11,31,False
