date,Facebook Inc,isPartial
2014-03-16,44,False
2014-03-17,56,False
2014-03-18,76,False
2014-03-19,64,False
2014-03-20,80,False
2014-03-21,69,False
2014-03-22,37,False
2014-03-23,52,False
2014-03-24,73,False
2014-03-25,70,False
2014-03-26,86,False
2014-03-27,79,False
2014-03-28,68,False
2014-03-29,48,False
2014-03-30,54,False
2014-03-31,91,False
2014-04-01,73,False
2014-04-02,93,False
2014-04-03,89,False
2014-04-04,84,False
2014-04-05,66,False
2014-04-06,50,False
2014-04-07,61,False
2014-04-08,72,False
2014-04-09,76,False
2014-04-10,65,False
2014-04-11,65,False
2014-04-12,54,False
2014-04-13,43,False
2014-04-14,91,False
2014-04-15,68,False
2014-04-16,74,False
2014-04-17,73,False
2014-04-18,63,False
2014-04-19,27,False
2014-04-20,33,False
2014-04-21,82,False
2014-04-22,72,False
2014-04-23,75,False
2014-04-24,50,False
2014-04-25,59,False
2014-04-26,77,False
2014-04-27,58,False
2014-04-28,66,False
2014-04-29,69,False
2014-04-30,89,False
2014-05-01,74,False
2014-05-02,74,False
2014-05-03,75,False
2014-05-04,54,False
2014-05-05,57,False
2014-05-06,72,False
2014-05-07,64,False
2014-05-08,61,False
2014-05-09,61,False
2014-05-10,58,False
2014-05-11,54,False
2014-05-12,77,False
2014-05-13,63,False
2014-05-14,68,False
2014-05-15,100,False
2014-05-16,53,False
2014-05-17,60,False
2014-05-18,48,False
2014-05-19,49,False
2014-05-20,76,False
2014-05-21,58,False
2014-05-22,51,False
2014-05-23,65,False
2014-05-24,46,False
2014-05-25,57,False
2014-05-26,53,False
2014-05-27,66,False
2014-05-28,83,False
2014-05-29,67,False
2014-05-30,56,False
2014-05-31,31,False
2014-06-01,44,False
2014-06-02,78,False
2014-06-03,73,False
2014-06-04,74,False
2014-06-05,81,False
2014-06-06,52,False
2014-06-07,64,False
2014-06-08,47,False
2014-06-09,63,False
2014-06-10,72,False
2014-06-11,53,False
2014-06-12,66,False
2014-06-13,63,False
2014-06-14,42,False
2014-06-15,55,False
2014-06-16,73,False
2014-06-17,67,False
2014-06-18,68,False
2014-06-19,93,False
2014-06-20,63,False
2014-06-21,61,False
2014-06-22,63,False
2014-06-23,69,False
2014-06-24,62,False
2014-06-25,71,False
2014-06-26,52,False
2014-06-27,50,False
2014-06-28,52,False
2014-06-29,32,False
2014-06-30,74,False
2014-07-01,69,False
2014-07-02,88,False
2014-07-03,66,False
2014-07-04,55,False
2014-07-05,40,False
2014-07-06,65,False
2014-07-07,53,False
2014-07-08,77,False
2014-07-09,69,False
2014-07-10,73,False
2014-07-11,72,False
2014-07-12,42,False
2014-07-13,52,False
2014-07-14,62,False
2014-07-15,64,False
2014-07-16,76,False
2014-07-17,76,False
2014-07-18,60,False
2014-07-19,50,False
2014-07-20,49,False
2014-07-21,53,False
2014-07-22,59,False
2014-07-23,86,False
2014-07-24,81,False
2014-07-25,63,False
2014-07-26,53,False
2014-07-27,49,False
2014-07-28,60,False
2014-07-29,63,False
2014-07-30,79,False
2014-07-31,51,False
2014-08-01,45,False
2014-08-02,43,False
2014-08-03,52,False
2014-08-04,66,False
2014-08-05,62,False
2014-08-06,78,False
2014-08-07,80,False
2014-08-08,65,False
2014-08-09,43,False
2014-08-10,49,False
2014-08-11,60,False
2014-08-12,58,False
2014-08-13,51,False
2014-08-14,79,False
2014-08-15,54,False
2014-08-16,53,False
2014-08-17,33,False
2014-08-18,69,False
2014-08-19,82,False
2014-08-20,67,False
2014-08-21,81,False
2014-08-22,70,False
2014-08-23,46,False
2014-08-24,48,False
2014-08-25,73,False
2014-08-26,65,False
2014-08-27,92,False
2014-08-28,80,False
2014-08-29,62,False
2014-08-30,50,False
2014-08-31,32,False
2014-09-01,60,False
2014-09-02,79,False
2014-09-03,75,False
2014-09-04,87,False
2014-09-05,71,False
2014-09-06,53,False
2014-09-07,62,False
2014-09-08,64,False
2014-09-09,76,False
2014-09-10,79,False
2014-09-11,79,False
2014-09-12,81,False
2014-09-13,50,False
2014-09-14,56,False
2014-09-15,52,False
2014-09-16,85,False
2014-09-17,52,False
2014-09-18,76,False
2014-09-19,68,False
2014-09-20,50,False
2014-09-21,50,False
2014-09-22,63,False
2014-09-23,67,False
2014-09-24,65,False
2014-09-25,69,False
2014-09-26,65,False
2014-09-27,55,False
2014-09-28,71,False
2014-09-29,70,False
2014-09-30,52,False
2014-10-01,70,False
2014-10-02,64,False
2014-10-03,52,False
2014-10-04,63,False
2014-10-05,47,False
2014-10-06,73,False
2014-10-07,76,False
2014-10-08,65,False
2014-10-09,70,False
2014-10-10,81,False
2014-10-11,58,False
2014-10-12,53,False
2014-10-13,56,False
2014-10-14,69,False
2014-10-15,83,False
2014-10-16,87,False
2014-10-17,74,False
2014-10-18,55,False
2014-10-19,48,False
2014-10-20,57,False
2014-10-21,71,False
2014-10-22,81,False
2014-10-23,74,False
2014-10-24,60,False
2014-10-25,57,False
2014-10-26,37,False
2014-10-27,78,False
2014-10-28,79,False
2014-10-29,75,False
2014-10-30,69,False
2014-10-31,87,False
2014-11-01,33,False
2014-11-02,38,False
2014-11-03,62,False
2014-11-04,60,False
2014-11-05,61,False
2014-11-06,88,False
2014-11-07,70,False
2014-11-08,44,False
2014-11-09,51,False
2014-11-10,66,False
2014-11-11,66,False
2014-11-12,73,False
2014-11-13,67,False
2014-11-14,53,False
2014-11-15,55,False
2014-11-16,46,False
2014-11-17,78,False
2014-11-18,65,False
2014-11-19,57,False
2014-11-20,71,False
2014-11-21,58,False
2014-11-22,53,False
2014-11-23,42,False
2014-11-24,50,False
2014-11-25,64,False
2014-11-26,57,False
2014-11-27,69,False
2014-11-28,54,False
2014-11-29,45,False
2014-11-30,46,False
2014-12-01,62,False
