date,Facebook Inc,isPartial
2015-04-10,74,False
2015-04-11,61,False
2015-04-12,53,False
2015-04-13,75,False
2015-04-14,80,False
2015-04-15,83,False
2015-04-16,91,False
2015-04-17,72,False
2015-04-18,61,False
2015-04-19,63,False
2015-04-20,64,False
2015-04-21,83,False
2015-04-22,80,False
2015-04-23,78,False
2015-04-24,68,False
2015-04-25,66,False
2015-04-26,54,False
2015-04-27,78,False
2015-04-28,66,False
2015-04-29,63,False
2015-04-30,67,False
2015-05-01,78,False
2015-05-02,50,False
2015-05-03,56,False
2015-05-04,67,False
2015-05-05,85,False
2015-05-06,66,False
2015-05-07,75,False
2015-05-08,74,False
2015-05-09,60,False
2015-05-10,43,False
2015-05-11,74,False
2015-05-12,86,False
2015-05-13,78,False
2015-05-14,83,False
2015-05-15,64,False
2015-05-16,47,False
2015-05-17,55,False
2015-05-18,56,False
2015-05-19,68,False
2015-05-20,68,False
2015-05-21,83,False
2015-05-22,84,False
2015-05-23,46,False
2015-05-24,47,False
2015-05-25,53,False
2015-05-26,100,False
2015-05-27,78,False
2015-05-28,85,False
2015-05-29,79,False
2015-05-30,48,False
2015-05-31,55,False
2015-06-01,72,False
2015-06-02,68,False
2015-06-03,79,False
2015-06-04,82,False
2015-06-05,76,False
2015-06-06,66,False
2015-06-07,42,False
2015-06-08,68,False
2015-06-09,65,False
2015-06-10,69,False
2015-06-11,71,False
2015-06-12,78,False
2015-06-13,53,False
2015-06-14,58,False
2015-06-15,75,False
2015-06-16,87,False
2015-06-17,74,False
2015-06-18,83,False
2015-06-19,68,False
2015-06-20,56,False
2015-06-21,37,False
2015-06-22,75,False
2015-06-23,68,False
2015-06-24,71,False
2015-06-25,76,False
2015-06-26,65,False
2015-06-27,47,False
2015-06-28,39,False
2015-06-29,81,False
2015-06-30,92,False
2015-07-01,65,False
2015-07-02,78,False
2015-07-03,56,False
2015-07-04,60,False
2015-07-05,57,False
2015-07-06,85,False
2015-07-07,80,False
2015-07-08,78,False
2015-07-09,90,False
2015-07-10,79,False
2015-07-11,69,False
2015-07-12,41,False
2015-07-13,76,False
2015-07-14,89,False
2015-07-15,63,False
2015-07-16,52,False
2015-07-17,80,False
2015-07-18,56,False
2015-07-19,75,False
2015-07-20,87,False
2015-07-21,79,False
2015-07-22,83,False
2015-07-23,85,False
2015-07-24,74,False
2015-07-25,59,False
2015-07-26,57,False
2015-07-27,80,False
2015-07-28,73,False
2015-07-29,99,False
2015-07-30,79,False
2015-07-31,86,False
2015-08-01,62,False
2015-08-02,58,False
2015-08-03,72,False
2015-08-04,84,False
2015-08-05,82,False
2015-08-06,89,False
2015-08-07,70,False
2015-08-08,51,False
2015-08-09,41,False
2015-08-10,79,False
2015-08-11,87,False
2015-08-12,85,False
2015-08-13,62,False
2015-08-14,67,False
2015-08-15,52,False
2015-08-16,49,False
2015-08-17,81,False
2015-08-18,83,False
2015-08-19,83,False
2015-08-20,83,False
2015-08-21,73,False
2015-08-22,70,False
2015-08-23,53,False
2015-08-24,65,False
2015-08-25,75,False
2015-08-26,67,False
2015-08-27,77,False
2015-08-28,87,False
2015-08-29,62,False
2015-08-30,56,False
2015-08-31,83,False
2015-09-01,92,False
2015-09-02,57,False
2015-09-03,79,False
2015-09-04,72,False
2015-09-05,63,False
2015-09-06,69,False
2015-09-07,51,False
2015-09-08,70,False
2015-09-09,85,False
2015-09-10,83,False
2015-09-11,58,False
2015-09-12,60,False
2015-09-13,33,False
2015-09-14,80,False
2015-09-15,66,False
2015-09-16,75,False
2015-09-17,79,False
2015-09-18,56,False
2015-09-19,45,False
2015-09-20,47,False
2015-09-21,84,False
2015-09-22,83,False
2015-09-23,90,False
2015-09-24,69,False
2015-09-25,68,False
2015-09-26,49,False
2015-09-27,61,False
2015-09-28,86,False
2015-09-29,78,False
2015-09-30,85,False
2015-10-01,63,False
2015-10-02,67,False
2015-10-03,63,False
2015-10-04,65,False
2015-10-05,78,False
2015-10-06,91,False
2015-10-07,87,False
2015-10-08,98,False
2015-10-09,74,False
2015-10-10,52,False
2015-10-11,45,False
2015-10-12,69,False
2015-10-13,68,False
2015-10-14,73,False
2015-10-15,80,False
2015-10-16,58,False
2015-10-17,49,False
2015-10-18,43,False
2015-10-19,79,False
2015-10-20,70,False
2015-10-21,79,False
2015-10-22,73,False
2015-10-23,64,False
2015-10-24,56,False
2015-10-25,48,False
2015-10-26,70,False
2015-10-27,80,False
2015-10-28,83,False
2015-10-29,89,False
2015-10-30,81,False
2015-10-31,56,False
2015-11-01,56,False
2015-11-02,70,False
2015-11-03,76,False
2015-11-04,76,False
2015-11-05,93,False
2015-11-06,68,False
2015-11-07,61,False
2015-11-08,48,False
2015-11-09,73,False
2015-11-10,66,False
2015-11-11,62,False
2015-11-12,66,False
2015-11-13,63,False
2015-11-14,50,False
2015-11-15,42,False
2015-11-16,75,False
2015-11-17,90,False
2015-11-18,79,False
2015-11-19,75,False
2015-11-20,83,False
2015-11-21,63,False
2015-11-22,48,False
2015-11-23,75,False
2015-11-24,68,False
2015-11-25,68,False
2015-11-26,56,False
2015-11-27,57,False
2015-11-28,54,False
2015-11-29,49,False
2015-11-30,67,False
2015-12-01,73,False
2015-12-02,77,False
2015-12-03,80,False
2015-12-04,71,False
2015-12-05,37,False
2015-12-06,48,False
2015-12-07,73,False
2015-12-08,77,False
2015-12-09,62,False
2015-12-10,68,False
2015-12-11,76,False
2015-12-12,68,False
2015-12-13,52,False
2015-12-14,70,False
2015-12-15,82,False
2015-12-16,84,False
2015-12-17,66,False
2015-12-18,84,False
2015-12-19,66,False
2015-12-20,53,False
2015-12-21,50,False
2015-12-22,63,False
2015-12-23,67,False
2015-12-24,45,False
2015-12-25,30,False
2015-12-26,44,False
