date,Facebook Inc,isPartial
2018-02-13,54,False
2018-02-14,100,False
2018-02-15,64,False
2018-02-16,60,False
2018-02-17,61,False
2018-02-18,28,False
2018-02-19,65,False
2018-02-20,56,False
2018-02-21,72,False
2018-02-22,60,False
2018-02-23,43,False
2018-02-24,40,False
2018-02-25,51,False
2018-02-26,60,False
2018-02-27,83,False
2018-02-28,69,False
2018-03-01,77,False
2018-03-02,75,False
2018-03-03,30,False
2018-03-04,36,False
2018-03-05,68,False
2018-03-06,67,False
2018-03-07,68,False
2018-03-08,62,False
2018-03-09,54,False
2018-03-10,43,False
2018-03-11,40,False
2018-03-12,82,False
2018-03-13,61,False
2018-03-14,52,False
2018-03-15,37,False
2018-03-16,66,False
2018-03-17,43,False
2018-03-18,34,False
2018-03-19,79,False
2018-03-20,98,False
2018-03-21,76,False
2018-03-22,91,False
2018-03-23,69,False
2018-03-24,64,False
2018-03-25,45,False
2018-03-26,70,False
2018-03-27,91,False
2018-03-28,90,False
2018-03-29,80,False
2018-03-30,45,False
2018-03-31,49,False
2018-04-01,32,False
2018-04-02,47,False
2018-04-03,84,False
2018-04-04,62,False
2018-04-05,79,False
2018-04-06,54,False
2018-04-07,72,False
2018-04-08,48,False
2018-04-09,57,False
2018-04-10,89,False
2018-04-11,87,False
2018-04-12,80,False
2018-04-13,59,False
2018-04-14,49,False
2018-04-15,48,False
2018-04-16,80,False
2018-04-17,57,False
2018-04-18,60,False
2018-04-19,94,False
2018-04-20,84,False
2018-04-21,49,False
2018-04-22,36,False
2018-04-23,43,False
2018-04-24,81,False
2018-04-25,72,False
2018-04-26,46,False
2018-04-27,57,False
2018-04-28,49,False
2018-04-29,36,False
2018-04-30,71,False
2018-05-01,47,False
2018-05-02,64,False
2018-05-03,75,False
2018-05-04,48,False
2018-05-05,44,False
2018-05-06,38,False
2018-05-07,60,False
2018-05-08,81,False
2018-05-09,76,False
2018-05-10,78,False
2018-05-11,48,False
2018-05-12,37,False
2018-05-13,47,False
2018-05-14,51,False
2018-05-15,69,False
2018-05-16,100,False
2018-05-17,63,False
2018-05-18,56,False
2018-05-19,23,False
2018-05-20,24,False
2018-05-21,48,False
2018-05-22,73,False
2018-05-23,62,False
2018-05-24,65,False
2018-05-25,45,False
2018-05-26,16,False
2018-05-27,29,False
2018-05-28,54,False
2018-05-29,73,False
2018-05-30,49,False
2018-05-31,93,False
2018-06-01,42,False
2018-06-02,63,False
2018-06-03,23,False
2018-06-04,67,False
2018-06-05,59,False
2018-06-06,49,False
2018-06-07,64,False
2018-06-08,53,False
2018-06-09,29,False
2018-06-10,51,False
2018-06-11,54,False
2018-06-12,45,False
2018-06-13,52,False
2018-06-14,58,False
2018-06-15,70,False
2018-06-16,29,False
2018-06-17,33,False
2018-06-18,55,False
2018-06-19,72,False
2018-06-20,42,False
2018-06-21,71,False
2018-06-22,80,False
2018-06-23,38,False
2018-06-24,28,False
2018-06-25,52,False
2018-06-26,63,False
2018-06-27,46,False
2018-06-28,67,False
