date,Facebook Inc,isPartial
2013-11-06,52,False
2013-11-07,83,False
2013-11-08,69,False
2013-11-09,44,False
2013-11-10,42,False
2013-11-11,73,False
2013-11-12,59,False
2013-11-13,85,False
2013-11-14,56,False
2013-11-15,50,False
2013-11-16,52,False
2013-11-17,56,False
2013-11-18,70,False
2013-11-19,58,False
2013-11-20,64,False
2013-11-21,66,False
2013-11-22,71,False
2013-11-23,48,False
2013-11-24,45,False
2013-11-25,51,False
2013-11-26,70,False
2013-11-27,68,False
2013-11-28,47,False
2013-11-29,40,False
2013-11-30,34,False
2013-12-01,29,False
2013-12-02,51,False
2013-12-03,50,False
2013-12-04,67,False
2013-12-05,68,False
2013-12-06,58,False
2013-12-07,53,False
2013-12-08,40,False
2013-12-09,61,False
2013-12-10,74,False
2013-12-11,63,False
2013-12-12,58,False
2013-12-13,65,False
2013-12-14,51,False
2013-12-15,54,False
2013-12-16,66,False
2013-12-17,44,False
2013-12-18,45,False
2013-12-19,71,False
2013-12-20,53,False
2013-12-21,56,False
2013-12-22,47,False
2013-12-23,55,False
2013-12-24,62,False
2013-12-25,41,False
2013-12-26,47,False
2013-12-27,57,False
2013-12-28,48,False
2013-12-29,47,False
2013-12-30,69,False
2013-12-31,60,False
2014-01-01,41,False
2014-01-02,50,False
2014-01-03,75,False
2014-01-04,52,False
2014-01-05,50,False
2014-01-06,57,False
2014-01-07,71,False
2014-01-08,78,False
2014-01-09,76,False
2014-01-10,56,False
2014-01-11,49,False
2014-01-12,58,False
2014-01-13,67,False
2014-01-14,72,False
2014-01-15,84,False
2014-01-16,48,False
2014-01-17,78,False
2014-01-18,57,False
2014-01-19,47,False
2014-01-20,54,False
2014-01-21,79,False
2014-01-22,63,False
2014-01-23,67,False
2014-01-24,60,False
2014-01-25,51,False
2014-01-26,46,False
2014-01-27,47,False
2014-01-28,67,False
2014-01-29,86,False
2014-01-30,56,False
2014-01-31,50,False
2014-02-01,77,False
2014-02-02,40,False
2014-02-03,60,False
2014-02-04,64,False
2014-02-05,76,False
2014-02-06,76,False
2014-02-07,63,False
2014-02-08,48,False
2014-02-09,48,False
2014-02-10,66,False
2014-02-11,67,False
2014-02-12,64,False
2014-02-13,60,False
2014-02-14,61,False
2014-02-15,67,False
2014-02-16,35,False
2014-02-17,48,False
2014-02-18,62,False
2014-02-19,72,False
2014-02-20,69,False
2014-02-21,74,False
2014-02-22,55,False
2014-02-23,47,False
2014-02-24,51,False
2014-02-25,100,False
2014-02-26,63,False
2014-02-27,77,False
2014-02-28,47,False
2014-03-01,40,False
2014-03-02,30,False
2014-03-03,69,False
2014-03-04,79,False
2014-03-05,63,False
2014-03-06,84,False
2014-03-07,72,False
2014-03-08,54,False
2014-03-09,61,False
2014-03-10,54,False
2014-03-11,67,False
2014-03-12,65,False
2014-03-13,69,False
2014-03-14,69,False
2014-03-15,41,False
2014-03-16,47,False
2014-03-17,76,False
2014-03-18,66,False
2014-03-19,55,False
2014-03-20,48,False
2014-03-21,75,False
2014-03-22,63,False
2014-03-23,46,False
2014-03-24,55,False
2014-03-25,70,False
2014-03-26,67,False
2014-03-27,71,False
2014-03-28,55,False
2014-03-29,47,False
2014-03-30,47,False
2014-03-31,52,False
2014-04-01,62,False
2014-04-02,71,False
2014-04-03,66,False
2014-04-04,59,False
2014-04-05,47,False
2014-04-06,45,False
2014-04-07,56,False
2014-04-08,58,False
2014-04-09,68,False
2014-04-10,73,False
2014-04-11,66,False
2014-04-12,52,False
2014-04-13,49,False
2014-04-14,71,False
2014-04-15,76,False
2014-04-16,55,False
2014-04-17,53,False
2014-04-18,43,False
2014-04-19,55,False
2014-04-20,40,False
2014-04-21,54,False
2014-04-22,63,False
2014-04-23,60,False
2014-04-24,76,False
2014-04-25,67,False
2014-04-26,44,False
2014-04-27,45,False
2014-04-28,57,False
2014-04-29,66,False
2014-04-30,77,False
2014-05-01,74,False
2014-05-02,72,False
2014-05-03,31,False
2014-05-04,27,False
2014-05-05,52,False
2014-05-06,65,False
2014-05-07,48,False
2014-05-08,68,False
2014-05-09,62,False
2014-05-10,34,False
2014-05-11,33,False
2014-05-12,40,False
2014-05-13,68,False
2014-05-14,57,False
2014-05-15,50,False
2014-05-16,50,False
2014-05-17,31,False
2014-05-18,34,False
2014-05-19,50,False
2014-05-20,74,False
2014-05-21,68,False
2014-05-22,65,False
2014-05-23,45,False
2014-05-24,57,False
2014-05-25,57,False
2014-05-26,42,False
2014-05-27,77,False
2014-05-28,63,False
2014-05-29,51,False
2014-05-30,54,False
2014-05-31,44,False
2014-06-01,42,False
2014-06-02,73,False
2014-06-03,78,False
2014-06-04,61,False
2014-06-05,65,False
2014-06-06,47,False
2014-06-07,69,False
2014-06-08,47,False
2014-06-09,65,False
2014-06-10,70,False
2014-06-11,58,False
2014-06-12,40,False
2014-06-13,46,False
2014-06-14,23,False
2014-06-15,34,False
2014-06-16,63,False
2014-06-17,53,False
2014-06-18,43,False
2014-06-19,80,False
2014-06-20,66,False
2014-06-21,61,False
2014-06-22,39,False
2014-06-23,56,False
2014-06-24,67,False
2014-06-25,58,False
2014-06-26,58,False
2014-06-27,56,False
2014-06-28,26,False
2014-06-29,31,False
2014-06-30,46,False
2014-07-01,56,False
2014-07-02,65,False
2014-07-03,52,False
2014-07-04,42,False
2014-07-05,50,False
2014-07-06,39,False
2014-07-07,74,False
2014-07-08,54,False
2014-07-09,65,False
2014-07-10,69,False
2014-07-11,73,False
2014-07-12,35,False
2014-07-13,38,False
2014-07-14,48,False
2014-07-15,56,False
2014-07-16,53,False
2014-07-17,58,False
2014-07-18,56,False
2014-07-19,68,False
2014-07-20,43,False
2014-07-21,57,False
2014-07-22,63,False
2014-07-23,41,False
2014-07-24,49,False
