date,Facebook Inc,isPartial
2014-12-01,64,False
2014-12-02,66,False
2014-12-03,42,False
2014-12-04,53,False
2014-12-05,75,False
2014-12-06,62,False
2014-12-07,45,False
2014-12-08,80,False
2014-12-09,82,False
2014-12-10,63,False
2014-12-11,78,False
2014-12-12,66,False
2014-12-13,45,False
2014-12-14,60,False
2014-12-15,56,False
2014-12-16,69,False
2014-12-17,69,False
2014-12-18,75,False
2014-12-19,77,False
2014-12-20,38,False
2014-12-21,53,False
2014-12-22,67,False
2014-12-23,47,False
2014-12-24,70,False
2014-12-25,52,False
2014-12-26,56,False
2014-12-27,40,False
2014-12-28,44,False
2014-12-29,69,False
2014-12-30,72,False
2014-12-31,61,False
2015-01-01,60,False
2015-01-02,45,False
2015-01-03,45,False
2015-01-04,49,False
2015-01-05,54,False
2015-01-06,57,False
2015-01-07,68,False
2015-01-08,72,False
2015-01-09,75,False
2015-01-10,46,False
2015-01-11,41,False
2015-01-12,69,False
2015-01-13,70,False
2015-01-14,86,False
2015-01-15,49,False
2015-01-16,56,False
2015-01-17,62,False
2015-01-18,37,False
2015-01-19,72,False
2015-01-20,84,False
2015-01-21,59,False
2015-01-22,80,False
2015-01-23,74,False
2015-01-24,43,False
2015-01-25,41,False
2015-01-26,72,False
2015-01-27,65,False
2015-01-28,70,False
2015-01-29,95,False
2015-01-30,77,False
2015-01-31,52,False
2015-02-01,50,False
2015-02-02,61,False
2015-02-03,73,False
2015-02-04,57,False
2015-02-05,73,False
2015-02-06,88,False
2015-02-07,58,False
2015-02-08,51,False
2015-02-09,87,False
2015-02-10,76,False
2015-02-11,60,False
2015-02-12,70,False
2015-02-13,68,False
2015-02-14,53,False
2015-02-15,40,False
2015-02-16,67,False
2015-02-17,70,False
2015-02-18,78,False
2015-02-19,58,False
2015-02-20,72,False
2015-02-21,49,False
2015-02-22,34,False
2015-02-23,70,False
2015-02-24,76,False
2015-02-25,84,False
2015-02-26,67,False
2015-02-27,55,False
2015-02-28,47,False
2015-03-01,55,False
2015-03-02,69,False
2015-03-03,62,False
2015-03-04,100,False
2015-03-05,63,False
2015-03-06,77,False
2015-03-07,63,False
2015-03-08,56,False
2015-03-09,53,False
2015-03-10,60,False
2015-03-11,99,False
2015-03-12,81,False
2015-03-13,55,False
2015-03-14,56,False
2015-03-15,48,False
2015-03-16,77,False
2015-03-17,78,False
2015-03-18,78,False
2015-03-19,78,False
2015-03-20,69,False
2015-03-21,50,False
2015-03-22,42,False
2015-03-23,64,False
2015-03-24,64,False
2015-03-25,56,False
2015-03-26,51,False
2015-03-27,65,False
2015-03-28,48,False
2015-03-29,53,False
2015-03-30,67,False
2015-03-31,71,False
2015-04-01,64,False
2015-04-02,47,False
2015-04-03,66,False
2015-04-04,31,False
2015-04-05,52,False
2015-04-06,49,False
2015-04-07,78,False
2015-04-08,61,False
2015-04-09,63,False
2015-04-10,41,False
2015-04-11,72,False
2015-04-12,52,False
2015-04-13,73,False
2015-04-14,61,False
2015-04-15,79,False
2015-04-16,81,False
2015-04-17,69,False
2015-04-18,55,False
2015-04-19,40,False
2015-04-20,65,False
2015-04-21,71,False
2015-04-22,79,False
2015-04-23,81,False
2015-04-24,61,False
2015-04-25,32,False
2015-04-26,60,False
2015-04-27,77,False
2015-04-28,85,False
2015-04-29,51,False
2015-04-30,64,False
2015-05-01,55,False
2015-05-02,40,False
2015-05-03,39,False
2015-05-04,64,False
2015-05-05,53,False
2015-05-06,72,False
2015-05-07,77,False
2015-05-08,76,False
2015-05-09,71,False
2015-05-10,38,False
2015-05-11,71,False
2015-05-12,59,False
2015-05-13,74,False
2015-05-14,56,False
2015-05-15,64,False
2015-05-16,42,False
2015-05-17,73,False
2015-05-18,74,False
2015-05-19,68,False
2015-05-20,64,False
2015-05-21,61,False
2015-05-22,69,False
2015-05-23,54,False
2015-05-24,46,False
2015-05-25,57,False
2015-05-26,78,False
2015-05-27,68,False
2015-05-28,65,False
2015-05-29,65,False
2015-05-30,54,False
2015-05-31,47,False
2015-06-01,85,False
2015-06-02,73,False
2015-06-03,74,False
2015-06-04,78,False
2015-06-05,91,False
2015-06-06,51,False
2015-06-07,35,False
2015-06-08,54,False
2015-06-09,63,False
2015-06-10,63,False
2015-06-11,80,False
2015-06-12,61,False
2015-06-13,35,False
2015-06-14,62,False
2015-06-15,62,False
2015-06-16,82,False
2015-06-17,71,False
2015-06-18,67,False
2015-06-19,61,False
2015-06-20,57,False
2015-06-21,37,False
2015-06-22,65,False
2015-06-23,62,False
2015-06-24,57,False
2015-06-25,54,False
2015-06-26,50,False
2015-06-27,57,False
2015-06-28,29,False
2015-06-29,81,False
2015-06-30,77,False
2015-07-01,50,False
2015-07-02,78,False
2015-07-03,59,False
2015-07-04,61,False
2015-07-05,49,False
2015-07-06,66,False
2015-07-07,56,False
2015-07-08,72,False
2015-07-09,87,False
2015-07-10,53,False
2015-07-11,38,False
2015-07-12,40,False
2015-07-13,80,False
2015-07-14,77,False
2015-07-15,58,False
2015-07-16,74,False
2015-07-17,69,False
2015-07-18,42,False
2015-07-19,59,False
2015-07-20,52,False
2015-07-21,72,False
2015-07-22,61,False
2015-07-23,74,False
2015-07-24,76,False
2015-07-25,54,False
2015-07-26,50,False
2015-07-27,66,False
2015-07-28,76,False
2015-07-29,78,False
2015-07-30,70,False
2015-07-31,61,False
2015-08-01,50,False
2015-08-02,59,False
2015-08-03,50,False
2015-08-04,84,False
2015-08-05,63,False
2015-08-06,87,False
2015-08-07,70,False
2015-08-08,66,False
2015-08-09,39,False
2015-08-10,49,False
2015-08-11,59,False
2015-08-12,68,False
2015-08-13,57,False
2015-08-14,49,False
2015-08-15,37,False
2015-08-16,50,False
2015-08-17,79,False
2015-08-18,75,False
