date,Facebook Inc,isPartial
2014-07-24,64,False
2014-07-25,81,False
2014-07-26,52,False
2014-07-27,78,False
2014-07-28,100,False
2014-07-29,64,False
2014-07-30,80,False
2014-07-31,84,False
2014-08-01,65,False
2014-08-02,59,False
2014-08-03,36,False
2014-08-04,84,False
2014-08-05,87,False
2014-08-06,92,False
2014-08-07,78,False
2014-08-08,55,False
2014-08-09,36,False
2014-08-10,29,False
2014-08-11,70,False
2014-08-12,66,False
2014-08-13,60,False
2014-08-14,85,False
2014-08-15,79,False
2014-08-16,57,False
2014-08-17,65,False
2014-08-18,48,False
2014-08-19,96,False
2014-08-20,68,False
2014-08-21,79,False
2014-08-22,83,False
2014-08-23,39,False
2014-08-24,74,False
2014-08-25,78,False
2014-08-26,71,False
2014-08-27,80,False
2014-08-28,63,False
2014-08-29,59,False
2014-08-30,64,False
2014-08-31,53,False
2014-09-01,49,False
2014-09-02,56,False
2014-09-03,79,False
2014-09-04,85,False
2014-09-05,44,False
2014-09-06,62,False
2014-09-07,36,False
2014-09-08,62,False
2014-09-09,57,False
2014-09-10,70,False
2014-09-11,74,False
2014-09-12,89,False
2014-09-13,44,False
2014-09-14,41,False
2014-09-15,69,False
2014-09-16,70,False
2014-09-17,63,False
2014-09-18,73,False
2014-09-19,49,False
2014-09-20,44,False
2014-09-21,65,False
2014-09-22,57,False
2014-09-23,61,False
2014-09-24,77,False
2014-09-25,82,False
2014-09-26,81,False
2014-09-27,31,False
2014-09-28,58,False
2014-09-29,68,False
2014-09-30,69,False
2014-10-01,87,False
2014-10-02,69,False
2014-10-03,68,False
2014-10-04,45,False
2014-10-05,33,False
2014-10-06,75,False
2014-10-07,55,False
2014-10-08,78,False
2014-10-09,68,False
2014-10-10,65,False
2014-10-11,46,False
2014-10-12,37,False
2014-10-13,67,False
2014-10-14,73,False
2014-10-15,83,False
2014-10-16,54,False
2014-10-17,59,False
2014-10-18,54,False
2014-10-19,70,False
2014-10-20,90,False
2014-10-21,59,False
2014-10-22,78,False
2014-10-23,69,False
2014-10-24,71,False
2014-10-25,41,False
2014-10-26,44,False
2014-10-27,83,False
2014-10-28,74,False
2014-10-29,86,False
2014-10-30,62,False
2014-10-31,69,False
2014-11-01,33,False
2014-11-02,30,False
2014-11-03,69,False
2014-11-04,54,False
2014-11-05,78,False
2014-11-06,52,False
2014-11-07,55,False
2014-11-08,59,False
2014-11-09,59,False
2014-11-10,73,False
2014-11-11,51,False
2014-11-12,57,False
2014-11-13,75,False
2014-11-14,54,False
2014-11-15,57,False
2014-11-16,49,False
2014-11-17,66,False
2014-11-18,70,False
2014-11-19,82,False
2014-11-20,58,False
2014-11-21,61,False
2014-11-22,55,False
2014-11-23,50,False
2014-11-24,56,False
2014-11-25,66,False
2014-11-26,51,False
2014-11-27,44,False
2014-11-28,48,False
2014-11-29,51,False
2014-11-30,35,False
2014-12-01,52,False
2014-12-02,66,False
2014-12-03,47,False
2014-12-04,59,False
2014-12-05,60,False
2014-12-06,34,False
2014-12-07,51,False
2014-12-08,67,False
2014-12-09,73,False
2014-12-10,63,False
2014-12-11,64,False
2014-12-12,41,False
2014-12-13,30,False
2014-12-14,49,False
2014-12-15,68,False
2014-12-16,55,False
2014-12-17,66,False
2014-12-18,65,False
2014-12-19,47,False
2014-12-20,48,False
2014-12-21,33,False
2014-12-22,48,False
2014-12-23,52,False
2014-12-24,52,False
2014-12-25,38,False
2014-12-26,45,False
2014-12-27,22,False
2014-12-28,60,False
2014-12-29,64,False
2014-12-30,53,False
2014-12-31,57,False
2015-01-01,56,False
2015-01-02,46,False
2015-01-03,59,False
2015-01-04,36,False
2015-01-05,60,False
2015-01-06,58,False
2015-01-07,54,False
2015-01-08,59,False
2015-01-09,50,False
2015-01-10,51,False
2015-01-11,37,False
2015-01-12,56,False
2015-01-13,45,False
2015-01-14,75,False
2015-01-15,42,False
2015-01-16,55,False
2015-01-17,44,False
2015-01-18,39,False
2015-01-19,53,False
2015-01-20,65,False
2015-01-21,57,False
2015-01-22,62,False
2015-01-23,65,False
2015-01-24,43,False
2015-01-25,28,False
2015-01-26,73,False
2015-01-27,55,False
2015-01-28,67,False
2015-01-29,58,False
2015-01-30,56,False
2015-01-31,47,False
2015-02-01,49,False
2015-02-02,63,False
2015-02-03,71,False
2015-02-04,77,False
2015-02-05,51,False
2015-02-06,70,False
2015-02-07,49,False
2015-02-08,50,False
2015-02-09,60,False
2015-02-10,72,False
2015-02-11,60,False
2015-02-12,55,False
2015-02-13,57,False
2015-02-14,44,False
2015-02-15,46,False
2015-02-16,55,False
2015-02-17,44,False
2015-02-18,71,False
2015-02-19,45,False
2015-02-20,72,False
2015-02-21,54,False
2015-02-22,31,False
2015-02-23,61,False
2015-02-24,61,False
2015-02-25,72,False
2015-02-26,72,False
2015-02-27,48,False
2015-02-28,49,False
2015-03-01,43,False
2015-03-02,67,False
