date,Facebook Inc,isPartial
2011-01-01,45,False
2011-01-02,58,False
2011-01-03,51,False
2011-01-04,85,False
2011-01-05,52,False
2011-01-06,57,False
2011-01-07,52,False
2011-01-08,54,False
2011-01-09,46,False
2011-01-10,77,False
2011-01-11,65,False
2011-01-12,53,False
2011-01-13,73,False
2011-01-14,72,False
2011-01-15,59,False
2011-01-16,61,False
2011-01-17,81,False
2011-01-18,73,False
2011-01-19,60,False
2011-01-20,74,False
2011-01-21,73,False
2011-01-22,49,False
2011-01-23,45,False
2011-01-24,38,False
2011-01-25,62,False
2011-01-26,79,False
2011-01-27,55,False
2011-01-28,80,False
2011-01-29,86,False
2011-01-30,71,False
2011-01-31,76,False
2011-02-01,67,False
2011-02-02,88,False
2011-02-03,74,False
2011-02-04,78,False
2011-02-05,75,False
2011-02-06,64,False
2011-02-07,75,False
2011-02-08,64,False
2011-02-09,71,False
2011-02-10,66,False
2011-02-11,63,False
2011-02-12,83,False
2011-02-13,63,False
2011-02-14,77,False
2011-02-15,82,False
2011-02-16,63,False
2011-02-17,83,False
2011-02-18,73,False
2011-02-19,57,False
2011-02-20,56,False
2011-02-21,72,False
2011-02-22,66,False
2011-02-23,100,False
2011-02-24,57,False
2011-02-25,72,False
2011-02-26,60,False
2011-02-27,44,False
2011-02-28,52,False
2011-03-01,75,False
2011-03-02,66,False
2011-03-03,75,False
2011-03-04,62,False
2011-03-05,45,False
2011-03-06,61,False
2011-03-07,55,False
2011-03-08,72,False
2011-03-09,86,False
2011-03-10,74,False
2011-03-11,49,False
2011-03-12,42,False
2011-03-13,32,False
2011-03-14,37,False
2011-03-15,89,False
2011-03-16,58,False
2011-03-17,59,False
2011-03-18,46,False
2011-03-19,41,False
2011-03-20,54,False
2011-03-21,58,False
2011-03-22,70,False
2011-03-23,63,False
2011-03-24,57,False
2011-03-25,94,False
2011-03-26,98,False
2011-03-27,38,False
2011-03-28,62,False
2011-03-29,93,False
2011-03-30,73,False
2011-03-31,98,False
2011-04-01,83,False
2011-04-02,59,False
2011-04-03,54,False
2011-04-04,67,False
2011-04-05,71,False
2011-04-06,73,False
2011-04-07,70,False
2011-04-08,89,False
2011-04-09,61,False
2011-04-10,61,False
2011-04-11,80,False
2011-04-12,70,False
2011-04-13,71,False
2011-04-14,57,False
2011-04-15,76,False
2011-04-16,78,False
2011-04-17,81,False
2011-04-18,31,False
2011-04-19,78,False
2011-04-20,72,False
2011-04-21,64,False
2011-04-22,65,False
2011-04-23,62,False
2011-04-24,56,False
2011-04-25,83,False
2011-04-26,58,False
2011-04-27,56,False
2011-04-28,58,False
2011-04-29,59,False
2011-04-30,65,False
2011-05-01,42,False
2011-05-02,63,False
2011-05-03,55,False
2011-05-04,53,False
2011-05-05,41,False
2011-05-06,54,False
2011-05-07,36,False
2011-05-08,51,False
2011-05-09,67,False
2011-05-10,55,False
2011-05-11,71,False
2011-05-12,70,False
2011-05-13,63,False
2011-05-14,80,False
2011-05-15,52,False
2011-05-16,73,False
2011-05-17,55,False
2011-05-18,59,False
2011-05-19,57,False
2011-05-20,69,False
2011-05-21,39,False
2011-05-22,56,False
2011-05-23,95,False
2011-05-24,78,False
2011-05-25,70,False
2011-05-26,70,False
2011-05-27,61,False
2011-05-28,39,False
2011-05-29,46,False
2011-05-30,61,False
2011-05-31,92,False
2011-06-01,91,False
2011-06-02,67,False
2011-06-03,48,False
2011-06-04,46,False
2011-06-05,47,False
2011-06-06,70,False
2011-06-07,64,False
2011-06-08,83,False
2011-06-09,70,False
2011-06-10,63,False
2011-06-11,45,False
2011-06-12,45,False
2011-06-13,71,False
2011-06-14,35,False
2011-06-15,87,False
2011-06-16,43,False
2011-06-17,77,False
2011-06-18,83,False
2011-06-19,68,False
2011-06-20,77,False
2011-06-21,67,False
2011-06-22,50,False
2011-06-23,63,False
2011-06-24,59,False
2011-06-25,65,False
2011-06-26,46,False
2011-06-27,70,False
2011-06-28,92,False
2011-06-29,50,False
2011-06-30,51,False
2011-07-01,69,False
2011-07-02,60,False
2011-07-03,33,False
2011-07-04,37,False
2011-07-05,54,False
2011-07-06,76,False
2011-07-07,63,False
2011-07-08,83,False
2011-07-09,36,False
2011-07-10,39,False
2011-07-11,86,False
2011-07-12,65,False
2011-07-13,79,False
2011-07-14,75,False
2011-07-15,65,False
2011-07-16,56,False
2011-07-17,46,False
2011-07-18,63,False
2011-07-19,83,False
2011-07-20,76,False
2011-07-21,64,False
2011-07-22,61,False
2011-07-23,35,False
2011-07-24,50,False
2011-07-25,92,False
2011-07-26,84,False
2011-07-27,95,False
2011-07-28,84,False
2011-07-29,72,False
2011-07-30,68,False
2011-07-31,42,False
2011-08-01,61,False
2011-08-02,64,False
2011-08-03,77,False
2011-08-04,66,False
2011-08-05,53,False
2011-08-06,73,False
2011-08-07,43,False
2011-08-08,77,False
2011-08-09,58,False
2011-08-10,89,False
2011-08-11,75,False
2011-08-12,52,False
2011-08-13,67,False
2011-08-14,62,False
2011-08-15,72,False
2011-08-16,76,False
2011-08-17,68,False
2011-08-18,74,False
2011-08-19,64,False
2011-08-20,59,False
2011-08-21,61,False
2011-08-22,89,False
2011-08-23,86,False
2011-08-24,63,False
2011-08-25,65,False
2011-08-26,66,False
2011-08-27,48,False
2011-08-28,60,False
2011-08-29,77,False
2011-08-30,86,False
2011-08-31,58,False
2011-09-01,42,False
2011-09-02,52,False
2011-09-03,47,False
2011-09-04,63,False
2011-09-05,59,False
2011-09-06,81,False
2011-09-07,80,False
2011-09-08,70,False
2011-09-09,36,False
2011-09-10,61,False
2011-09-11,53,False
2011-09-12,73,False
2011-09-13,69,False
2011-09-14,83,False
2011-09-15,70,False
2011-09-16,71,False
2011-09-17,49,False
2011-09-18,50,False
