date,Facebook Inc,isPartial
2013-02-19,53,False
2013-02-20,64,False
2013-02-21,66,False
2013-02-22,74,False
2013-02-23,62,False
2013-02-24,57,False
2013-02-25,56,False
2013-02-26,57,False
2013-02-27,61,False
2013-02-28,68,False
2013-03-01,58,False
2013-03-02,42,False
2013-03-03,58,False
2013-03-04,67,False
2013-03-05,53,False
2013-03-06,61,False
2013-03-07,66,False
2013-03-08,65,False
2013-03-09,57,False
2013-03-10,48,False
2013-03-11,70,False
2013-03-12,57,False
2013-03-13,73,False
2013-03-14,50,False
2013-03-15,64,False
2013-03-16,40,False
2013-03-17,48,False
2013-03-18,60,False
2013-03-19,80,False
2013-03-20,68,False
2013-03-21,71,False
2013-03-22,76,False
2013-03-23,58,False
2013-03-24,47,False
2013-03-25,63,False
2013-03-26,60,False
2013-03-27,58,False
2013-03-28,58,False
2013-03-29,68,False
2013-03-30,40,False
2013-03-31,58,False
2013-04-01,54,False
2013-04-02,70,False
2013-04-03,55,False
2013-04-04,53,False
2013-04-05,51,False
2013-04-06,43,False
2013-04-07,50,False
2013-04-08,62,False
2013-04-09,48,False
2013-04-10,72,False
2013-04-11,60,False
2013-04-12,60,False
2013-04-13,51,False
2013-04-14,53,False
2013-04-15,49,False
2013-04-16,66,False
2013-04-17,99,False
2013-04-18,60,False
2013-04-19,53,False
2013-04-20,71,False
2013-04-21,43,False
2013-04-22,65,False
2013-04-23,81,False
2013-04-24,70,False
2013-04-25,80,False
2013-04-26,58,False
2013-04-27,66,False
2013-04-28,59,False
2013-04-29,51,False
2013-04-30,71,False
2013-05-01,73,False
2013-05-02,45,False
2013-05-03,65,False
2013-05-04,53,False
2013-05-05,55,False
2013-05-06,62,False
2013-05-07,64,False
2013-05-08,71,False
2013-05-09,52,False
2013-05-10,67,False
2013-05-11,45,False
2013-05-12,44,False
2013-05-13,73,False
2013-05-14,59,False
2013-05-15,69,False
2013-05-16,78,False
2013-05-17,64,False
2013-05-18,57,False
2013-05-19,41,False
2013-05-20,62,False
2013-05-21,56,False
2013-05-22,56,False
2013-05-23,66,False
2013-05-24,50,False
2013-05-25,45,False
2013-05-26,45,False
2013-05-27,32,False
2013-05-28,62,False
2013-05-29,53,False
2013-05-30,53,False
2013-05-31,78,False
2013-06-01,46,False
2013-06-02,65,False
2013-06-03,70,False
2013-06-04,70,False
2013-06-05,71,False
2013-06-06,54,False
2013-06-07,52,False
2013-06-08,45,False
2013-06-09,46,False
2013-06-10,55,False
2013-06-11,67,False
2013-06-12,56,False
2013-06-13,66,False
2013-06-14,58,False
2013-06-15,53,False
2013-06-16,60,False
2013-06-17,53,False
2013-06-18,48,False
2013-06-19,61,False
2013-06-20,84,False
2013-06-21,72,False
2013-06-22,56,False
2013-06-23,84,False
2013-06-24,91,False
2013-06-25,79,False
2013-06-26,84,False
2013-06-27,76,False
2013-06-28,63,False
2013-06-29,64,False
2013-06-30,67,False
2013-07-01,100,False
2013-07-02,84,False
2013-07-03,59,False
2013-07-04,84,False
2013-07-05,70,False
2013-07-06,67,False
2013-07-07,77,False
2013-07-08,69,False
2013-07-09,62,False
2013-07-10,79,False
2013-07-11,72,False
2013-07-12,66,False
2013-07-13,73,False
2013-07-14,52,False
2013-07-15,64,False
2013-07-16,60,False
2013-07-17,66,False
2013-07-18,51,False
