date,Facebook Inc,isPartial
2017-01-19,64,False
2017-01-20,64,False
2017-01-21,47,False
2017-01-22,42,False
2017-01-23,63,False
2017-01-24,66,False
2017-01-25,58,False
2017-01-26,66,False
2017-01-27,66,False
2017-01-28,62,False
2017-01-29,33,False
2017-01-30,66,False
2017-01-31,64,False
2017-02-01,88,False
2017-02-02,74,False
2017-02-03,82,False
2017-02-04,42,False
2017-02-05,22,False
2017-02-06,39,False
2017-02-07,64,False
2017-02-08,63,False
2017-02-09,33,False
2017-02-10,44,False
2017-02-11,46,False
2017-02-12,37,False
2017-02-13,48,False
2017-02-14,83,False
2017-02-15,47,False
2017-02-16,73,False
2017-02-17,59,False
2017-02-18,51,False
2017-02-19,26,False
2017-02-20,71,False
2017-02-21,53,False
2017-02-22,48,False
2017-02-23,92,False
2017-02-24,66,False
2017-02-25,38,False
2017-02-26,26,False
2017-02-27,74,False
2017-02-28,39,False
2017-03-01,91,False
2017-03-02,79,False
2017-03-03,74,False
2017-03-04,46,False
2017-03-05,47,False
2017-03-06,66,False
2017-03-07,72,False
2017-03-08,93,False
2017-03-09,64,False
2017-03-10,59,False
2017-03-11,52,False
2017-03-12,50,False
2017-03-13,82,False
2017-03-14,66,False
2017-03-15,60,False
2017-03-16,77,False
2017-03-17,72,False
2017-03-18,35,False
2017-03-19,53,False
2017-03-20,57,False
2017-03-21,68,False
2017-03-22,66,False
2017-03-23,63,False
2017-03-24,73,False
2017-03-25,40,False
2017-03-26,57,False
2017-03-27,48,False
2017-03-28,75,False
2017-03-29,100,False
2017-03-30,74,False
2017-03-31,64,False
2017-04-01,36,False
2017-04-02,56,False
2017-04-03,49,False
2017-04-04,72,False
2017-04-05,71,False
2017-04-06,48,False
2017-04-07,59,False
2017-04-08,53,False
2017-04-09,42,False
2017-04-10,65,False
2017-04-11,56,False
2017-04-12,62,False
2017-04-13,80,False
2017-04-14,41,False
2017-04-15,45,False
2017-04-16,53,False
2017-04-17,73,False
2017-04-18,64,False
2017-04-19,58,False
2017-04-20,74,False
2017-04-21,89,False
2017-04-22,40,False
2017-04-23,43,False
2017-04-24,78,False
2017-04-25,76,False
2017-04-26,49,False
2017-04-27,92,False
2017-04-28,50,False
2017-04-29,32,False
2017-04-30,45,False
2017-05-01,53,False
2017-05-02,70,False
2017-05-03,84,False
2017-05-04,71,False
