date,QUALCOMM,isPartial
2017-01-19,54,False
2017-01-20,68,False
2017-01-21,84,False
2017-01-22,69,False
2017-01-23,100,False
2017-01-24,89,False
2017-01-25,82,False
2017-01-26,77,False
2017-01-27,71,False
2017-01-28,41,False
2017-01-29,60,False
2017-01-30,62,False
2017-01-31,59,False
2017-02-01,58,False
2017-02-02,58,False
2017-02-03,55,False
2017-02-04,49,False
2017-02-05,42,False
2017-02-06,53,False
2017-02-07,63,False
2017-02-08,54,False
2017-02-09,55,False
2017-02-10,51,False
2017-02-11,45,False
2017-02-12,40,False
2017-02-13,50,False
2017-02-14,45,False
2017-02-15,54,False
2017-02-16,58,False
2017-02-17,67,False
2017-02-18,46,False
2017-02-19,37,False
2017-02-20,48,False
2017-02-21,59,False
2017-02-22,52,False
2017-02-23,59,False
2017-02-24,60,False
2017-02-25,53,False
2017-02-26,44,False
2017-02-27,65,False
2017-02-28,49,False
2017-03-01,51,False
2017-03-02,53,False
2017-03-03,55,False
2017-03-04,47,False
2017-03-05,46,False
2017-03-06,59,False
2017-03-07,49,False
2017-03-08,60,False
2017-03-09,58,False
2017-03-10,50,False
2017-03-11,45,False
2017-03-12,37,False
2017-03-13,61,False
2017-03-14,56,False
2017-03-15,58,False
2017-03-16,56,False
2017-03-17,51,False
2017-03-18,34,False
2017-03-19,39,False
2017-03-20,46,False
2017-03-21,50,False
2017-03-22,63,False
2017-03-23,52,False
2017-03-24,55,False
2017-03-25,47,False
2017-03-26,38,False
2017-03-27,50,False
2017-03-28,50,False
2017-03-29,47,False
2017-03-30,46,False
2017-03-31,45,False
2017-04-01,39,False
2017-04-02,36,False
2017-04-03,43,False
2017-04-04,53,False
2017-04-05,52,False
2017-04-06,58,False
2017-04-07,45,False
2017-04-08,32,False
2017-04-09,42,False
2017-04-10,47,False
2017-04-11,62,False
2017-04-12,65,False
2017-04-13,61,False
2017-04-14,50,False
2017-04-15,43,False
2017-04-16,34,False
2017-04-17,48,False
2017-04-18,49,False
2017-04-19,58,False
2017-04-20,61,False
2017-04-21,52,False
2017-04-22,41,False
2017-04-23,38,False
2017-04-24,52,False
2017-04-25,49,False
2017-04-26,49,False
2017-04-27,48,False
2017-04-28,63,False
2017-04-29,39,False
2017-04-30,46,False
2017-05-01,45,False
2017-05-02,51,False
2017-05-03,51,False
2017-05-04,59,False
2017-05-05,57,False
2017-05-06,42,False
2017-05-07,40,False
2017-05-08,54,False
2017-05-09,56,False
2017-05-10,51,False
2017-05-11,48,False
2017-05-12,51,False
2017-05-13,41,False
2017-05-14,42,False
2017-05-15,53,False
2017-05-16,46,False
2017-05-17,46,False
2017-05-18,51,False
2017-05-19,52,False
2017-05-20,39,False
2017-05-21,28,False
2017-05-22,47,False
2017-05-23,53,False
2017-05-24,49,False
2017-05-25,53,False
2017-05-26,46,False
2017-05-27,45,False
2017-05-28,34,False
2017-05-29,43,False
2017-05-30,51,False
2017-05-31,57,False
2017-06-01,47,False
2017-06-02,54,False
2017-06-03,40,False
2017-06-04,43,False
2017-06-05,46,False
2017-06-06,54,False
2017-06-07,44,False
2017-06-08,53,False
2017-06-09,54,False
2017-06-10,49,False
2017-06-11,39,False
2017-06-12,54,False
2017-06-13,56,False
2017-06-14,51,False
2017-06-15,51,False
2017-06-16,48,False
2017-06-17,51,False
2017-06-18,40,False
2017-06-19,53,False
2017-06-20,60,False
2017-06-21,62,False
2017-06-22,52,False
2017-06-23,54,False
2017-06-24,50,False
2017-06-25,39,False
2017-06-26,46,False
2017-06-27,44,False
2017-06-28,62,False
2017-06-29,54,False
2017-06-30,53,False
2017-07-01,39,False
2017-07-02,38,False
2017-07-03,43,False
2017-07-04,46,False
2017-07-05,46,False
2017-07-06,52,False
2017-07-07,81,False
2017-07-08,52,False
2017-07-09,76,False
2017-07-10,88,False
2017-07-11,54,False
2017-07-12,57,False
2017-07-13,54,False
2017-07-14,55,False
2017-07-15,47,False
2017-07-16,43,False
2017-07-17,53,False
2017-07-18,54,False
2017-07-19,65,False
2017-07-20,72,False
2017-07-21,62,False
2017-07-22,44,False
2017-07-23,45,False
2017-07-24,56,False
2017-07-25,54,False
2017-07-26,54,False
2017-07-27,67,False
2017-07-28,55,False
2017-07-29,46,False
2017-07-30,42,False
2017-07-31,48,False
2017-08-01,52,False
2017-08-02,51,False
2017-08-03,52,False
2017-08-04,50,False
2017-08-05,38,False
2017-08-06,42,False
2017-08-07,50,False
2017-08-08,52,False
2017-08-09,56,False
2017-08-10,54,False
2017-08-11,53,False
2017-08-12,41,False
2017-08-13,37,False
2017-08-14,48,False
2017-08-15,51,False
2017-08-16,55,False
2017-08-17,54,False
2017-08-18,50,False
2017-08-19,46,False
2017-08-20,39,False
2017-08-21,48,False
2017-08-22,46,False
2017-08-23,51,False
2017-08-24,55,False
2017-08-25,49,False
2017-08-26,35,False
2017-08-27,34,False
2017-08-28,45,False
2017-08-29,50,False
2017-08-30,46,False
2017-08-31,58,False
2017-09-01,51,False
2017-09-02,47,False
2017-09-03,56,False
2017-09-04,47,False
2017-09-05,50,False
2017-09-06,47,False
2017-09-07,56,False
2017-09-08,62,False
2017-09-09,51,False
2017-09-10,42,False
2017-09-11,54,False
2017-09-12,61,False
2017-09-13,67,False
2017-09-14,62,False
2017-09-15,58,False
2017-09-16,49,False
2017-09-17,47,False
2017-09-18,58,False
2017-09-19,53,False
2017-09-20,48,False
2017-09-21,62,False
2017-09-22,66,False
2017-09-23,61,False
2017-09-24,38,False
2017-09-25,50,False
2017-09-26,55,False
2017-09-27,54,False
2017-09-28,51,False
2017-09-29,48,False
2017-09-30,36,False
2017-10-01,43,False
2017-10-02,46,False
2017-10-03,51,False
2017-10-04,53,False
2017-10-05,58,False
2017-10-06,49,False
