date,QUALCOMM,isPartial
2017-05-29,16,False
2017-05-30,21,False
2017-05-31,25,False
2017-06-01,21,False
2017-06-02,23,False
2017-06-03,19,False
2017-06-04,18,False
2017-06-05,21,False
2017-06-06,24,False
2017-06-07,25,False
2017-06-08,22,False
2017-06-09,24,False
2017-06-10,20,False
2017-06-11,18,False
2017-06-12,24,False
2017-06-13,27,False
2017-06-14,27,False
2017-06-15,25,False
2017-06-16,22,False
2017-06-17,18,False
2017-06-18,22,False
2017-06-19,24,False
2017-06-20,25,False
2017-06-21,28,False
2017-06-22,26,False
2017-06-23,24,False
2017-06-24,19,False
2017-06-25,17,False
2017-06-26,23,False
2017-06-27,24,False
2017-06-28,25,False
2017-06-29,23,False
2017-06-30,22,False
2017-07-01,17,False
2017-07-02,15,False
2017-07-03,24,False
2017-07-04,20,False
2017-07-05,23,False
2017-07-06,21,False
2017-07-07,30,False
2017-07-08,26,False
2017-07-09,35,False
2017-07-10,41,False
2017-07-11,26,False
2017-07-12,24,False
2017-07-13,29,False
2017-07-14,26,False
2017-07-15,21,False
2017-07-16,20,False
2017-07-17,21,False
2017-07-18,27,False
2017-07-19,32,False
2017-07-20,32,False
2017-07-21,24,False
2017-07-22,19,False
2017-07-23,18,False
2017-07-24,25,False
2017-07-25,27,False
2017-07-26,26,False
2017-07-27,25,False
2017-07-28,21,False
2017-07-29,21,False
2017-07-30,20,False
2017-07-31,25,False
2017-08-01,21,False
2017-08-02,31,False
2017-08-03,24,False
2017-08-04,26,False
2017-08-05,21,False
2017-08-06,15,False
2017-08-07,25,False
2017-08-08,28,False
2017-08-09,28,False
2017-08-10,22,False
2017-08-11,23,False
2017-08-12,17,False
2017-08-13,17,False
2017-08-14,23,False
2017-08-15,24,False
2017-08-16,22,False
2017-08-17,25,False
2017-08-18,25,False
2017-08-19,19,False
2017-08-20,19,False
2017-08-21,23,False
2017-08-22,21,False
2017-08-23,21,False
2017-08-24,26,False
2017-08-25,24,False
2017-08-26,16,False
2017-08-27,19,False
2017-08-28,20,False
2017-08-29,25,False
2017-08-30,28,False
2017-08-31,23,False
2017-09-01,24,False
2017-09-02,26,False
2017-09-03,24,False
2017-09-04,24,False
2017-09-05,24,False
2017-09-06,24,False
2017-09-07,22,False
2017-09-08,22,False
2017-09-09,19,False
2017-09-10,19,False
2017-09-11,26,False
2017-09-12,28,False
2017-09-13,25,False
2017-09-14,26,False
2017-09-15,24,False
2017-09-16,26,False
2017-09-17,24,False
2017-09-18,24,False
2017-09-19,23,False
2017-09-20,25,False
2017-09-21,30,False
2017-09-22,37,False
2017-09-23,24,False
2017-09-24,20,False
2017-09-25,25,False
2017-09-26,26,False
2017-09-27,22,False
2017-09-28,23,False
2017-09-29,24,False
2017-09-30,23,False
2017-10-01,19,False
2017-10-02,22,False
2017-10-03,21,False
2017-10-04,24,False
2017-10-05,24,False
2017-10-06,25,False
2017-10-07,19,False
2017-10-08,26,False
2017-10-09,28,False
2017-10-10,22,False
2017-10-11,30,False
2017-10-12,25,False
2017-10-13,26,False
2017-10-14,24,False
2017-10-15,26,False
2017-10-16,25,False
2017-10-17,28,False
2017-10-18,26,False
2017-10-19,24,False
2017-10-20,25,False
2017-10-21,19,False
2017-10-22,17,False
2017-10-23,21,False
2017-10-24,22,False
2017-10-25,22,False
2017-10-26,24,False
2017-10-27,23,False
2017-10-28,19,False
2017-10-29,19,False
2017-10-30,26,False
2017-10-31,34,False
2017-11-01,31,False
2017-11-02,33,False
2017-11-03,57,False
2017-11-04,49,False
2017-11-05,35,False
2017-11-06,100,False
2017-11-07,62,False
2017-11-08,45,False
2017-11-09,40,False
2017-11-10,36,False
2017-11-11,24,False
2017-11-12,20,False
2017-11-13,45,False
2017-11-14,43,False
2017-11-15,32,False
2017-11-16,33,False
2017-11-17,30,False
2017-11-18,28,False
2017-11-19,21,False
2017-11-20,29,False
2017-11-21,28,False
2017-11-22,29,False
2017-11-23,31,False
2017-11-24,28,False
2017-11-25,25,False
2017-11-26,22,False
2017-11-27,28,False
2017-11-28,27,False
2017-11-29,29,False
2017-11-30,28,False
2017-12-01,27,False
2017-12-02,25,False
2017-12-03,25,False
2017-12-04,35,False
2017-12-05,34,False
2017-12-06,35,False
2017-12-07,37,False
2017-12-08,28,False
2017-12-09,27,False
2017-12-10,19,False
2017-12-11,28,False
2017-12-12,30,False
2017-12-13,23,False
2017-12-14,25,False
2017-12-15,25,False
2017-12-16,21,False
2017-12-17,21,False
2017-12-18,23,False
2017-12-19,26,False
2017-12-20,26,False
2017-12-21,24,False
2017-12-22,24,False
2017-12-23,20,False
2017-12-24,20,False
2017-12-25,19,False
2017-12-26,24,False
2017-12-27,27,False
2017-12-28,26,False
2017-12-29,27,False
2017-12-30,16,False
2017-12-31,17,False
2018-01-01,20,False
2018-01-02,22,False
2018-01-03,27,False
2018-01-04,26,False
2018-01-05,28,False
2018-01-06,22,False
2018-01-07,18,False
2018-01-08,26,False
2018-01-09,29,False
2018-01-10,26,False
2018-01-11,25,False
2018-01-12,28,False
2018-01-13,21,False
2018-01-14,21,False
2018-01-15,24,False
2018-01-16,25,False
2018-01-17,29,False
2018-01-18,32,False
2018-01-19,24,False
2018-01-20,23,False
2018-01-21,19,False
2018-01-22,24,False
2018-01-23,29,False
2018-01-24,49,False
2018-01-25,33,False
2018-01-26,27,False
2018-01-27,21,False
2018-01-28,20,False
2018-01-29,23,False
2018-01-30,27,False
2018-01-31,27,False
2018-02-01,32,False
2018-02-02,24,False
2018-02-03,19,False
2018-02-04,17,False
2018-02-05,49,False
2018-02-06,37,False
2018-02-07,30,False
2018-02-08,30,False
2018-02-09,39,False
2018-02-10,25,False
2018-02-11,22,False
2018-02-12,30,False
2018-02-13,31,False
