date,Applied Materials,isPartial
2017-05-29,30,False
2017-05-30,61,False
2017-05-31,45,False
2017-06-01,61,False
2017-06-02,37,False
2017-06-03,13,False
2017-06-04,31,False
2017-06-05,51,False
2017-06-06,41,False
2017-06-07,37,False
2017-06-08,35,False
2017-06-09,50,False
2017-06-10,29,False
2017-06-11,21,False
2017-06-12,36,False
2017-06-13,47,False
2017-06-14,33,False
2017-06-15,36,False
2017-06-16,57,False
2017-06-17,34,False
2017-06-18,18,False
2017-06-19,37,False
2017-06-20,51,False
2017-06-21,48,False
2017-06-22,43,False
2017-06-23,40,False
2017-06-24,46,False
2017-06-25,44,False
2017-06-26,43,False
2017-06-27,52,False
2017-06-28,41,False
2017-06-29,39,False
2017-06-30,40,False
2017-07-01,13,False
2017-07-02,10,False
2017-07-03,30,False
2017-07-04,32,False
2017-07-05,69,False
2017-07-06,48,False
2017-07-07,28,False
2017-07-08,32,False
2017-07-09,24,False
2017-07-10,42,False
2017-07-11,67,False
2017-07-12,46,False
2017-07-13,48,False
2017-07-14,54,False
2017-07-15,37,False
2017-07-16,21,False
2017-07-17,61,False
2017-07-18,33,False
2017-07-19,40,False
2017-07-20,42,False
2017-07-21,39,False
2017-07-22,16,False
2017-07-23,15,False
2017-07-24,47,False
2017-07-25,48,False
2017-07-26,49,False
2017-07-27,40,False
2017-07-28,55,False
2017-07-29,28,False
2017-07-30,8,False
2017-07-31,31,False
2017-08-01,34,False
2017-08-02,35,False
2017-08-03,54,False
2017-08-04,50,False
2017-08-05,23,False
2017-08-06,13,False
2017-08-07,30,False
2017-08-08,46,False
2017-08-09,32,False
2017-08-10,22,False
2017-08-11,47,False
2017-08-12,20,False
2017-08-13,8,False
2017-08-14,42,False
2017-08-15,29,False
2017-08-16,59,False
2017-08-17,61,False
2017-08-18,69,False
2017-08-19,15,False
2017-08-20,12,False
2017-08-21,43,False
2017-08-22,49,False
2017-08-23,30,False
2017-08-24,52,False
2017-08-25,41,False
2017-08-26,27,False
2017-08-27,34,False
2017-08-28,47,False
2017-08-29,38,False
2017-08-30,28,False
2017-08-31,56,False
2017-09-01,41,False
2017-09-02,10,False
2017-09-03,27,False
2017-09-04,31,False
2017-09-05,34,False
2017-09-06,42,False
2017-09-07,39,False
2017-09-08,37,False
2017-09-09,24,False
2017-09-10,26,False
2017-09-11,52,False
2017-09-12,44,False
2017-09-13,73,False
2017-09-14,47,False
2017-09-15,46,False
2017-09-16,12,False
2017-09-17,26,False
2017-09-18,42,False
2017-09-19,61,False
2017-09-20,42,False
2017-09-21,49,False
2017-09-22,29,False
2017-09-23,42,False
2017-09-24,26,False
2017-09-25,42,False
2017-09-26,58,False
2017-09-27,53,False
2017-09-28,70,False
2017-09-29,58,False
2017-09-30,32,False
2017-10-01,39,False
2017-10-02,46,False
2017-10-03,44,False
2017-10-04,40,False
2017-10-05,63,False
2017-10-06,43,False
2017-10-07,19,False
2017-10-08,17,False
2017-10-09,32,False
2017-10-10,53,False
2017-10-11,48,False
2017-10-12,62,False
2017-10-13,28,False
2017-10-14,29,False
2017-10-15,27,False
2017-10-16,75,False
2017-10-17,63,False
2017-10-18,50,False
2017-10-19,48,False
2017-10-20,33,False
2017-10-21,29,False
2017-10-22,28,False
2017-10-23,56,False
2017-10-24,64,False
2017-10-25,54,False
