date,Applied Materials,isPartial
2015-04-10,36,False
2015-04-11,17,False
2015-04-12,25,False
2015-04-13,47,False
2015-04-14,30,False
2015-04-15,29,False
2015-04-16,50,False
2015-04-17,45,False
2015-04-18,25,False
2015-04-19,16,False
2015-04-20,45,False
2015-04-21,48,False
2015-04-22,48,False
2015-04-23,47,False
2015-04-24,50,False
2015-04-25,17,False
2015-04-26,25,False
2015-04-27,100,False
2015-04-28,75,False
2015-04-29,44,False
2015-04-30,47,False
2015-05-01,26,False
2015-05-02,18,False
2015-05-03,17,False
2015-05-04,40,False
2015-05-05,30,False
2015-05-06,37,False
2015-05-07,40,False
2015-05-08,35,False
2015-05-09,12,False
2015-05-10,13,False
2015-05-11,34,False
2015-05-12,39,False
2015-05-13,26,False
2015-05-14,46,False
2015-05-15,54,False
2015-05-16,22,False
2015-05-17,25,False
2015-05-18,45,False
2015-05-19,30,False
2015-05-20,37,False
2015-05-21,46,False
2015-05-22,43,False
2015-05-23,29,False
2015-05-24,17,False
2015-05-25,26,False
2015-05-26,29,False
2015-05-27,42,False
2015-05-28,41,False
2015-05-29,34,False
2015-05-30,12,False
2015-05-31,20,False
2015-06-01,36,False
2015-06-02,36,False
2015-06-03,36,False
2015-06-04,36,False
2015-06-05,35,False
2015-06-06,17,False
2015-06-07,21,False
2015-06-08,33,False
2015-06-09,30,False
2015-06-10,29,False
2015-06-11,43,False
2015-06-12,31,False
2015-06-13,28,False
2015-06-14,16,False
2015-06-15,40,False
2015-06-16,34,False
2015-06-17,31,False
2015-06-18,44,False
2015-06-19,44,False
2015-06-20,20,False
2015-06-21,17,False
2015-06-22,42,False
2015-06-23,37,False
2015-06-24,41,False
2015-06-25,33,False
2015-06-26,45,False
2015-06-27,17,False
2015-06-28,24,False
2015-06-29,32,False
2015-06-30,40,False
2015-07-01,29,False
2015-07-02,39,False
2015-07-03,19,False
2015-07-04,20,False
2015-07-05,15,False
2015-07-06,38,False
2015-07-07,37,False
2015-07-08,33,False
2015-07-09,36,False
2015-07-10,21,False
2015-07-11,19,False
2015-07-12,24,False
2015-07-13,40,False
2015-07-14,47,False
2015-07-15,42,False
2015-07-16,38,False
2015-07-17,28,False
2015-07-18,16,False
2015-07-19,20,False
2015-07-20,60,False
2015-07-21,39,False
2015-07-22,57,False
2015-07-23,41,False
2015-07-24,37,False
2015-07-25,17,False
2015-07-26,18,False
2015-07-27,37,False
2015-07-28,37,False
2015-07-29,44,False
2015-07-30,33,False
