date,Applied Materials,isPartial
2012-10-12,17,False
2012-10-13,13,False
2012-10-14,13,False
2012-10-15,48,False
2012-10-16,27,False
2012-10-17,37,False
2012-10-18,24,False
2012-10-19,6,False
2012-10-20,16,False
2012-10-21,16,False
2012-10-22,32,False
2012-10-23,29,False
2012-10-24,24,False
2012-10-25,22,False
2012-10-26,40,False
2012-10-27,10,False
2012-10-28,6,False
2012-10-29,31,False
2012-10-30,15,False
2012-10-31,38,False
2012-11-01,45,False
2012-11-02,26,False
2012-11-03,16,False
2012-11-04,6,False
2012-11-05,26,False
2012-11-06,41,False
2012-11-07,39,False
2012-11-08,37,False
2012-11-09,31,False
2012-11-10,9,False
2012-11-11,15,False
2012-11-12,45,False
2012-11-13,34,False
2012-11-14,21,False
2012-11-15,46,False
2012-11-16,44,False
2012-11-17,6,False
2012-11-18,12,False
2012-11-19,31,False
2012-11-20,39,False
2012-11-21,21,False
2012-11-22,14,False
2012-11-23,20,False
2012-11-24,13,False
2012-11-25,12,False
2012-11-26,23,False
2012-11-27,33,False
2012-11-28,33,False
2012-11-29,39,False
2012-11-30,19,False
2012-12-01,12,False
2012-12-02,15,False
2012-12-03,18,False
2012-12-04,38,False
2012-12-05,15,False
2012-12-06,21,False
2012-12-07,38,False
2012-12-08,16,False
2012-12-09,12,False
2012-12-10,26,False
2012-12-11,36,False
2012-12-12,36,False
2012-12-13,26,False
2012-12-14,32,False
2012-12-15,28,False
2012-12-16,12,False
2012-12-17,39,False
2012-12-18,34,False
2012-12-19,27,False
2012-12-20,27,False
2012-12-21,32,False
2012-12-22,16,False
2012-12-23,17,False
2012-12-24,13,False
2012-12-25,24,False
2012-12-26,29,False
2012-12-27,17,False
2012-12-28,26,False
2012-12-29,22,False
2012-12-30,25,False
2012-12-31,23,False
2013-01-01,20,False
2013-01-02,53,False
2013-01-03,29,False
2013-01-04,30,False
2013-01-05,27,False
2013-01-06,21,False
2013-01-07,28,False
2013-01-08,22,False
2013-01-09,27,False
2013-01-10,22,False
2013-01-11,39,False
2013-01-12,24,False
2013-01-13,23,False
2013-01-14,27,False
2013-01-15,42,False
2013-01-16,34,False
2013-01-17,32,False
2013-01-18,33,False
2013-01-19,15,False
2013-01-20,14,False
2013-01-21,34,False
2013-01-22,49,False
2013-01-23,29,False
2013-01-24,27,False
2013-01-25,36,False
2013-01-26,26,False
