date,Applied Materials,isPartial
2013-02-19,15,False
2013-02-20,30,False
2013-02-21,16,False
2013-02-22,23,False
2013-02-23,8,False
2013-02-24,4,False
2013-02-25,18,False
2013-02-26,24,False
2013-02-27,20,False
2013-02-28,20,False
2013-03-01,13,False
2013-03-02,8,False
2013-03-03,12,False
2013-03-04,22,False
2013-03-05,17,False
2013-03-06,23,False
2013-03-07,24,False
2013-03-08,28,False
2013-03-09,9,False
2013-03-10,6,False
2013-03-11,19,False
2013-03-12,18,False
2013-03-13,17,False
2013-03-14,19,False
2013-03-15,9,False
2013-03-16,14,False
2013-03-17,12,False
2013-03-18,16,False
2013-03-19,28,False
2013-03-20,22,False
2013-03-21,14,False
2013-03-22,8,False
2013-03-23,9,False
2013-03-24,9,False
2013-03-25,19,False
2013-03-26,20,False
2013-03-27,16,False
2013-03-28,20,False
2013-03-29,13,False
2013-03-30,5,False
2013-03-31,10,False
2013-04-01,24,False
2013-04-02,24,False
2013-04-03,18,False
2013-04-04,19,False
2013-04-05,7,False
2013-04-06,9,False
2013-04-07,7,False
2013-04-08,15,False
2013-04-09,16,False
2013-04-10,16,False
2013-04-11,12,False
2013-04-12,20,False
2013-04-13,9,False
2013-04-14,6,False
2013-04-15,21,False
2013-04-16,33,False
2013-04-17,17,False
2013-04-18,19,False
2013-04-19,19,False
2013-04-20,8,False
2013-04-21,15,False
2013-04-22,15,False
2013-04-23,16,False
2013-04-24,23,False
2013-04-25,15,False
2013-04-26,9,False
2013-04-27,17,False
2013-04-28,5,False
2013-04-29,18,False
2013-04-30,20,False
2013-05-01,14,False
2013-05-02,13,False
2013-05-03,23,False
2013-05-04,8,False
2013-05-05,8,False
2013-05-06,21,False
2013-05-07,20,False
2013-05-08,26,False
2013-05-09,48,False
2013-05-10,8,False
2013-05-11,11,False
2013-05-12,8,False
2013-05-13,13,False
2013-05-14,14,False
2013-05-15,15,False
2013-05-16,19,False
2013-05-17,24,False
2013-05-18,11,False
2013-05-19,12,False
2013-05-20,19,False
2013-05-21,16,False
2013-05-22,21,False
2013-05-23,14,False
2013-05-24,17,False
2013-05-25,6,False
2013-05-26,14,False
2013-05-27,16,False
2013-05-28,12,False
2013-05-29,12,False
2013-05-30,13,False
2013-05-31,24,False
2013-06-01,8,False
2013-06-02,9,False
2013-06-03,16,False
2013-06-04,17,False
2013-06-05,11,False
2013-06-06,14,False
2013-06-07,16,False
2013-06-08,6,False
2013-06-09,2,False
2013-06-10,19,False
2013-06-11,19,False
2013-06-12,16,False
2013-06-13,23,False
2013-06-14,9,False
2013-06-15,9,False
2013-06-16,9,False
2013-06-17,20,False
2013-06-18,13,False
2013-06-19,15,False
2013-06-20,17,False
2013-06-21,13,False
2013-06-22,9,False
2013-06-23,12,False
2013-06-24,18,False
2013-06-25,20,False
2013-06-26,14,False
2013-06-27,25,False
2013-06-28,23,False
2013-06-29,5,False
2013-06-30,6,False
2013-07-01,11,False
2013-07-02,20,False
2013-07-03,9,False
2013-07-04,20,False
2013-07-05,10,False
2013-07-06,14,False
2013-07-07,11,False
2013-07-08,17,False
2013-07-09,21,False
2013-07-10,27,False
2013-07-11,17,False
2013-07-12,20,False
2013-07-13,10,False
2013-07-14,9,False
2013-07-15,14,False
2013-07-16,19,False
2013-07-17,18,False
2013-07-18,17,False
2013-07-19,19,False
2013-07-20,13,False
2013-07-21,11,False
2013-07-22,17,False
2013-07-23,16,False
2013-07-24,19,False
2013-07-25,24,False
2013-07-26,16,False
2013-07-27,11,False
2013-07-28,9,False
2013-07-29,17,False
2013-07-30,15,False
2013-07-31,13,False
2013-08-01,20,False
2013-08-02,8,False
2013-08-03,6,False
2013-08-04,13,False
2013-08-05,21,False
2013-08-06,18,False
2013-08-07,22,False
2013-08-08,17,False
2013-08-09,12,False
2013-08-10,3,False
2013-08-11,9,False
2013-08-12,23,False
2013-08-13,15,False
2013-08-14,17,False
2013-08-15,10,False
2013-08-16,22,False
2013-08-17,8,False
2013-08-18,12,False
2013-08-19,14,False
2013-08-20,28,False
2013-08-21,25,False
2013-08-22,18,False
2013-08-23,11,False
2013-08-24,8,False
2013-08-25,9,False
2013-08-26,15,False
2013-08-27,15,False
2013-08-28,12,False
2013-08-29,29,False
2013-08-30,18,False
2013-08-31,11,False
2013-09-01,6,False
2013-09-02,12,False
2013-09-03,11,False
2013-09-04,18,False
2013-09-05,16,False
2013-09-06,22,False
2013-09-07,18,False
2013-09-08,10,False
2013-09-09,18,False
2013-09-10,13,False
2013-09-11,19,False
2013-09-12,16,False
2013-09-13,22,False
2013-09-14,9,False
2013-09-15,11,False
2013-09-16,17,False
2013-09-17,15,False
2013-09-18,21,False
2013-09-19,17,False
2013-09-20,11,False
2013-09-21,7,False
2013-09-22,6,False
2013-09-23,21,False
2013-09-24,100,False
2013-09-25,70,False
2013-09-26,43,False
2013-09-27,36,False
2013-09-28,14,False
2013-09-29,11,False
2013-09-30,20,False
2013-10-01,16,False
2013-10-02,15,False
2013-10-03,24,False
2013-10-04,24,False
2013-10-05,13,False
2013-10-06,13,False
2013-10-07,20,False
2013-10-08,23,False
2013-10-09,20,False
2013-10-10,22,False
2013-10-11,19,False
2013-10-12,15,False
2013-10-13,10,False
2013-10-14,22,False
2013-10-15,22,False
2013-10-16,28,False
2013-10-17,24,False
2013-10-18,23,False
2013-10-19,12,False
2013-10-20,7,False
2013-10-21,23,False
2013-10-22,14,False
2013-10-23,16,False
2013-10-24,25,False
2013-10-25,14,False
2013-10-26,16,False
2013-10-27,14,False
2013-10-28,21,False
2013-10-29,23,False
2013-10-30,25,False
2013-10-31,24,False
2013-11-01,12,False
2013-11-02,11,False
2013-11-03,12,False
2013-11-04,24,False
2013-11-05,19,False
