date,value
2017-01-19,47.53190937332963
2017-01-20,45.59627899783975
2017-01-21,43.483921926756736
2017-01-22,42.231578363978585
2017-01-23,44.93840955093917
2017-01-24,46.59504123652593
2017-01-25,46.39289717512161
2017-01-26,45.73502772822104
2017-01-27,47.316306014449474
2017-01-28,44.20518670468029
2017-01-29,42.09282963359728
2017-01-30,46.987371290999185
2017-01-31,46.7218318985719
2017-02-01,46.39289717512161
2017-02-02,47.97417546135004
2017-02-03,45.73502772822104
2017-02-04,43.28177786535241
2017-02-05,42.68730374947486
2017-02-06,51.148690102142226
2017-02-07,50.55421598626465
2017-02-08,52.14745234082841
2017-02-09,52.86871711875197
2017-02-10,49.49205841655549
2017-02-11,44.60947482748888
2017-02-12,41.96603897155129
2017-02-13,46.84862256061788
2017-02-14,45.140553612343474
2017-02-15,47.70863606892275
2017-02-16,46.45629250614461
2017-02-17,46.6584365675489
2017-02-18,44.86305615158085
2017-02-19,43.154987203306455
2017-02-20,44.01500071161132
2017-02-21,47.58184540687677
2017-02-22,49.42866308553249
2017-02-23,50.883150709714926
2017-02-24,47.25291068342649
2017-02-25,44.87501421991618
2017-02-26,46.45629250614461
2017-02-27,49.16312369310521
2017-02-28,49.0997283620822
2017-03-01,50.35207192486035
2017-03-02,49.89634653936408
2017-03-03,49.89634653936408
2017-03-04,45.53288366681675
2017-03-05,45.00180488196217
2017-03-06,46.7218318985719
2017-03-07,45.59627899783975
2017-03-08,44.40733076608458
2017-03-09,45.140553612343474
2017-03-10,45.20394894336647
2017-03-11,41.700499579124
2017-03-12,41.637104248101004
2017-03-13,50.49082065524165
2017-03-14,49.42866308553249
2017-03-15,44.93840955093917
2017-03-16,47.50649200751845
2017-03-17,45.26734427438946
2017-03-18,43.812856650207
2017-03-19,40.84048607081913
2017-03-20,48.30311018480033
2017-03-21,45.73502772822104
2017-03-22,46.7218318985719
2017-03-23,45.26734427438946
2017-03-24,45.140553612343474
2017-03-25,41.700499579124
2017-03-26,40.51155134736885
2017-03-27,44.343935435061596
2017-03-28,46.987371290999185
2017-03-29,45.20394894336647
2017-03-30,44.078396042634296
2017-03-31,41.700499579124
2017-04-01,39.98047256251426
2017-04-02,38.72812899973611
2017-04-03,41.169420794269406
2017-04-04,43.61071258880271
2017-04-05,44.14179137365729
2017-04-06,43.154987203306455
2017-04-07,41.106025463246425
2017-04-08,38.7915243307591
2017-04-09,38.19705021488153
2017-04-10,41.43496018669671
2017-04-11,42.95284314190215
2017-04-12,43.54731725777971
2017-04-13,44.01500071161132
2017-04-14,41.56175084874268
2017-04-15,38.7915243307591
2017-04-16,35.55361435894393
2017-04-17,41.76389491014699
2017-04-18,42.88944781087915
2017-04-19,41.637104248101004
2017-04-20,42.02943430257428
2017-04-21,41.43496018669671
2017-04-22,39.18385438523238
2017-04-23,36.021297812775515
2017-04-24,42.623908418451855
2017-04-25,44.40733076608458
2017-04-26,42.294973695001566
2017-04-27,43.87625198123
2017-04-28,41.700499579124
2017-04-29,37.665971430026936
2017-04-30,37.27364137555367
2017-05-01,39.588142508040974
2017-05-02,43.87625198123
2017-05-03,43.812856650207
2017-05-04,43.154987203306455
2017-05-05,42.56051308742886
2017-05-06,38.72812899973611
2017-05-07,37.27364137555367
2017-05-08,42.95284314190215
2017-05-09,42.95284314190215
2017-05-10,41.637104248101004
2017-05-11,41.96603897155129
2017-05-12,41.827290241169976
2017-05-13,39.65153783906397
2017-05-14,37.994906153477224
2017-05-15,42.88944781087915
2017-05-16,44.93840955093917
2017-05-17,42.231578363978585
2017-05-18,39.77832850110996
2017-05-19,40.57494667839184
2017-05-20,37.337036706576654
2017-05-21,34.099126734761484
2017-05-22,39.057063723186396
2017-05-23,40.57494667839184
2017-05-24,40.51155134736885
2017-05-25,39.98047256251426
2017-05-26,39.385998446636684
2017-05-27,34.95914024306635
2017-05-28,34.364666127188784
2017-05-29,38.9936683921634
2017-05-30,47.797090636912614
2017-05-31,49.390326991476364
2017-06-01,44.07953914293053
2017-06-02,43.548460358075936
2017-06-03,36.644436154966336
2017-06-04,38.23767250953009
2017-06-05,43.548460358075936
2017-06-06,46.203854282348864
2017-06-07,45.67277549749428
2017-06-08,45.141696712639686
2017-06-09,41.4241452186576
2017-06-10,38.76875129438468
2017-06-11,36.11335737011175
2017-06-12,40.89306643380301
2017-06-13,41.955224003512186
2017-06-14,41.955224003512186
2017-06-15,40.89306643380301
2017-06-16,40.89306643380301
2017-06-17,38.23767250953009
2017-06-18,35.051199800402586
2017-06-19,43.01738157322135
2017-06-20,45.141696712639686
2017-06-21,43.548460358075936
2017-06-22,42.48630278836678
2017-06-23,41.955224003512186
2017-06-24,36.644436154966336
2017-06-25,36.11335737011175
2017-06-26,41.955224003512186
2017-06-27,41.955224003512186
2017-06-28,43.01738157322135
2017-06-29,41.955224003512186
2017-06-30,39.29983007923926
2017-07-01,37.70659372467551
2017-07-02,36.11335737011175
2017-07-03,38.76875129438468
2017-07-04,39.29983007923926
2017-07-05,40.89306643380301
2017-07-06,41.955224003512186
2017-07-07,39.83090886409384
2017-07-08,37.17551493982092
2017-07-09,36.644436154966336
2017-07-10,41.955224003512186
2017-07-11,43.01738157322135
2017-07-12,42.48630278836678
2017-07-13,41.4241452186576
2017-07-14,43.01738157322135
2017-07-15,37.70659372467551
2017-07-16,36.644436154966336
2017-07-17,40.36198764894843
2017-07-18,41.4241452186576
2017-07-19,41.955224003512186
2017-07-20,40.89306643380301
2017-07-21,38.76875129438468
2017-07-22,37.17551493982092
2017-07-23,35.58227858525717
