date,Tesla,isPartial
2013-06-29,41,False
2013-06-30,41,False
2013-07-01,39,False
2013-07-02,44,False
2013-07-03,47,False
2013-07-04,41,False
2013-07-05,38,False
2013-07-06,44,False
2013-07-07,40,False
2013-07-08,38,False
2013-07-09,42,False
2013-07-10,74,False
2013-07-11,63,False
2013-07-12,48,False
2013-07-13,46,False
2013-07-14,41,False
2013-07-15,43,False
2013-07-16,48,False
2013-07-17,55,False
2013-07-18,55,False
2013-07-19,50,False
2013-07-20,46,False
2013-07-21,49,False
2013-07-22,45,False
2013-07-23,44,False
2013-07-24,44,False
2013-07-25,44,False
2013-07-26,43,False
2013-07-27,41,False
2013-07-28,44,False
2013-07-29,48,False
2013-07-30,49,False
2013-07-31,46,False
2013-08-01,41,False
2013-08-02,50,False
2013-08-03,44,False
2013-08-04,43,False
2013-08-05,46,False
2013-08-06,46,False
2013-08-07,67,False
2013-08-08,90,False
2013-08-09,66,False
2013-08-10,54,False
2013-08-11,54,False
2013-08-12,55,False
2013-08-13,77,False
2013-08-14,59,False
2013-08-15,52,False
2013-08-16,53,False
2013-08-17,52,False
2013-08-18,50,False
2013-08-19,48,False
2013-08-20,89,False
2013-08-21,94,False
2013-08-22,93,False
2013-08-23,87,False
2013-08-24,68,False
2013-08-25,61,False
2013-08-26,74,False
2013-08-27,69,False
2013-08-28,61,False
2013-08-29,55,False
2013-08-30,56,False
2013-08-31,58,False
2013-09-01,57,False
2013-09-02,50,False
2013-09-03,51,False
2013-09-04,49,False
2013-09-05,53,False
2013-09-06,53,False
2013-09-07,51,False
2013-09-08,48,False
2013-09-09,49,False
2013-09-10,50,False
2013-09-11,49,False
2013-09-12,53,False
2013-09-13,50,False
2013-09-14,46,False
2013-09-15,48,False
2013-09-16,43,False
2013-09-17,48,False
2013-09-18,52,False
2013-09-19,53,False
2013-09-20,52,False
2013-09-21,50,False
2013-09-22,47,False
2013-09-23,49,False
2013-09-24,47,False
2013-09-25,50,False
2013-09-26,49,False
2013-09-27,49,False
2013-09-28,46,False
2013-09-29,48,False
2013-09-30,46,False
2013-10-01,43,False
2013-10-02,54,False
2013-10-03,100,False
2013-10-04,87,False
2013-10-05,65,False
2013-10-06,56,False
2013-10-07,52,False
2013-10-08,52,False
2013-10-09,54,False
2013-10-10,49,False
2013-10-11,47,False
2013-10-12,48,False
2013-10-13,48,False
2013-10-14,47,False
2013-10-15,49,False
2013-10-16,46,False
2013-10-17,50,False
2013-10-18,50,False
2013-10-19,45,False
2013-10-20,43,False
2013-10-21,44,False
2013-10-22,45,False
2013-10-23,46,False
2013-10-24,55,False
2013-10-25,55,False
2013-10-26,50,False
2013-10-27,51,False
2013-10-28,51,False
2013-10-29,56,False
2013-10-30,51,False
2013-10-31,48,False
2013-11-01,56,False
2013-11-02,48,False
2013-11-03,45,False
2013-11-04,50,False
2013-11-05,60,False
2013-11-06,75,False
2013-11-07,71,False
2013-11-08,70,False
2013-11-09,58,False
2013-11-10,54,False
2013-11-11,51,False
2013-11-12,54,False
2013-11-13,56,False
2013-11-14,50,False
2013-11-15,46,False
2013-11-16,46,False
2013-11-17,43,False
2013-11-18,48,False
2013-11-19,60,False
2013-11-20,56,False
2013-11-21,54,False
2013-11-22,49,False
2013-11-23,49,False
2013-11-24,43,False
2013-11-25,41,False
2013-11-26,44,False
2013-11-27,44,False
2013-11-28,43,False
2013-11-29,40,False
2013-11-30,40,False
2013-12-01,40,False
2013-12-02,40,False
2013-12-03,48,False
2013-12-04,48,False
2013-12-05,47,False
2013-12-06,43,False
2013-12-07,44,False
2013-12-08,42,False
2013-12-09,40,False
2013-12-10,39,False
2013-12-11,41,False
2013-12-12,42,False
2013-12-13,44,False
2013-12-14,41,False
2013-12-15,41,False
2013-12-16,41,False
2013-12-17,44,False
2013-12-18,41,False
2013-12-19,48,False
2013-12-20,46,False
2013-12-21,44,False
2013-12-22,45,False
2013-12-23,43,False
2013-12-24,49,False
2013-12-25,46,False
2013-12-26,45,False
2013-12-27,46,False
2013-12-28,43,False
2013-12-29,44,False
2013-12-30,40,False
2013-12-31,41,False
2014-01-01,39,False
2014-01-02,40,False
2014-01-03,38,False
2014-01-04,42,False
2014-01-05,41,False
2014-01-06,39,False
2014-01-07,45,False
2014-01-08,43,False
2014-01-09,41,False
2014-01-10,41,False
2014-01-11,43,False
2014-01-12,41,False
2014-01-13,40,False
2014-01-14,49,False
2014-01-15,58,False
2014-01-16,50,False
2014-01-17,43,False
2014-01-18,43,False
2014-01-19,42,False
2014-01-20,39,False
2014-01-21,40,False
2014-01-22,42,False
2014-01-23,44,False
2014-01-24,43,False
2014-01-25,41,False
2014-01-26,39,False
2014-01-27,41,False
2014-01-28,39,False
2014-01-29,45,False
2014-01-30,46,False
2014-01-31,45,False
2014-02-01,45,False
2014-02-02,40,False
2014-02-03,41,False
2014-02-04,40,False
2014-02-05,42,False
2014-02-06,37,False
2014-02-07,42,False
2014-02-08,40,False
2014-02-09,41,False
2014-02-10,42,False
2014-02-11,43,False
2014-02-12,45,False
2014-02-13,41,False
2014-02-14,42,False
2014-02-15,43,False
2014-02-16,48,False
2014-02-17,51,False
2014-02-18,59,False
2014-02-19,65,False
2014-02-20,75,False
2014-02-21,55,False
2014-02-22,47,False
2014-02-23,46,False
2014-02-24,47,False
2014-02-25,73,False
2014-02-26,84,False
2014-02-27,93,False
2014-02-28,71,False
2014-03-01,61,False
2014-03-02,55,False
2014-03-03,57,False
2014-03-04,59,False
2014-03-05,56,False
2014-03-06,53,False
2014-03-07,51,False
2014-03-08,48,False
2014-03-09,46,False
2014-03-10,52,False
2014-03-11,53,False
2014-03-12,73,False
2014-03-13,58,False
2014-03-14,54,False
2014-03-15,59,False
2014-03-16,54,False
