date,Tesla,isPartial
2016-09-11,56,False
2016-09-12,56,False
2016-09-13,57,False
2016-09-14,53,False
2016-09-15,58,False
2016-09-16,56,False
2016-09-17,54,False
2016-09-18,53,False
2016-09-19,53,False
2016-09-20,53,False
2016-09-21,55,False
2016-09-22,57,False
2016-09-23,59,False
2016-09-24,58,False
2016-09-25,55,False
2016-09-26,54,False
2016-09-27,58,False
2016-09-28,57,False
2016-09-29,61,False
2016-09-30,62,False
2016-10-01,63,False
2016-10-02,55,False
2016-10-03,59,False
2016-10-04,56,False
2016-10-05,55,False
2016-10-06,58,False
2016-10-07,57,False
2016-10-08,57,False
2016-10-09,59,False
2016-10-10,54,False
2016-10-11,60,False
2016-10-12,56,False
2016-10-13,55,False
2016-10-14,52,False
2016-10-15,58,False
2016-10-16,59,False
2016-10-17,60,False
2016-10-18,60,False
2016-10-19,80,False
2016-10-20,100,False
2016-10-21,69,False
2016-10-22,58,False
2016-10-23,62,False
2016-10-24,62,False
2016-10-25,59,False
2016-10-26,63,False
2016-10-27,74,False
2016-10-28,59,False
2016-10-29,93,False
2016-10-30,81,False
2016-10-31,79,False
2016-11-01,76,False
2016-11-02,65,False
2016-11-03,67,False
2016-11-04,70,False
2016-11-05,72,False
2016-11-06,69,False
2016-11-07,68,False
2016-11-08,67,False
2016-11-09,54,False
2016-11-10,59,False
2016-11-11,58,False
2016-11-12,59,False
2016-11-13,59,False
2016-11-14,55,False
2016-11-15,59,False
2016-11-16,57,False
2016-11-17,63,False
2016-11-18,67,False
2016-11-19,66,False
2016-11-20,63,False
2016-11-21,59,False
2016-11-22,63,False
2016-11-23,60,False
2016-11-24,61,False
2016-11-25,59,False
2016-11-26,54,False
2016-11-27,55,False
2016-11-28,55,False
2016-11-29,55,False
2016-11-30,56,False
2016-12-01,53,False
2016-12-02,62,False
2016-12-03,56,False
2016-12-04,55,False
2016-12-05,54,False
2016-12-06,53,False
2016-12-07,52,False
2016-12-08,57,False
2016-12-09,49,False
2016-12-10,51,False
2016-12-11,53,False
2016-12-12,55,False
2016-12-13,52,False
2016-12-14,53,False
2016-12-15,55,False
2016-12-16,52,False
2016-12-17,52,False
2016-12-18,57,False
2016-12-19,50,False
2016-12-20,51,False
2016-12-21,52,False
2016-12-22,51,False
2016-12-23,58,False
2016-12-24,62,False
2016-12-25,61,False
2016-12-26,55,False
2016-12-27,61,False
2016-12-28,81,False
2016-12-29,75,False
2016-12-30,66,False
2016-12-31,58,False
2017-01-01,57,False
2017-01-02,56,False
2017-01-03,59,False
2017-01-04,67,False
2017-01-05,66,False
2017-01-06,64,False
2017-01-07,63,False
2017-01-08,61,False
2017-01-09,58,False
2017-01-10,55,False
2017-01-11,56,False
2017-01-12,57,False
2017-01-13,62,False
2017-01-14,60,False
2017-01-15,58,False
2017-01-16,58,False
2017-01-17,56,False
2017-01-18,56,False
2017-01-19,60,False
2017-01-20,59,False
2017-01-21,57,False
2017-01-22,57,False
2017-01-23,58,False
2017-01-24,57,False
2017-01-25,59,False
2017-01-26,57,False
2017-01-27,64,False
2017-01-28,58,False
2017-01-29,57,False
2017-01-30,56,False
2017-01-31,54,False
2017-02-01,59,False
2017-02-02,59,False
2017-02-03,58,False
2017-02-04,55,False
2017-02-05,56,False
2017-02-06,56,False
2017-02-07,59,False
2017-02-08,68,False
2017-02-09,69,False
2017-02-10,63,False
2017-02-11,58,False
2017-02-12,58,False
2017-02-13,62,False
2017-02-14,66,False
2017-02-15,62,False
2017-02-16,73,False
2017-02-17,72,False
2017-02-18,66,False
2017-02-19,63,False
2017-02-20,59,False
2017-02-21,64,False
2017-02-22,73,False
2017-02-23,83,False
2017-02-24,69,False
2017-02-25,64,False
2017-02-26,58,False
2017-02-27,68,False
2017-02-28,68,False
2017-03-01,60,False
2017-03-02,62,False
2017-03-03,60,False
2017-03-04,60,False
2017-03-05,68,False
2017-03-06,59,False
2017-03-07,60,False
2017-03-08,60,False
2017-03-09,58,False
2017-03-10,64,False
2017-03-11,64,False
2017-03-12,62,False
2017-03-13,59,False
2017-03-14,64,False
2017-03-15,61,False
2017-03-16,64,False
2017-03-17,61,False
2017-03-18,62,False
2017-03-19,61,False
2017-03-20,59,False
2017-03-21,59,False
2017-03-22,57,False
2017-03-23,57,False
2017-03-24,63,False
2017-03-25,63,False
2017-03-26,62,False
2017-03-27,61,False
2017-03-28,69,False
2017-03-29,64,False
2017-03-30,64,False
2017-03-31,65,False
2017-04-01,63,False
2017-04-02,65,False
2017-04-03,86,False
2017-04-04,94,False
2017-04-05,75,False
2017-04-06,70,False
2017-04-07,63,False
2017-04-08,67,False
2017-04-09,62,False
2017-04-10,86,False
2017-04-11,88,False
2017-04-12,75,False
2017-04-13,77,False
2017-04-14,81,False
2017-04-15,71,False
2017-04-16,71,False
2017-04-17,73,False
2017-04-18,70,False
2017-04-19,67,False
2017-04-20,70,False
2017-04-21,71,False
2017-04-22,65,False
2017-04-23,66,False
2017-04-24,67,False
2017-04-25,67,False
2017-04-26,68,False
2017-04-27,65,False
2017-04-28,63,False
2017-04-29,66,False
2017-04-30,68,False
2017-05-01,70,False
2017-05-02,69,False
2017-05-03,73,False
2017-05-04,81,False
2017-05-05,69,False
