date,Fiserv,isPartial
2013-11-06,41,False
2013-11-07,45,False
2013-11-08,38,False
2013-11-09,25,False
2013-11-10,24,False
2013-11-11,47,False
2013-11-12,44,False
2013-11-13,57,False
2013-11-14,61,False
2013-11-15,44,False
2013-11-16,21,False
2013-11-17,27,False
2013-11-18,43,False
2013-11-19,35,False
2013-11-20,58,False
2013-11-21,59,False
2013-11-22,42,False
2013-11-23,7,False
2013-11-24,24,False
2013-11-25,60,False
2013-11-26,52,False
2013-11-27,44,False
2013-11-28,22,False
2013-11-29,28,False
2013-11-30,17,False
2013-12-01,7,False
2013-12-02,40,False
2013-12-03,66,False
2013-12-04,29,False
2013-12-05,80,False
2013-12-06,55,False
2013-12-07,17,False
2013-12-08,17,False
2013-12-09,23,False
2013-12-10,52,False
2013-12-11,50,False
2013-12-12,45,False
2013-12-13,47,False
2013-12-14,35,False
2013-12-15,24,False
2013-12-16,66,False
2013-12-17,78,False
2013-12-18,75,False
2013-12-19,56,False
2013-12-20,49,False
2013-12-21,33,False
2013-12-22,15,False
2013-12-23,46,False
2013-12-24,15,False
2013-12-25,20,False
2013-12-26,14,False
2013-12-27,33,False
2013-12-28,11,False
2013-12-29,18,False
2013-12-30,38,False
2013-12-31,43,False
2014-01-01,30,False
2014-01-02,37,False
2014-01-03,61,False
2014-01-04,30,False
2014-01-05,30,False
2014-01-06,56,False
2014-01-07,37,False
2014-01-08,46,False
2014-01-09,46,False
2014-01-10,41,False
2014-01-11,13,False
2014-01-12,13,False
2014-01-13,39,False
2014-01-14,100,False
2014-01-15,67,False
2014-01-16,51,False
2014-01-17,83,False
2014-01-18,13,False
2014-01-19,20,False
2014-01-20,56,False
2014-01-21,50,False
2014-01-22,59,False
2014-01-23,51,False
2014-01-24,76,False
2014-01-25,16,False
2014-01-26,20,False
2014-01-27,44,False
2014-01-28,56,False
2014-01-29,36,False
2014-01-30,63,False
2014-01-31,56,False
2014-02-01,30,False
2014-02-02,32,False
2014-02-03,64,False
2014-02-04,83,False
2014-02-05,53,False
2014-02-06,66,False
2014-02-07,53,False
2014-02-08,36,False
2014-02-09,35,False
2014-02-10,49,False
2014-02-11,64,False
2014-02-12,42,False
2014-02-13,36,False
2014-02-14,52,False
2014-02-15,23,False
2014-02-16,23,False
2014-02-17,40,False
2014-02-18,77,False
2014-02-19,45,False
2014-02-20,82,False
2014-02-21,94,False
2014-02-22,32,False
2014-02-23,13,False
