date,Fiserv,isPartial
2013-06-29,23,False
2013-06-30,11,False
2013-07-01,48,False
2013-07-02,39,False
2013-07-03,64,False
2013-07-04,16,False
2013-07-05,30,False
2013-07-06,12,False
2013-07-07,15,False
2013-07-08,77,False
2013-07-09,30,False
2013-07-10,56,False
2013-07-11,81,False
2013-07-12,53,False
2013-07-13,11,False
2013-07-14,33,False
2013-07-15,46,False
2013-07-16,33,False
2013-07-17,56,False
2013-07-18,51,False
2013-07-19,32,False
2013-07-20,30,False
2013-07-21,8,False
2013-07-22,88,False
2013-07-23,58,False
2013-07-24,81,False
2013-07-25,66,False
2013-07-26,96,False
2013-07-27,23,False
2013-07-28,19,False
2013-07-29,51,False
2013-07-30,66,False
2013-07-31,58,False
2013-08-01,68,False
2013-08-02,72,False
2013-08-03,30,False
2013-08-04,22,False
2013-08-05,56,False
2013-08-06,56,False
2013-08-07,56,False
2013-08-08,54,False
2013-08-09,55,False
2013-08-10,22,False
2013-08-11,38,False
2013-08-12,46,False
2013-08-13,54,False
2013-08-14,74,False
2013-08-15,39,False
2013-08-16,45,False
2013-08-17,30,False
2013-08-18,18,False
2013-08-19,45,False
2013-08-20,73,False
2013-08-21,57,False
2013-08-22,49,False
2013-08-23,38,False
2013-08-24,15,False
2013-08-25,18,False
2013-08-26,73,False
2013-08-27,38,False
2013-08-28,48,False
2013-08-29,45,False
2013-08-30,34,False
2013-08-31,25,False
2013-09-01,21,False
2013-09-02,12,False
2013-09-03,58,False
2013-09-04,53,False
2013-09-05,51,False
2013-09-06,74,False
2013-09-07,32,False
2013-09-08,17,False
2013-09-09,58,False
2013-09-10,51,False
2013-09-11,72,False
2013-09-12,57,False
2013-09-13,57,False
2013-09-14,21,False
2013-09-15,20,False
2013-09-16,51,False
2013-09-17,85,False
2013-09-18,64,False
2013-09-19,60,False
2013-09-20,55,False
2013-09-21,14,False
2013-09-22,20,False
2013-09-23,43,False
2013-09-24,54,False
2013-09-25,55,False
2013-09-26,53,False
2013-09-27,34,False
2013-09-28,17,False
2013-09-29,20,False
2013-09-30,43,False
