date,Fiserv,isPartial
2015-04-10,69,False
2015-04-11,22,False
2015-04-12,45,False
2015-04-13,46,False
2015-04-14,56,False
2015-04-15,47,False
2015-04-16,71,False
2015-04-17,62,False
2015-04-18,26,False
2015-04-19,29,False
2015-04-20,80,False
2015-04-21,56,False
2015-04-22,60,False
2015-04-23,63,False
2015-04-24,58,False
2015-04-25,11,False
2015-04-26,29,False
2015-04-27,77,False
2015-04-28,73,False
2015-04-29,67,False
2015-04-30,38,False
2015-05-01,45,False
2015-05-02,15,False
2015-05-03,29,False
2015-05-04,59,False
2015-05-05,37,False
2015-05-06,52,False
2015-05-07,41,False
2015-05-08,53,False
2015-05-09,22,False
2015-05-10,22,False
2015-05-11,95,False
2015-05-12,72,False
2015-05-13,64,False
2015-05-14,76,False
2015-05-15,90,False
2015-05-16,33,False
2015-05-17,33,False
2015-05-18,57,False
2015-05-19,79,False
2015-05-20,73,False
2015-05-21,69,False
2015-05-22,52,False
2015-05-23,37,False
2015-05-24,15,False
2015-05-25,35,False
2015-05-26,85,False
2015-05-27,82,False
2015-05-28,31,False
2015-05-29,48,False
2015-05-30,22,False
2015-05-31,18,False
2015-06-01,76,False
2015-06-02,49,False
2015-06-03,55,False
2015-06-04,55,False
2015-06-05,66,False
2015-06-06,33,False
2015-06-07,18,False
2015-06-08,51,False
2015-06-09,57,False
2015-06-10,52,False
2015-06-11,59,False
2015-06-12,58,False
2015-06-13,37,False
2015-06-14,18,False
2015-06-15,58,False
2015-06-16,52,False
2015-06-17,40,False
2015-06-18,78,False
2015-06-19,72,False
2015-06-20,30,False
2015-06-21,33,False
2015-06-22,74,False
2015-06-23,55,False
2015-06-24,65,False
2015-06-25,47,False
2015-06-26,45,False
2015-06-27,26,False
2015-06-28,26,False
2015-06-29,87,False
2015-06-30,100,False
2015-07-01,75,False
2015-07-02,83,False
2015-07-03,30,False
2015-07-04,38,False
2015-07-05,38,False
2015-07-06,55,False
2015-07-07,67,False
2015-07-08,43,False
2015-07-09,66,False
2015-07-10,51,False
2015-07-11,26,False
2015-07-12,15,False
2015-07-13,67,False
2015-07-14,78,False
2015-07-15,78,False
2015-07-16,64,False
2015-07-17,70,False
2015-07-18,16,False
2015-07-19,20,False
2015-07-20,58,False
2015-07-21,81,False
2015-07-22,71,False
2015-07-23,72,False
2015-07-24,56,False
2015-07-25,18,False
2015-07-26,15,False
2015-07-27,77,False
2015-07-28,55,False
2015-07-29,77,False
2015-07-30,81,False
2015-07-31,58,False
2015-08-01,15,False
2015-08-02,18,False
2015-08-03,74,False
2015-08-04,67,False
2015-08-05,56,False
2015-08-06,41,False
2015-08-07,36,False
2015-08-08,29,False
2015-08-09,18,False
2015-08-10,65,False
2015-08-11,71,False
2015-08-12,60,False
2015-08-13,52,False
2015-08-14,54,False
2015-08-15,37,False
2015-08-16,22,False
2015-08-17,43,False
2015-08-18,52,False
2015-08-19,84,False
2015-08-20,46,False
2015-08-21,54,False
2015-08-22,40,False
2015-08-23,28,False
2015-08-24,71,False
2015-08-25,87,False
2015-08-26,88,False
2015-08-27,88,False
2015-08-28,41,False
2015-08-29,22,False
2015-08-30,18,False
2015-08-31,55,False
2015-09-01,80,False
2015-09-02,48,False
2015-09-03,45,False
2015-09-04,37,False
2015-09-05,18,False
2015-09-06,7,False
2015-09-07,18,False
2015-09-08,74,False
2015-09-09,74,False
2015-09-10,42,False
2015-09-11,65,False
2015-09-12,31,False
2015-09-13,13,False
2015-09-14,64,False
2015-09-15,73,False
2015-09-16,68,False
2015-09-17,91,False
2015-09-18,70,False
2015-09-19,31,False
2015-09-20,27,False
2015-09-21,52,False
2015-09-22,38,False
2015-09-23,88,False
2015-09-24,79,False
2015-09-25,78,False
2015-09-26,24,False
2015-09-27,48,False
2015-09-28,68,False
2015-09-29,58,False
2015-09-30,90,False
2015-10-01,73,False
2015-10-02,37,False
2015-10-03,24,False
2015-10-04,13,False
2015-10-05,89,False
2015-10-06,72,False
2015-10-07,81,False
2015-10-08,64,False
2015-10-09,51,False
2015-10-10,51,False
2015-10-11,17,False
2015-10-12,56,False
2015-10-13,65,False
2015-10-14,65,False
2015-10-15,49,False
2015-10-16,72,False
2015-10-17,31,False
2015-10-18,3,False
2015-10-19,48,False
2015-10-20,45,False
2015-10-21,64,False
2015-10-22,66,False
2015-10-23,73,False
2015-10-24,20,False
2015-10-25,13,False
2015-10-26,56,False
2015-10-27,76,False
2015-10-28,68,False
2015-10-29,70,False
2015-10-30,51,False
2015-10-31,17,False
2015-11-01,21,False
2015-11-02,58,False
2015-11-03,73,False
2015-11-04,51,False
2015-11-05,63,False
2015-11-06,59,False
2015-11-07,37,False
2015-11-08,23,False
2015-11-09,68,False
2015-11-10,54,False
2015-11-11,65,False
2015-11-12,47,False
2015-11-13,57,False
2015-11-14,20,False
2015-11-15,27,False
2015-11-16,62,False
2015-11-17,51,False
2015-11-18,62,False
2015-11-19,40,False
2015-11-20,56,False
2015-11-21,23,False
2015-11-22,3,False
2015-11-23,77,False
2015-11-24,42,False
2015-11-25,60,False
2015-11-26,42,False
2015-11-27,12,False
2015-11-28,20,False
2015-11-29,19,False
2015-11-30,50,False
2015-12-01,50,False
2015-12-02,48,False
2015-12-03,54,False
2015-12-04,54,False
2015-12-05,45,False
2015-12-06,26,False
2015-12-07,51,False
2015-12-08,69,False
2015-12-09,54,False
2015-12-10,61,False
2015-12-11,42,False
2015-12-12,17,False
2015-12-13,20,False
2015-12-14,34,False
2015-12-15,65,False
2015-12-16,77,False
2015-12-17,45,False
2015-12-18,38,False
2015-12-19,32,False
2015-12-20,14,False
2015-12-21,52,False
2015-12-22,53,False
2015-12-23,51,False
2015-12-24,11,False
2015-12-25,8,False
2015-12-26,18,False
