date,Fiserv,isPartial
2013-02-19,32,False
2013-02-20,21,False
2013-02-21,16,False
2013-02-22,31,False
2013-02-23,10,False
2013-02-24,13,False
2013-02-25,19,False
2013-02-26,33,False
2013-02-27,23,False
2013-02-28,34,False
2013-03-01,17,False
2013-03-02,16,False
2013-03-03,7,False
2013-03-04,26,False
2013-03-05,26,False
2013-03-06,19,False
2013-03-07,15,False
2013-03-08,19,False
2013-03-09,16,False
2013-03-10,11,False
2013-03-11,18,False
2013-03-12,32,False
2013-03-13,24,False
2013-03-14,34,False
2013-03-15,26,False
2013-03-16,3,False
2013-03-17,11,False
2013-03-18,19,False
2013-03-19,100,False
2013-03-20,39,False
2013-03-21,22,False
2013-03-22,27,False
2013-03-23,3,False
2013-03-24,11,False
2013-03-25,32,False
2013-03-26,30,False
2013-03-27,28,False
2013-03-28,33,False
2013-03-29,20,False
2013-03-30,10,False
2013-03-31,16,False
2013-04-01,29,False
2013-04-02,49,False
2013-04-03,31,False
2013-04-04,32,False
2013-04-05,71,False
2013-04-06,10,False
2013-04-07,11,False
2013-04-08,20,False
2013-04-09,19,False
2013-04-10,33,False
2013-04-11,32,False
2013-04-12,29,False
2013-04-13,10,False
2013-04-14,15,False
2013-04-15,26,False
2013-04-16,92,False
2013-04-17,41,False
2013-04-18,22,False
2013-04-19,14,False
2013-04-20,12,False
2013-04-21,5,False
2013-04-22,19,False
2013-04-23,33,False
2013-04-24,21,False
2013-04-25,30,False
2013-04-26,27,False
2013-04-27,7,False
2013-04-28,5,False
2013-04-29,31,False
2013-04-30,26,False
2013-05-01,26,False
2013-05-02,24,False
2013-05-03,16,False
2013-05-04,10,False
2013-05-05,7,False
2013-05-06,24,False
2013-05-07,30,False
2013-05-08,33,False
2013-05-09,39,False
2013-05-10,25,False
2013-05-11,15,False
2013-05-12,2,False
2013-05-13,35,False
2013-05-14,35,False
2013-05-15,26,False
2013-05-16,15,False
2013-05-17,29,False
2013-05-18,13,False
2013-05-19,15,False
2013-05-20,22,False
2013-05-21,27,False
2013-05-22,24,False
2013-05-23,26,False
2013-05-24,21,False
2013-05-25,3,False
2013-05-26,2,False
2013-05-27,13,False
2013-05-28,20,False
2013-05-29,25,False
2013-05-30,31,False
2013-05-31,20,False
2013-06-01,13,False
2013-06-02,15,False
2013-06-03,52,False
2013-06-04,32,False
2013-06-05,14,False
2013-06-06,29,False
2013-06-07,16,False
2013-06-08,12,False
2013-06-09,7,False
2013-06-10,24,False
