date,Fiserv,isPartial
2014-03-16,28,False
2014-03-17,59,False
2014-03-18,88,False
2014-03-19,59,False
2014-03-20,66,False
2014-03-21,69,False
2014-03-22,18,False
2014-03-23,20,False
2014-03-24,47,False
2014-03-25,52,False
2014-03-26,85,False
2014-03-27,48,False
2014-03-28,46,False
2014-03-29,14,False
2014-03-30,21,False
2014-03-31,45,False
2014-04-01,62,False
2014-04-02,66,False
2014-04-03,72,False
2014-04-04,31,False
2014-04-05,14,False
2014-04-06,17,False
2014-04-07,68,False
2014-04-08,62,False
2014-04-09,48,False
2014-04-10,100,False
2014-04-11,47,False
2014-04-12,36,False
2014-04-13,32,False
2014-04-14,75,False
2014-04-15,78,False
2014-04-16,61,False
2014-04-17,80,False
2014-04-18,49,False
2014-04-19,48,False
2014-04-20,15,False
2014-04-21,45,False
2014-04-22,50,False
2014-04-23,84,False
2014-04-24,63,False
2014-04-25,53,False
2014-04-26,25,False
2014-04-27,24,False
2014-04-28,47,False
2014-04-29,82,False
2014-04-30,75,False
2014-05-01,56,False
2014-05-02,48,False
2014-05-03,25,False
2014-05-04,28,False
2014-05-05,42,False
2014-05-06,65,False
2014-05-07,71,False
2014-05-08,66,False
2014-05-09,60,False
2014-05-10,7,False
2014-05-11,21,False
2014-05-12,38,False
2014-05-13,71,False
2014-05-14,42,False
2014-05-15,66,False
2014-05-16,34,False
2014-05-17,14,False
2014-05-18,11,False
2014-05-19,57,False
2014-05-20,77,False
2014-05-21,49,False
2014-05-22,66,False
2014-05-23,58,False
2014-05-24,20,False
2014-05-25,32,False
2014-05-26,30,False
2014-05-27,73,False
2014-05-28,55,False
2014-05-29,60,False
2014-05-30,56,False
2014-05-31,4,False
2014-06-01,8,False
2014-06-02,65,False
2014-06-03,58,False
2014-06-04,91,False
2014-06-05,46,False
2014-06-06,59,False
2014-06-07,21,False
2014-06-08,37,False
2014-06-09,43,False
2014-06-10,57,False
2014-06-11,56,False
2014-06-12,81,False
2014-06-13,48,False
2014-06-14,16,False
2014-06-15,8,False
2014-06-16,30,False
2014-06-17,46,False
2014-06-18,46,False
2014-06-19,51,False
2014-06-20,39,False
2014-06-21,41,False
2014-06-22,12,False
2014-06-23,50,False
2014-06-24,43,False
2014-06-25,56,False
2014-06-26,51,False
2014-06-27,46,False
2014-06-28,16,False
2014-06-29,8,False
2014-06-30,40,False
2014-07-01,50,False
2014-07-02,65,False
2014-07-03,52,False
2014-07-04,29,False
2014-07-05,17,False
2014-07-06,20,False
2014-07-07,47,False
2014-07-08,36,False
2014-07-09,82,False
2014-07-10,58,False
2014-07-11,25,False
2014-07-12,32,False
2014-07-13,28,False
2014-07-14,43,False
2014-07-15,56,False
2014-07-16,72,False
2014-07-17,61,False
2014-07-18,53,False
2014-07-19,12,False
2014-07-20,29,False
2014-07-21,40,False
2014-07-22,64,False
2014-07-23,65,False
2014-07-24,58,False
2014-07-25,64,False
2014-07-26,33,False
2014-07-27,25,False
2014-07-28,71,False
2014-07-29,51,False
2014-07-30,51,False
2014-07-31,68,False
2014-08-01,53,False
2014-08-02,16,False
2014-08-03,37,False
2014-08-04,70,False
2014-08-05,80,False
2014-08-06,74,False
2014-08-07,63,False
2014-08-08,60,False
2014-08-09,33,False
2014-08-10,12,False
2014-08-11,53,False
2014-08-12,76,False
2014-08-13,49,False
2014-08-14,44,False
2014-08-15,51,False
2014-08-16,8,False
2014-08-17,16,False
2014-08-18,53,False
2014-08-19,56,False
2014-08-20,60,False
2014-08-21,59,False
2014-08-22,45,False
2014-08-23,27,False
2014-08-24,0,False
2014-08-25,92,False
2014-08-26,42,False
2014-08-27,45,False
2014-08-28,63,False
2014-08-29,31,False
2014-08-30,16,False
2014-08-31,15,False
2014-09-01,19,False
2014-09-02,59,False
2014-09-03,66,False
2014-09-04,51,False
2014-09-05,79,False
2014-09-06,34,False
2014-09-07,30,False
2014-09-08,60,False
2014-09-09,44,False
2014-09-10,72,False
2014-09-11,67,False
2014-09-12,76,False
2014-09-13,34,False
2014-09-14,37,False
2014-09-15,65,False
2014-09-16,44,False
2014-09-17,86,False
2014-09-18,63,False
2014-09-19,43,False
2014-09-20,15,False
2014-09-21,18,False
2014-09-22,49,False
2014-09-23,46,False
2014-09-24,62,False
2014-09-25,92,False
2014-09-26,70,False
2014-09-27,31,False
2014-09-28,30,False
2014-09-29,59,False
2014-09-30,50,False
2014-10-01,47,False
2014-10-02,48,False
2014-10-03,57,False
2014-10-04,8,False
2014-10-05,45,False
2014-10-06,62,False
2014-10-07,71,False
2014-10-08,40,False
2014-10-09,69,False
2014-10-10,29,False
2014-10-11,34,False
2014-10-12,15,False
2014-10-13,80,False
2014-10-14,73,False
2014-10-15,40,False
2014-10-16,62,False
2014-10-17,39,False
2014-10-18,11,False
2014-10-19,22,False
2014-10-20,46,False
2014-10-21,55,False
2014-10-22,49,False
2014-10-23,75,False
2014-10-24,71,False
2014-10-25,22,False
2014-10-26,32,False
2014-10-27,57,False
2014-10-28,61,False
2014-10-29,61,False
2014-10-30,44,False
2014-10-31,52,False
2014-11-01,22,False
2014-11-02,22,False
2014-11-03,55,False
2014-11-04,54,False
2014-11-05,48,False
2014-11-06,71,False
2014-11-07,48,False
2014-11-08,11,False
2014-11-09,21,False
2014-11-10,64,False
2014-11-11,64,False
2014-11-12,45,False
2014-11-13,57,False
2014-11-14,44,False
2014-11-15,14,False
2014-11-16,31,False
2014-11-17,62,False
2014-11-18,52,False
2014-11-19,56,False
2014-11-20,71,False
2014-11-21,50,False
2014-11-22,7,False
2014-11-23,17,False
2014-11-24,42,False
2014-11-25,62,False
2014-11-26,49,False
2014-11-27,19,False
2014-11-28,19,False
2014-11-29,4,False
2014-11-30,21,False
2014-12-01,41,False
