date,SWKS stock
2017-05-29,0
2017-05-30,8
2017-05-31,32
2017-06-01,42
2017-06-02,44
2017-06-03,0
2017-06-04,0
2017-06-05,57
2017-06-06,41
2017-06-07,16
2017-06-08,8
2017-06-09,34
2017-06-10,0
2017-06-11,0
2017-06-12,16
2017-06-13,24
2017-06-14,8
2017-06-15,8
2017-06-16,77
2017-06-17,0
2017-06-18,20
2017-06-19,0
2017-06-20,16
2017-06-21,55
2017-06-22,16
2017-06-23,16
2017-06-24,0
2017-06-25,0
2017-06-26,25
2017-06-27,34
2017-06-28,51
2017-06-29,17
2017-06-30,44
2017-07-01,0
2017-07-02,0
2017-07-03,17
2017-07-04,0
2017-07-05,35
2017-07-06,0
2017-07-07,44
2017-07-08,0
2017-07-09,0
2017-07-10,25
2017-07-11,8
2017-07-12,17
2017-07-13,34
2017-07-14,26
2017-07-15,0
2017-07-16,0
2017-07-17,33
2017-07-18,17
2017-07-19,25
2017-07-20,100
2017-07-21,61
2017-07-22,10
2017-07-23,0
2017-07-24,8
2017-07-25,58
2017-07-26,16
2017-07-27,58
2017-07-28,34
2017-07-29,10
2017-07-30,0
2017-07-31,25
2017-08-01,47
2017-08-02,39
2017-08-03,33
2017-08-04,25
2017-08-05,0
2017-08-06,0
2017-08-07,48
2017-08-08,54
2017-08-09,16
2017-08-10,25
2017-08-11,0
2017-08-12,9
2017-08-13,19
2017-08-14,8
2017-08-15,17
2017-08-16,40
2017-08-17,8
2017-08-18,17
2017-08-19,0
2017-08-20,9
2017-08-21,0
2017-08-22,8
2017-08-23,8
2017-08-24,16
2017-08-25,17
2017-08-26,0
2017-08-27,0
2017-08-28,0
2017-08-29,32
2017-08-30,24
2017-08-31,8
2017-09-01,8
2017-09-02,0
2017-09-03,0
2017-09-04,0
2017-09-05,39
2017-09-06,31
2017-09-07,16
2017-09-08,8
2017-09-09,9
2017-09-10,0
2017-09-11,8
2017-09-12,47
2017-09-13,47
2017-09-14,16
2017-09-15,16
2017-09-16,9
2017-09-17,9
2017-09-18,31
2017-09-19,8
2017-09-20,32
2017-09-21,24
2017-09-22,58
2017-09-23,0
2017-09-24,0
2017-09-25,31
2017-09-26,16
2017-09-27,39
2017-09-28,40
2017-09-29,17
2017-09-30,0
2017-10-01,18
2017-10-02,31
2017-10-03,39
2017-10-04,16
2017-10-05,16
2017-10-06,16
2017-10-07,18
2017-10-08,0
2017-10-09,31
2017-10-10,23
2017-10-11,0
2017-10-12,24
2017-10-13,16
2017-10-14,0
2017-10-15,0
2017-10-16,23
2017-10-17,23
2017-10-18,16
2017-10-19,8
2017-10-20,25
2017-10-21,9
2017-10-22,0
2017-10-23,46
2017-10-24,15
2017-10-25,31
2017-10-26,24
2017-10-27,8
2017-10-28,9
2017-10-29,0
2017-10-30,54
2017-10-31,55
2017-11-01,24
2017-11-02,16
2017-11-03,48
2017-11-04,9
2017-11-05,0
2017-11-06,38
2017-11-07,68
2017-11-08,38
2017-11-09,31
2017-11-10,39
2017-11-11,0
2017-11-12,9
2017-11-13,15
2017-11-14,23
2017-11-15,30
2017-11-16,0
2017-11-17,16
2017-11-18,0
2017-11-19,0
2017-11-20,0
2017-11-21,23
2017-11-22,31
2017-11-23,0
2017-11-24,8
2017-11-25,9
2017-11-26,0
2017-11-27,15
2017-11-28,15
2017-11-29,23
2017-11-30,23
2017-12-01,24
2017-12-02,0
2017-12-03,0
2017-12-04,37
2017-12-05,8
2017-12-06,30
2017-12-07,61
2017-12-08,56
2017-12-09,0
2017-12-10,9
2017-12-11,22
2017-12-12,8
2017-12-13,30
2017-12-14,54
2017-12-15,24
2017-12-16,0
2017-12-17,9
2017-12-18,54
2017-12-19,31
2017-12-20,24
2017-12-21,0
2017-12-22,9
2017-12-23,19
2017-12-24,0
2017-12-25,0
2017-12-26,17
2017-12-27,17
2017-12-28,0
2017-12-29,68
2017-12-30,0
2017-12-31,0
2018-01-01,9
2018-01-02,47
2018-01-03,8
2018-01-04,39
2018-01-05,24
2018-01-06,9
2018-01-07,9
2018-01-08,30
2018-01-09,15
2018-01-10,15
2018-01-11,23
2018-01-12,8
2018-01-13,9
2018-01-14,8
2018-01-15,15
2018-01-16,22
2018-01-17,7
2018-01-18,22
2018-01-19,39
2018-01-20,17
2018-01-21,0
2018-01-22,29
2018-01-23,44
2018-01-24,36
2018-01-25,30
2018-01-26,23
2018-01-27,0
2018-01-28,0
2018-01-29,15
2018-01-30,7
2018-01-31,22
2018-02-01,15
2018-02-02,46
2018-02-03,25
2018-02-04,8
2018-02-05,44
2018-02-06,59
2018-02-07,51
2018-02-08,22
2018-02-09,30
2018-02-10,8
2018-02-11,0
2018-02-12,52
2018-02-13,45
