date,SWKS stock
2015-08-18,40
2015-08-19,23
2015-08-20,86
2015-08-21,65
2015-08-22,14
2015-08-23,20
2015-08-24,88
2015-08-25,61
2015-08-26,62
2015-08-27,45
2015-08-28,41
2015-08-29,41
2015-08-30,0
2015-08-31,33
2015-09-01,27
2015-09-02,55
2015-09-03,11
2015-09-04,46
2015-09-05,0
2015-09-06,13
2015-09-07,11
2015-09-08,60
2015-09-09,60
2015-09-10,22
2015-09-11,34
2015-09-12,26
2015-09-13,13
2015-09-14,33
2015-09-15,16
2015-09-16,33
2015-09-17,27
2015-09-18,23
2015-09-19,0
2015-09-20,0
2015-09-21,43
2015-09-22,16
2015-09-23,0
2015-09-24,11
2015-09-25,69
2015-09-26,0
2015-09-27,13
2015-09-28,27
2015-09-29,32
2015-09-30,11
2015-10-01,16
2015-10-02,11
2015-10-03,13
2015-10-04,13
2015-10-05,48
2015-10-06,32
2015-10-07,54
2015-10-08,38
2015-10-09,95
2015-10-10,19
2015-10-11,13
2015-10-12,39
2015-10-13,27
2015-10-14,64
2015-10-15,27
2015-10-16,28
2015-10-17,0
2015-10-18,0
2015-10-19,26
2015-10-20,21
2015-10-21,32
2015-10-22,32
2015-10-23,51
2015-10-24,13
2015-10-25,0
2015-10-26,58
2015-10-27,37
2015-10-28,26
2015-10-29,32
2015-10-30,45
2015-10-31,13
2015-11-01,13
2015-11-02,43
2015-11-03,48
2015-11-04,85
2015-11-05,64
2015-11-06,78
2015-11-07,37
2015-11-08,0
2015-11-09,37
2015-11-10,16
2015-11-11,60
2015-11-12,27
2015-11-13,45
2015-11-14,31
2015-11-15,0
2015-11-16,21
2015-11-17,63
2015-11-18,48
2015-11-19,11
2015-11-20,33
2015-11-21,0
2015-11-22,12
2015-11-23,37
2015-11-24,47
2015-11-25,27
2015-11-26,0
2015-11-27,34
2015-11-28,12
2015-11-29,0
2015-11-30,21
2015-12-01,26
2015-12-02,31
2015-12-03,38
2015-12-04,33
2015-12-05,25
2015-12-06,13
2015-12-07,32
2015-12-08,32
2015-12-09,32
2015-12-10,27
2015-12-11,50
2015-12-12,12
2015-12-13,0
2015-12-14,32
2015-12-15,60
2015-12-16,33
2015-12-17,11
2015-12-18,30
2015-12-19,0
2015-12-20,13
2015-12-21,56
2015-12-22,12
2015-12-23,24
2015-12-24,34
2015-12-25,0
2015-12-26,0
2015-12-27,20
2015-12-28,23
2015-12-29,35
2015-12-30,18
2015-12-31,20
2016-01-01,22
2016-01-02,0
2016-01-03,0
2016-01-04,58
2016-01-05,46
2016-01-06,46
2016-01-07,64
2016-01-08,18
2016-01-09,26
2016-01-10,25
2016-01-11,67
2016-01-12,39
2016-01-13,51
2016-01-14,67
2016-01-15,29
2016-01-16,0
2016-01-17,13
2016-01-18,11
2016-01-19,39
2016-01-20,45
2016-01-21,46
2016-01-22,35
2016-01-23,26
2016-01-24,0
2016-01-25,45
2016-01-26,28
2016-01-27,34
2016-01-28,45
2016-01-29,64
2016-01-30,0
2016-01-31,13
2016-02-01,56
2016-02-02,33
2016-02-03,22
2016-02-04,46
2016-02-05,41
2016-02-06,13
2016-02-07,26
2016-02-08,45
2016-02-09,46
2016-02-10,67
2016-02-11,79
2016-02-12,23
2016-02-13,13
2016-02-14,13
2016-02-15,11
2016-02-16,61
2016-02-17,33
2016-02-18,33
2016-02-19,34
2016-02-20,13
2016-02-21,19
2016-02-22,44
2016-02-23,66
2016-02-24,33
2016-02-25,39
2016-02-26,34
2016-02-27,0
2016-02-28,0
2016-02-29,38
2016-03-01,43
2016-03-02,38
2016-03-03,44
2016-03-04,46
2016-03-05,13
2016-03-06,12
2016-03-07,65
2016-03-08,38
2016-03-09,39
2016-03-10,28
2016-03-11,23
2016-03-12,51
2016-03-13,12
2016-03-14,39
2016-03-15,39
2016-03-16,22
2016-03-17,57
2016-03-18,29
2016-03-19,25
2016-03-20,0
2016-03-21,22
2016-03-22,67
2016-03-23,29
2016-03-24,24
2016-03-25,19
2016-03-26,13
2016-03-27,13
2016-03-28,17
2016-03-29,11
2016-03-30,50
2016-03-31,17
2016-04-01,52
2016-04-02,0
2016-04-03,13
2016-04-04,55
2016-04-05,11
2016-04-06,28
2016-04-07,28
2016-04-08,41
2016-04-09,0
2016-04-10,0
2016-04-11,39
2016-04-12,22
2016-04-13,62
2016-04-14,28
2016-04-15,23
2016-04-16,13
2016-04-17,13
2016-04-18,28
2016-04-19,22
2016-04-20,33
2016-04-21,28
2016-04-22,29
2016-04-23,26
2016-04-24,12
2016-04-25,22
2016-04-26,44
2016-04-27,22
2016-04-28,46
2016-04-29,100
2016-04-30,13
2016-05-01,0
2016-05-02,23
2016-05-03,28
2016-05-04,28
