date,SWKS stock
2016-09-11,6
2016-09-12,17
2016-09-13,16
2016-09-14,52
2016-09-15,28
2016-09-16,29
2016-09-17,0
2016-09-18,12
2016-09-19,11
2016-09-20,8
2016-09-21,14
2016-09-22,17
2016-09-23,26
2016-09-24,0
2016-09-25,0
2016-09-26,11
2016-09-27,5
2016-09-28,8
2016-09-29,11
2016-09-30,23
2016-10-01,6
2016-10-02,6
2016-10-03,8
2016-10-04,5
2016-10-05,13
2016-10-06,30
2016-10-07,17
2016-10-08,0
2016-10-09,0
2016-10-10,14
2016-10-11,13
2016-10-12,22
2016-10-13,16
2016-10-14,14
2016-10-15,6
2016-10-16,0
2016-10-17,11
2016-10-18,11
2016-10-19,21
2016-10-20,21
2016-10-21,6
2016-10-22,0
2016-10-23,0
2016-10-24,19
2016-10-25,16
2016-10-26,11
2016-10-27,19
2016-10-28,14
2016-10-29,0
2016-10-30,0
2016-10-31,11
2016-11-01,11
2016-11-02,19
2016-11-03,18
2016-11-04,22
2016-11-05,6
2016-11-06,0
2016-11-07,16
2016-11-08,13
2016-11-09,19
2016-11-10,5
2016-11-11,6
2016-11-12,0
2016-11-13,0
2016-11-14,18
2016-11-15,16
2016-11-16,16
2016-11-17,11
2016-11-18,16
2016-11-19,6
2016-11-20,6
2016-11-21,10
2016-11-22,18
2016-11-23,8
2016-11-24,5
2016-11-25,11
2016-11-26,0
2016-11-27,12
2016-11-28,25
2016-11-29,25
2016-11-30,28
2016-12-01,16
2016-12-02,13
2016-12-03,6
2016-12-04,0
2016-12-05,14
2016-12-06,10
2016-12-07,15
2016-12-08,21
2016-12-09,32
2016-12-10,0
2016-12-11,6
2016-12-12,23
2016-12-13,23
2016-12-14,8
2016-12-15,13
2016-12-16,19
2016-12-17,12
2016-12-18,0
2016-12-19,11
2016-12-20,11
2016-12-21,8
2016-12-22,22
2016-12-23,9
2016-12-24,7
2016-12-25,0
2016-12-26,0
2016-12-27,14
2016-12-28,14
2016-12-29,6
2016-12-30,6
2016-12-31,13
2017-01-01,0
2017-01-02,0
2017-01-03,10
2017-01-04,5
2017-01-05,18
2017-01-06,24
2017-01-07,11
2017-01-08,6
2017-01-09,10
2017-01-10,15
2017-01-11,12
2017-01-12,13
2017-01-13,10
2017-01-14,6
2017-01-15,6
2017-01-16,10
2017-01-17,7
2017-01-18,12
2017-01-19,40
2017-01-20,100
2017-01-21,25
2017-01-22,11
2017-01-23,54
2017-01-24,49
2017-01-25,30
2017-01-26,42
2017-01-27,23
2017-01-28,6
2017-01-29,8
2017-01-30,22
2017-01-31,45
2017-02-01,36
2017-02-02,27
2017-02-03,23
2017-02-04,6
2017-02-05,6
2017-02-06,12
2017-02-07,20
2017-02-08,12
2017-02-09,10
2017-02-10,18
2017-02-11,11
2017-02-12,6
2017-02-13,17
2017-02-14,17
2017-02-15,10
2017-02-16,10
2017-02-17,22
2017-02-18,17
2017-02-19,11
2017-02-20,17
2017-02-21,32
2017-02-22,17
2017-02-23,32
2017-02-24,28
2017-02-25,0
2017-02-26,5
2017-02-27,14
2017-02-28,19
2017-03-01,28
2017-03-02,26
2017-03-03,15
2017-03-04,6
2017-03-05,5
2017-03-06,12
2017-03-07,25
2017-03-08,12
2017-03-09,14
2017-03-10,15
2017-03-11,11
2017-03-12,0
2017-03-13,29
2017-03-14,19
2017-03-15,34
2017-03-16,20
2017-03-17,8
2017-03-18,8
2017-03-19,5
2017-03-20,17
2017-03-21,24
2017-03-22,22
2017-03-23,25
2017-03-24,15
2017-03-25,0
2017-03-26,0
2017-03-27,27
2017-03-28,19
2017-03-29,12
2017-03-30,15
2017-03-31,8
2017-04-01,11
2017-04-02,0
2017-04-03,10
2017-04-04,17
2017-04-05,29
2017-04-06,22
2017-04-07,18
2017-04-08,17
2017-04-09,6
2017-04-10,22
2017-04-11,22
2017-04-12,18
2017-04-13,21
2017-04-14,8
2017-04-15,6
2017-04-16,6
2017-04-17,20
2017-04-18,19
2017-04-19,14
2017-04-20,24
2017-04-21,26
2017-04-22,11
2017-04-23,0
2017-04-24,27
2017-04-25,26
2017-04-26,17
2017-04-27,49
2017-04-28,38
2017-04-29,11
2017-04-30,0
2017-05-01,16
2017-05-02,34
2017-05-03,17
2017-05-04,37
2017-05-05,25
2017-05-06,14
2017-05-07,0
2017-05-08,19
2017-05-09,26
2017-05-10,19
2017-05-11,22
2017-05-12,20
2017-05-13,12
2017-05-14,0
2017-05-15,28
2017-05-16,29
2017-05-17,16
2017-05-18,34
2017-05-19,14
2017-05-20,12
2017-05-21,0
2017-05-22,16
2017-05-23,20
2017-05-24,13
2017-05-25,22
2017-05-26,14
2017-05-27,6
2017-05-28,6
2017-05-29,5
