date,SBUX stock
2013-11-06,47
2013-11-07,8
2013-11-08,42
2013-11-09,9
2013-11-10,9
2013-11-11,16
2013-11-12,39
2013-11-13,80
2013-11-14,32
2013-11-15,25
2013-11-16,0
2013-11-17,27
2013-11-18,39
2013-11-19,39
2013-11-20,31
2013-11-21,39
2013-11-22,64
2013-11-23,0
2013-11-24,18
2013-11-25,8
2013-11-26,38
2013-11-27,47
2013-11-28,8
2013-11-29,25
2013-11-30,9
2013-12-01,17
2013-12-02,30
2013-12-03,31
2013-12-04,31
2013-12-05,16
2013-12-06,32
2013-12-07,28
2013-12-08,9
2013-12-09,54
2013-12-10,54
2013-12-11,63
2013-12-12,48
2013-12-13,33
2013-12-14,9
2013-12-15,0
2013-12-16,16
2013-12-17,32
2013-12-18,24
2013-12-19,49
2013-12-20,35
2013-12-21,10
2013-12-22,20
2013-12-23,18
2013-12-24,39
2013-12-25,0
2013-12-26,0
2013-12-27,26
2013-12-28,10
2013-12-29,9
2013-12-30,51
2013-12-31,0
2014-01-01,10
2014-01-02,49
2014-01-03,49
2014-01-04,0
2014-01-05,9
2014-01-06,8
2014-01-07,23
2014-01-08,8
2014-01-09,61
2014-01-10,8
2014-01-11,0
2014-01-12,9
2014-01-13,23
2014-01-14,30
2014-01-15,30
2014-01-16,31
2014-01-17,24
2014-01-18,27
2014-01-19,9
2014-01-20,22
2014-01-21,30
2014-01-22,30
2014-01-23,37
2014-01-24,100
2014-01-25,9
2014-01-26,9
2014-01-27,22
2014-01-28,30
2014-01-29,30
2014-01-30,31
2014-01-31,31
2014-02-01,18
2014-02-02,0
2014-02-03,51
2014-02-04,52
2014-02-05,30
2014-02-06,41
2014-02-07,25
2014-02-08,26
2014-02-09,0
2014-02-10,44
2014-02-11,51
2014-02-12,0
2014-02-13,30
2014-02-14,38
2014-02-15,9
2014-02-16,0
2014-02-17,15
2014-02-18,52
2014-02-19,30
2014-02-20,8
2014-02-21,23
2014-02-22,9
2014-02-23,9
2014-02-24,7
2014-02-25,89
2014-02-26,51
2014-02-27,52
2014-02-28,71
2014-03-01,18
2014-03-02,9
2014-03-03,45
2014-03-04,53
2014-03-05,67
2014-03-06,30
2014-03-07,47
2014-03-08,0
2014-03-09,0
2014-03-10,38
2014-03-11,29
2014-03-12,30
2014-03-13,15
2014-03-14,39
2014-03-15,9
2014-03-16,9
2014-03-17,30
2014-03-18,29
2014-03-19,30
2014-03-20,37
2014-03-21,31
2014-03-22,17
2014-03-23,0
2014-03-24,43
2014-03-25,22
2014-03-26,30
2014-03-27,15
2014-03-28,54
2014-03-29,9
2014-03-30,17
2014-03-31,15
2014-04-01,22
2014-04-02,15
2014-04-03,22
2014-04-04,54
2014-04-05,18
2014-04-06,0
2014-04-07,29
2014-04-08,37
2014-04-09,52
2014-04-10,23
2014-04-11,16
2014-04-12,9
2014-04-13,0
2014-04-14,37
2014-04-15,30
2014-04-16,45
2014-04-17,56
2014-04-18,0
2014-04-19,0
2014-04-20,19
2014-04-21,8
2014-04-22,15
2014-04-23,37
2014-04-24,30
2014-04-25,63
2014-04-26,45
2014-04-27,0
2014-04-28,15
2014-04-29,22
2014-04-30,37
2014-05-01,16
2014-05-02,40
2014-05-03,18
2014-05-04,0
2014-05-05,30
2014-05-06,22
2014-05-07,29
2014-05-08,30
2014-05-09,55
2014-05-10,9
2014-05-11,9
2014-05-12,29
2014-05-13,22
2014-05-14,30
2014-05-15,30
2014-05-16,23
2014-05-17,18
2014-05-18,0
2014-05-19,7
2014-05-20,29
2014-05-21,32
2014-05-22,8
2014-05-23,59
2014-05-24,0
2014-05-25,20
2014-05-26,0
2014-05-27,40
2014-05-28,33
2014-05-29,17
2014-05-30,34
2014-05-31,0
2014-06-01,20
2014-06-02,24
2014-06-03,16
2014-06-04,24
2014-06-05,25
2014-06-06,69
2014-06-07,10
2014-06-08,20
2014-06-09,17
2014-06-10,25
2014-06-11,24
2014-06-12,8
2014-06-13,25
2014-06-14,10
2014-06-15,0
2014-06-16,49
2014-06-17,16
2014-06-18,25
2014-06-19,34
2014-06-20,35
2014-06-21,0
2014-06-22,0
2014-06-23,25
2014-06-24,24
2014-06-25,33
2014-06-26,34
2014-06-27,26
2014-06-28,41
2014-06-29,0
2014-06-30,17
2014-07-01,25
2014-07-02,26
2014-07-03,43
2014-07-04,9
2014-07-05,10
2014-07-06,10
2014-07-07,33
2014-07-08,41
2014-07-09,33
2014-07-10,17
2014-07-11,44
2014-07-12,0
2014-07-13,0
2014-07-14,42
2014-07-15,33
2014-07-16,26
2014-07-17,0
2014-07-18,9
2014-07-19,10
2014-07-20,10
2014-07-21,25
2014-07-22,33
2014-07-23,34
2014-07-24,51
