date,SBUX stock
2015-08-18,21
2015-08-19,34
2015-08-20,18
2015-08-21,32
2015-08-22,16
2015-08-23,9
2015-08-24,53
2015-08-25,41
2015-08-26,54
2015-08-27,37
2015-08-28,22
2015-08-29,25
2015-08-30,9
2015-08-31,15
2015-09-01,28
2015-09-02,20
2015-09-03,13
2015-09-04,32
2015-09-05,15
2015-09-06,6
2015-09-07,3
2015-09-08,15
2015-09-09,25
2015-09-10,23
2015-09-11,21
2015-09-12,12
2015-09-13,17
2015-09-14,15
2015-09-15,20
2015-09-16,22
2015-09-17,10
2015-09-18,21
2015-09-19,12
2015-09-20,9
2015-09-21,15
2015-09-22,17
2015-09-23,20
2015-09-24,31
2015-09-25,26
2015-09-26,6
2015-09-27,3
2015-09-28,7
2015-09-29,17
2015-09-30,27
2015-10-01,17
2015-10-02,21
2015-10-03,0
2015-10-04,3
2015-10-05,12
2015-10-06,24
2015-10-07,17
2015-10-08,25
2015-10-09,31
2015-10-10,12
2015-10-11,0
2015-10-12,25
2015-10-13,29
2015-10-14,27
2015-10-15,35
2015-10-16,33
2015-10-17,6
2015-10-18,11
2015-10-19,29
2015-10-20,34
2015-10-21,27
2015-10-22,27
2015-10-23,31
2015-10-24,9
2015-10-25,11
2015-10-26,24
2015-10-27,37
2015-10-28,24
2015-10-29,54
2015-10-30,52
2015-10-31,12
2015-11-01,3
2015-11-02,37
2015-11-03,31
2015-11-04,27
2015-11-05,24
2015-11-06,40
2015-11-07,32
2015-11-08,0
2015-11-09,22
2015-11-10,22
2015-11-11,35
2015-11-12,25
2015-11-13,23
2015-11-14,6
2015-11-15,6
2015-11-16,29
2015-11-17,39
2015-11-18,37
2015-11-19,35
2015-11-20,25
2015-11-21,6
2015-11-22,14
2015-11-23,39
2015-11-24,24
2015-11-25,22
2015-11-26,3
2015-11-27,15
2015-11-28,9
2015-11-29,6
2015-11-30,19
2015-12-01,19
2015-12-02,24
2015-12-03,27
2015-12-04,20
2015-12-05,17
2015-12-06,6
2015-12-07,20
2015-12-08,39
2015-12-09,39
2015-12-10,34
2015-12-11,20
2015-12-12,14
2015-12-13,11
2015-12-14,29
2015-12-15,15
2015-12-16,33
2015-12-17,29
2015-12-18,19
2015-12-19,3
2015-12-20,3
2015-12-21,13
2015-12-22,29
2015-12-23,25
2015-12-24,12
2015-12-25,0
2015-12-26,6
2015-12-27,3
2015-12-28,21
2015-12-29,27
2015-12-30,19
2015-12-31,12
2016-01-01,7
2016-01-02,6
2016-01-03,6
2016-01-04,37
2016-01-05,32
2016-01-06,32
2016-01-07,47
2016-01-08,49
2016-01-09,3
2016-01-10,3
2016-01-11,23
2016-01-12,31
2016-01-13,42
2016-01-14,28
2016-01-15,45
2016-01-16,9
2016-01-17,3
2016-01-18,8
2016-01-19,44
2016-01-20,59
2016-01-21,90
2016-01-22,62
2016-01-23,15
2016-01-24,9
2016-01-25,33
2016-01-26,18
2016-01-27,31
2016-01-28,36
2016-01-29,64
2016-01-30,12
2016-01-31,3
2016-02-01,28
2016-02-02,41
2016-02-03,21
2016-02-04,34
2016-02-05,32
2016-02-06,24
2016-02-07,3
2016-02-08,37
2016-02-09,21
2016-02-10,38
2016-02-11,46
2016-02-12,35
2016-02-13,18
2016-02-14,6
2016-02-15,10
2016-02-16,43
2016-02-17,36
2016-02-18,48
2016-02-19,24
2016-02-20,6
2016-02-21,9
2016-02-22,33
2016-02-23,40
2016-02-24,23
2016-02-25,41
2016-02-26,11
2016-02-27,20
2016-02-28,9
2016-02-29,37
2016-03-01,35
2016-03-02,30
2016-03-03,33
2016-03-04,24
2016-03-05,12
2016-03-06,3
2016-03-07,32
2016-03-08,43
2016-03-09,25
2016-03-10,31
2016-03-11,29
2016-03-12,3
2016-03-13,3
2016-03-14,28
2016-03-15,28
2016-03-16,41
2016-03-17,28
2016-03-18,41
2016-03-19,3
2016-03-20,17
2016-03-21,21
2016-03-22,15
2016-03-23,32
2016-03-24,25
2016-03-25,11
2016-03-26,6
2016-03-27,6
2016-03-28,19
2016-03-29,43
2016-03-30,33
2016-03-31,33
2016-04-01,27
2016-04-02,3
2016-04-03,9
2016-04-04,20
2016-04-05,15
2016-04-06,25
2016-04-07,33
2016-04-08,38
2016-04-09,0
2016-04-10,6
2016-04-11,30
2016-04-12,33
2016-04-13,44
2016-04-14,42
2016-04-15,29
2016-04-16,9
2016-04-17,6
2016-04-18,41
2016-04-19,28
2016-04-20,44
2016-04-21,65
2016-04-22,100
2016-04-23,9
2016-04-24,6
2016-04-25,30
2016-04-26,40
2016-04-27,36
2016-04-28,52
2016-04-29,38
2016-04-30,0
2016-05-01,0
2016-05-02,26
2016-05-03,51
2016-05-04,15
