date,SBUX stock
2017-01-19,18
2017-01-20,13
2017-01-21,2
2017-01-22,2
2017-01-23,23
2017-01-24,14
2017-01-25,19
2017-01-26,36
2017-01-27,45
2017-01-28,15
2017-01-29,9
2017-01-30,22
2017-01-31,25
2017-02-01,34
2017-02-02,29
2017-02-03,41
2017-02-04,5
2017-02-05,6
2017-02-06,18
2017-02-07,12
2017-02-08,15
2017-02-09,21
2017-02-10,21
2017-02-11,2
2017-02-12,3
2017-02-13,15
2017-02-14,17
2017-02-15,15
2017-02-16,12
2017-02-17,12
2017-02-18,6
2017-02-19,3
2017-02-20,6
2017-02-21,29
2017-02-22,10
2017-02-23,14
2017-02-24,13
2017-02-25,6
2017-02-26,3
2017-02-27,12
2017-02-28,16
2017-03-01,26
2017-03-02,11
2017-03-03,10
2017-03-04,5
2017-03-05,5
2017-03-06,13
2017-03-07,16
2017-03-08,12
2017-03-09,12
2017-03-10,9
2017-03-11,3
2017-03-12,0
2017-03-13,13
2017-03-14,5
2017-03-15,8
2017-03-16,15
2017-03-17,20
2017-03-18,3
2017-03-19,3
2017-03-20,12
2017-03-21,19
2017-03-22,19
2017-03-23,12
2017-03-24,18
2017-03-25,5
2017-03-26,3
2017-03-27,19
2017-03-28,11
2017-03-29,7
2017-03-30,6
2017-03-31,6
2017-04-01,0
2017-04-02,0
2017-04-03,12
2017-04-04,18
2017-04-05,16
2017-04-06,14
2017-04-07,13
2017-04-08,3
2017-04-09,3
2017-04-10,11
2017-04-11,11
2017-04-12,16
2017-04-13,13
2017-04-14,3
2017-04-15,2
2017-04-16,2
2017-04-17,10
2017-04-18,18
2017-04-19,11
2017-04-20,21
2017-04-21,19
2017-04-22,5
2017-04-23,3
2017-04-24,16
2017-04-25,26
2017-04-26,18
2017-04-27,54
2017-04-28,54
2017-04-29,14
2017-04-30,3
2017-05-01,7
2017-05-02,20
2017-05-03,16
2017-05-04,8
2017-05-05,6
2017-05-06,6
2017-05-07,5
2017-05-08,19
2017-05-09,19
2017-05-10,15
2017-05-11,8
2017-05-12,20
2017-05-13,5
2017-05-14,2
2017-05-15,12
2017-05-16,12
2017-05-17,15
2017-05-18,20
2017-05-19,18
2017-05-20,3
2017-05-21,0
2017-05-22,7
2017-05-23,17
2017-05-24,16
2017-05-25,12
2017-05-26,27
2017-05-27,4
2017-05-28,0
2017-05-29,3
2017-05-30,17
2017-05-31,11
2017-06-01,19
2017-06-02,16
2017-06-03,9
2017-06-04,3
2017-06-05,4
2017-06-06,11
2017-06-07,14
2017-06-08,19
2017-06-09,21
2017-06-10,5
2017-06-11,2
2017-06-12,24
2017-06-13,10
2017-06-14,13
2017-06-15,27
2017-06-16,24
2017-06-17,2
2017-06-18,2
2017-06-19,17
2017-06-20,7
2017-06-21,17
2017-06-22,11
2017-06-23,16
2017-06-24,3
2017-06-25,0
2017-06-26,4
2017-06-27,16
2017-06-28,17
2017-06-29,14
2017-06-30,20
2017-07-01,7
2017-07-02,0
2017-07-03,5
2017-07-04,0
2017-07-05,9
2017-07-06,14
2017-07-07,22
2017-07-08,2
2017-07-09,0
2017-07-10,10
2017-07-11,16
2017-07-12,18
2017-07-13,12
2017-07-14,20
2017-07-15,3
2017-07-16,2
2017-07-17,12
2017-07-18,12
2017-07-19,17
2017-07-20,12
2017-07-21,14
2017-07-22,3
2017-07-23,2
2017-07-24,17
2017-07-25,9
2017-07-26,20
2017-07-27,45
2017-07-28,100
2017-07-29,24
2017-07-30,9
2017-07-31,33
2017-08-01,32
2017-08-02,31
2017-08-03,29
2017-08-04,25
2017-08-05,5
2017-08-06,3
2017-08-07,28
2017-08-08,21
2017-08-09,16
2017-08-10,16
2017-08-11,20
2017-08-12,2
2017-08-13,7
2017-08-14,22
2017-08-15,10
2017-08-16,14
2017-08-17,23
2017-08-18,13
2017-08-19,3
2017-08-20,2
2017-08-21,13
2017-08-22,13
2017-08-23,20
2017-08-24,14
2017-08-25,17
2017-08-26,7
2017-08-27,3
2017-08-28,21
2017-08-29,10
2017-08-30,11
2017-08-31,6
2017-09-01,18
2017-09-02,3
2017-09-03,0
2017-09-04,1
2017-09-05,12
2017-09-06,19
2017-09-07,17
2017-09-08,16
2017-09-09,8
2017-09-10,2
2017-09-11,18
2017-09-12,19
2017-09-13,25
2017-09-14,17
2017-09-15,7
2017-09-16,10
2017-09-17,3
2017-09-18,4
2017-09-19,14
2017-09-20,15
2017-09-21,10
2017-09-22,16
2017-09-23,3
2017-09-24,3
2017-09-25,10
2017-09-26,14
2017-09-27,12
2017-09-28,14
2017-09-29,10
2017-09-30,5
2017-10-01,5
2017-10-02,11
2017-10-03,11
2017-10-04,20
2017-10-05,15
2017-10-06,13
