date,SBUX stock
2012-06-04,20
2012-06-05,20
2012-06-06,20
2012-06-07,0
2012-06-08,10
2012-06-09,0
2012-06-10,12
2012-06-11,20
2012-06-12,19
2012-06-13,40
2012-06-14,20
2012-06-15,42
2012-06-16,0
2012-06-17,0
2012-06-18,30
2012-06-19,49
2012-06-20,0
2012-06-21,10
2012-06-22,21
2012-06-23,0
2012-06-24,0
2012-06-25,0
2012-06-26,0
2012-06-27,0
2012-06-28,20
2012-06-29,0
2012-06-30,13
2012-07-01,0
2012-07-02,10
2012-07-03,10
2012-07-04,32
2012-07-05,11
2012-07-06,21
2012-07-07,0
2012-07-08,0
2012-07-09,20
2012-07-10,0
2012-07-11,0
2012-07-12,10
2012-07-13,21
2012-07-14,13
2012-07-15,25
2012-07-16,0
2012-07-17,10
2012-07-18,0
2012-07-19,0
2012-07-20,0
2012-07-21,13
2012-07-22,13
2012-07-23,41
2012-07-24,10
2012-07-25,20
2012-07-26,10
2012-07-27,54
2012-07-28,25
2012-07-29,12
2012-07-30,100
2012-07-31,40
2012-08-01,10
2012-08-02,31
2012-08-03,21
2012-08-04,13
2012-08-05,0
2012-08-06,10
2012-08-07,10
2012-08-08,41
2012-08-09,10
2012-08-10,21
2012-08-11,25
2012-08-12,0
2012-08-13,40
2012-08-14,10
2012-08-15,10
2012-08-16,31
2012-08-17,22
2012-08-18,13
2012-08-19,0
2012-08-20,42
2012-08-21,0
2012-08-22,10
2012-08-23,0
2012-08-24,21
2012-08-25,0
2012-08-26,0
2012-08-27,29
2012-08-28,20
2012-08-29,10
2012-08-30,10
2012-08-31,21
2012-09-01,12
2012-09-02,0
2012-09-03,0
2012-09-04,10
2012-09-05,10
2012-09-06,10
2012-09-07,21
2012-09-08,24
2012-09-09,0
2012-09-10,38
2012-09-11,19
2012-09-12,10
2012-09-13,19
2012-09-14,41
2012-09-15,0
2012-09-16,12
2012-09-17,29
2012-09-18,29
2012-09-19,9
2012-09-20,10
2012-09-21,30
2012-09-22,12
2012-09-23,23
2012-09-24,38
2012-09-25,10
2012-09-26,9
2012-09-27,10
2012-09-28,41
2012-09-29,35
2012-09-30,0
2012-10-01,19
2012-10-02,28
2012-10-03,10
2012-10-04,28
2012-10-05,19
2012-10-06,11
2012-10-07,0
2012-10-08,37
2012-10-09,27
2012-10-10,9
2012-10-11,19
2012-10-12,29
2012-10-13,11
2012-10-14,0
2012-10-15,0
2012-10-16,36
2012-10-17,28
2012-10-18,9
2012-10-19,29
2012-10-20,0
2012-10-21,0
2012-10-22,9
2012-10-23,45
2012-10-24,9
2012-10-25,46
2012-10-26,19
2012-10-27,11
2012-10-28,0
2012-10-29,9
2012-10-30,9
2012-10-31,9
2012-11-01,10
2012-11-02,39
2012-11-03,11
2012-11-04,0
2012-11-05,9
2012-11-06,0
2012-11-07,18
2012-11-08,18
2012-11-09,19
2012-11-10,11
2012-11-11,0
2012-11-12,18
2012-11-13,18
2012-11-14,37
2012-11-15,46
2012-11-16,28
2012-11-17,0
2012-11-18,0
2012-11-19,36
2012-11-20,18
2012-11-21,18
2012-11-22,0
2012-11-23,38
2012-11-24,11
2012-11-25,0
2012-11-26,44
2012-11-27,26
2012-11-28,18
2012-11-29,53
2012-11-30,47
2012-12-01,0
2012-12-02,0
2012-12-03,44
2012-12-04,35
2012-12-05,36
2012-12-06,27
2012-12-07,28
2012-12-08,22
2012-12-09,10
2012-12-10,26
2012-12-11,18
2012-12-12,26
2012-12-13,36
2012-12-14,19
2012-12-15,11
2012-12-16,0
2012-12-17,18
2012-12-18,18
2012-12-19,27
2012-12-20,46
2012-12-21,10
2012-12-22,11
2012-12-23,0
2012-12-24,0
2012-12-25,12
2012-12-26,10
2012-12-27,29
2012-12-28,20
2012-12-29,33
2012-12-30,0
2012-12-31,0
2013-01-01,12
2013-01-02,27
2013-01-03,18
2013-01-04,9
2013-01-05,20
2013-01-06,0
2013-01-07,35
2013-01-08,51
2013-01-09,0
2013-01-10,9
2013-01-11,27
2013-01-12,20
2013-01-13,0
2013-01-14,17
2013-01-15,0
2013-01-16,17
2013-01-17,25
2013-01-18,9
2013-01-19,0
2013-01-20,0
2013-01-21,8
2013-01-22,25
2013-01-23,25
2013-01-24,43
2013-01-25,43
2013-01-26,10
2013-01-27,10
2013-01-28,17
2013-01-29,66
2013-01-30,33
2013-01-31,17
2013-02-01,17
2013-02-02,20
2013-02-03,0
2013-02-04,8
2013-02-05,17
2013-02-06,8
2013-02-07,25
2013-02-08,18
2013-02-09,0
2013-02-10,10
2013-02-11,0
2013-02-12,9
2013-02-13,17
2013-02-14,9
2013-02-15,35
2013-02-16,0
2013-02-17,10
2013-02-18,0
2013-02-19,0
