date,SBUX stock
2011-09-18,23
2011-09-19,19
2011-09-20,19
2011-09-21,19
2011-09-22,58
2011-09-23,20
2011-09-24,0
2011-09-25,0
2011-09-26,19
2011-09-27,19
2011-09-28,19
2011-09-29,19
2011-09-30,61
2011-10-01,24
2011-10-02,0
2011-10-03,0
2011-10-04,19
2011-10-05,0
2011-10-06,0
2011-10-07,20
2011-10-08,0
2011-10-09,23
2011-10-10,38
2011-10-11,35
2011-10-12,18
2011-10-13,38
2011-10-14,20
2011-10-15,0
2011-10-16,0
2011-10-17,19
2011-10-18,56
2011-10-19,0
2011-10-20,0
2011-10-21,40
2011-10-22,0
2011-10-23,0
2011-10-24,37
2011-10-25,18
2011-10-26,19
2011-10-27,19
2011-10-28,20
2011-10-29,0
2011-10-30,0
2011-10-31,0
2011-11-01,0
2011-11-02,19
2011-11-03,37
2011-11-04,0
2011-11-05,0
2011-11-06,0
2011-11-07,19
2011-11-08,55
2011-11-09,18
2011-11-10,38
2011-11-11,79
2011-11-12,23
2011-11-13,0
2011-11-14,0
2011-11-15,54
2011-11-16,18
2011-11-17,18
2011-11-18,0
2011-11-19,0
2011-11-20,44
2011-11-21,91
2011-11-22,36
2011-11-23,18
2011-11-24,20
2011-11-25,0
2011-11-26,45
2011-11-27,0
2011-11-28,18
2011-11-29,18
2011-11-30,36
2011-12-01,73
2011-12-02,39
2011-12-03,0
2011-12-04,43
2011-12-05,36
2011-12-06,0
2011-12-07,36
2011-12-08,93
2011-12-09,38
2011-12-10,0
2011-12-11,0
2011-12-12,0
2011-12-13,0
2011-12-14,18
2011-12-15,37
2011-12-16,0
2011-12-17,0
2011-12-18,0
2011-12-19,0
2011-12-20,0
2011-12-21,19
2011-12-22,20
2011-12-23,0
2011-12-24,0
2011-12-25,0
2011-12-26,0
2011-12-27,20
2011-12-28,19
2011-12-29,39
2011-12-30,0
2011-12-31,24
2012-01-01,0
2012-01-02,19
2012-01-03,36
2012-01-04,53
2012-01-05,36
2012-01-06,56
2012-01-07,0
2012-01-08,20
2012-01-09,0
2012-01-10,0
2012-01-11,34
2012-01-12,0
2012-01-13,0
2012-01-14,0
2012-01-15,0
2012-01-16,17
2012-01-17,0
2012-01-18,51
2012-01-19,34
2012-01-20,0
2012-01-21,21
2012-01-22,0
2012-01-23,35
2012-01-24,34
2012-01-25,34
2012-01-26,52
2012-01-27,35
2012-01-28,21
2012-01-29,20
2012-01-30,0
2012-01-31,50
2012-02-01,34
2012-02-02,34
2012-02-03,18
2012-02-04,20
2012-02-05,0
2012-02-06,17
2012-02-07,0
2012-02-08,33
2012-02-09,68
2012-02-10,70
2012-02-11,41
2012-02-12,0
2012-02-13,67
2012-02-14,34
2012-02-15,17
2012-02-16,0
2012-02-17,35
2012-02-18,0
2012-02-19,0
2012-02-20,0
2012-02-21,17
2012-02-22,0
2012-02-23,17
2012-02-24,17
2012-02-25,0
2012-02-26,0
2012-02-27,17
2012-02-28,17
2012-02-29,17
2012-03-01,0
2012-03-02,36
2012-03-03,0
2012-03-04,0
2012-03-05,17
2012-03-06,17
2012-03-07,66
2012-03-08,17
2012-03-09,52
2012-03-10,40
2012-03-11,0
2012-03-12,67
2012-03-13,33
2012-03-14,17
2012-03-15,85
2012-03-16,18
2012-03-17,21
2012-03-18,40
2012-03-19,33
2012-03-20,83
2012-03-21,50
2012-03-22,34
2012-03-23,18
2012-03-24,20
2012-03-25,0
2012-03-26,17
2012-03-27,17
2012-03-28,0
2012-03-29,51
2012-03-30,54
2012-03-31,20
2012-04-01,0
2012-04-02,17
2012-04-03,17
2012-04-04,52
2012-04-05,36
2012-04-06,0
2012-04-07,0
2012-04-08,0
2012-04-09,40
2012-04-10,35
2012-04-11,100
2012-04-12,34
2012-04-13,53
2012-04-14,0
2012-04-15,0
2012-04-16,17
2012-04-17,66
2012-04-18,66
2012-04-19,17
2012-04-20,52
2012-04-21,0
2012-04-22,0
2012-04-23,16
2012-04-24,33
2012-04-25,17
2012-04-26,51
2012-04-27,71
2012-04-28,41
2012-04-29,20
2012-04-30,52
2012-05-01,55
2012-05-02,17
2012-05-03,17
2012-05-04,53
2012-05-05,0
2012-05-06,20
2012-05-07,33
2012-05-08,16
2012-05-09,66
2012-05-10,34
2012-05-11,35
2012-05-12,0
2012-05-13,0
2012-05-14,16
2012-05-15,80
2012-05-16,0
2012-05-17,0
2012-05-18,53
2012-05-19,21
2012-05-20,20
2012-05-21,65
2012-05-22,82
2012-05-23,16
2012-05-24,0
2012-05-25,71
2012-05-26,21
2012-05-27,0
2012-05-28,0
2012-05-29,96
2012-05-30,16
2012-05-31,0
2012-06-01,17
2012-06-02,0
2012-06-03,0
2012-06-04,49
