date,SBUX stock
2013-02-19,0
2013-02-20,21
2013-02-21,42
2013-02-22,11
2013-02-23,12
2013-02-24,0
2013-02-25,0
2013-02-26,31
2013-02-27,0
2013-02-28,21
2013-03-01,22
2013-03-02,0
2013-03-03,0
2013-03-04,11
2013-03-05,11
2013-03-06,42
2013-03-07,32
2013-03-08,33
2013-03-09,0
2013-03-10,12
2013-03-11,0
2013-03-12,20
2013-03-13,31
2013-03-14,21
2013-03-15,11
2013-03-16,0
2013-03-17,24
2013-03-18,31
2013-03-19,21
2013-03-20,11
2013-03-21,0
2013-03-22,22
2013-03-23,0
2013-03-24,0
2013-03-25,10
2013-03-26,32
2013-03-27,54
2013-03-28,0
2013-03-29,48
2013-03-30,0
2013-03-31,0
2013-04-01,0
2013-04-02,31
2013-04-03,41
2013-04-04,21
2013-04-05,33
2013-04-06,0
2013-04-07,12
2013-04-08,41
2013-04-09,10
2013-04-10,42
2013-04-11,31
2013-04-12,11
2013-04-13,13
2013-04-14,13
2013-04-15,10
2013-04-16,31
2013-04-17,63
2013-04-18,42
2013-04-19,22
2013-04-20,0
2013-04-21,0
2013-04-22,0
2013-04-23,0
2013-04-24,10
2013-04-25,21
2013-04-26,77
2013-04-27,25
2013-04-28,0
2013-04-29,10
2013-04-30,32
2013-05-01,34
2013-05-02,11
2013-05-03,33
2013-05-04,0
2013-05-05,0
2013-05-06,32
2013-05-07,21
2013-05-08,32
2013-05-09,76
2013-05-10,33
2013-05-11,12
2013-05-12,25
2013-05-13,21
2013-05-14,21
2013-05-15,51
2013-05-16,42
2013-05-17,11
2013-05-18,0
2013-05-19,25
2013-05-20,41
2013-05-21,20
2013-05-22,41
2013-05-23,31
2013-05-24,22
2013-05-25,13
2013-05-26,13
2013-05-27,21
2013-05-28,31
2013-05-29,21
2013-05-30,21
2013-05-31,22
2013-06-01,0
2013-06-02,50
2013-06-03,41
2013-06-04,10
2013-06-05,21
2013-06-06,21
2013-06-07,11
2013-06-08,12
2013-06-09,0
2013-06-10,40
2013-06-11,40
2013-06-12,21
2013-06-13,0
2013-06-14,11
2013-06-15,13
2013-06-16,0
2013-06-17,21
2013-06-18,21
2013-06-19,72
2013-06-20,31
2013-06-21,11
2013-06-22,0
2013-06-23,0
2013-06-24,21
2013-06-25,41
2013-06-26,42
2013-06-27,21
2013-06-28,22
2013-06-29,13
2013-06-30,13
2013-07-01,52
2013-07-02,31
2013-07-03,53
2013-07-04,0
2013-07-05,12
2013-07-06,0
2013-07-07,13
2013-07-08,0
2013-07-09,52
2013-07-10,21
2013-07-11,11
2013-07-12,22
2013-07-13,13
2013-07-14,0
2013-07-15,42
2013-07-16,31
2013-07-17,43
2013-07-18,22
2013-07-19,11
2013-07-20,0
2013-07-21,13
2013-07-22,11
2013-07-23,32
2013-07-24,21
2013-07-25,76
2013-07-26,100
2013-07-27,52
2013-07-28,64
2013-07-29,52
2013-07-30,52
2013-07-31,42
2013-08-01,54
2013-08-02,56
2013-08-03,39
2013-08-04,0
2013-08-05,75
2013-08-06,42
2013-08-07,32
2013-08-08,77
2013-08-09,34
2013-08-10,13
2013-08-11,13
2013-08-12,0
2013-08-13,42
2013-08-14,32
2013-08-15,33
2013-08-16,34
2013-08-17,13
2013-08-18,12
2013-08-19,63
2013-08-20,10
2013-08-21,21
2013-08-22,21
2013-08-23,43
2013-08-24,25
2013-08-25,12
2013-08-26,31
2013-08-27,10
2013-08-28,30
2013-08-29,41
2013-08-30,22
2013-08-31,12
2013-09-01,0
2013-09-02,10
2013-09-03,20
2013-09-04,50
2013-09-05,10
2013-09-06,42
2013-09-07,12
2013-09-08,24
2013-09-09,40
2013-09-10,20
2013-09-11,30
2013-09-12,89
2013-09-13,21
2013-09-14,24
2013-09-15,12
2013-09-16,40
2013-09-17,20
2013-09-18,60
2013-09-19,40
2013-09-20,32
2013-09-21,0
2013-09-22,23
2013-09-23,40
2013-09-24,30
2013-09-25,10
2013-09-26,71
2013-09-27,32
2013-09-28,12
2013-09-29,12
2013-09-30,10
2013-10-01,29
2013-10-02,49
2013-10-03,40
2013-10-04,73
2013-10-05,47
2013-10-06,11
2013-10-07,30
2013-10-08,20
2013-10-09,30
2013-10-10,80
2013-10-11,31
2013-10-12,36
2013-10-13,36
2013-10-14,0
2013-10-15,90
2013-10-16,80
2013-10-17,50
2013-10-18,83
2013-10-19,0
2013-10-20,11
2013-10-21,58
2013-10-22,19
2013-10-23,59
2013-10-24,70
2013-10-25,62
2013-10-26,0
2013-10-27,0
2013-10-28,38
2013-10-29,77
2013-10-30,98
2013-10-31,91
2013-11-01,43
2013-11-02,0
2013-11-03,0
2013-11-04,39
2013-11-05,29
2013-11-06,67
