date,SBUX stock
2015-04-10,36
2015-04-11,18
2015-04-12,4
2015-04-13,55
2015-04-14,42
2015-04-15,34
2015-04-16,40
2015-04-17,41
2015-04-18,7
2015-04-19,7
2015-04-20,30
2015-04-21,31
2015-04-22,25
2015-04-23,59
2015-04-24,83
2015-04-25,11
2015-04-26,11
2015-04-27,27
2015-04-28,18
2015-04-29,30
2015-04-30,22
2015-05-01,31
2015-05-02,7
2015-05-03,4
2015-05-04,18
2015-05-05,30
2015-05-06,27
2015-05-07,28
2015-05-08,26
2015-05-09,4
2015-05-10,0
2015-05-11,15
2015-05-12,54
2015-05-13,43
2015-05-14,9
2015-05-15,22
2015-05-16,14
2015-05-17,4
2015-05-18,12
2015-05-19,27
2015-05-20,30
2015-05-21,22
2015-05-22,29
2015-05-23,11
2015-05-24,22
2015-05-25,9
2015-05-26,12
2015-05-27,12
2015-05-28,15
2015-05-29,26
2015-05-30,15
2015-05-31,18
2015-06-01,18
2015-06-02,27
2015-06-03,31
2015-06-04,19
2015-06-05,16
2015-06-06,4
2015-06-07,11
2015-06-08,24
2015-06-09,18
2015-06-10,9
2015-06-11,28
2015-06-12,32
2015-06-13,4
2015-06-14,4
2015-06-15,18
2015-06-16,21
2015-06-17,33
2015-06-18,22
2015-06-19,26
2015-06-20,11
2015-06-21,11
2015-06-22,24
2015-06-23,33
2015-06-24,24
2015-06-25,22
2015-06-26,19
2015-06-27,7
2015-06-28,4
2015-06-29,37
2015-06-30,40
2015-07-01,15
2015-07-02,25
2015-07-03,10
2015-07-04,4
2015-07-05,0
2015-07-06,30
2015-07-07,33
2015-07-08,33
2015-07-09,15
2015-07-10,22
2015-07-11,11
2015-07-12,18
2015-07-13,21
2015-07-14,25
2015-07-15,31
2015-07-16,28
2015-07-17,16
2015-07-18,8
2015-07-19,4
2015-07-20,32
2015-07-21,25
2015-07-22,46
2015-07-23,43
2015-07-24,100
2015-07-25,11
2015-07-26,7
2015-07-27,37
2015-07-28,36
2015-07-29,34
2015-07-30,34
2015-07-31,36
2015-08-01,7
2015-08-02,11
2015-08-03,37
2015-08-04,9
2015-08-05,40
2015-08-06,63
2015-08-07,22
2015-08-08,11
2015-08-09,0
2015-08-10,30
2015-08-11,39
2015-08-12,46
2015-08-13,34
2015-08-14,16
2015-08-15,0
2015-08-16,7
2015-08-17,18
2015-08-18,39
2015-08-19,28
2015-08-20,27
2015-08-21,35
2015-08-22,18
2015-08-23,3
2015-08-24,73
2015-08-25,56
2015-08-26,33
2015-08-27,33
2015-08-28,34
2015-08-29,11
2015-08-30,10
2015-08-31,15
2015-09-01,29
2015-09-02,38
2015-09-03,30
2015-09-04,22
2015-09-05,11
2015-09-06,0
2015-09-07,15
2015-09-08,23
2015-09-09,29
2015-09-10,23
2015-09-11,9
2015-09-12,3
2015-09-13,7
2015-09-14,14
2015-09-15,20
2015-09-16,32
2015-09-17,17
2015-09-18,30
2015-09-19,3
2015-09-20,0
2015-09-21,25
2015-09-22,23
2015-09-23,20
2015-09-24,30
2015-09-25,28
2015-09-26,7
2015-09-27,3
2015-09-28,6
2015-09-29,25
2015-09-30,40
2015-10-01,40
2015-10-02,49
2015-10-03,3
2015-10-04,0
2015-10-05,34
2015-10-06,28
2015-10-07,26
2015-10-08,37
2015-10-09,12
2015-10-10,0
2015-10-11,7
2015-10-12,12
2015-10-13,31
2015-10-14,31
2015-10-15,40
2015-10-16,33
2015-10-17,10
2015-10-18,3
2015-10-19,20
2015-10-20,31
2015-10-21,20
2015-10-22,29
2015-10-23,21
2015-10-24,24
2015-10-25,19
2015-10-26,17
2015-10-27,34
2015-10-28,39
2015-10-29,63
2015-10-30,100
2015-10-31,17
2015-11-01,10
2015-11-02,46
2015-11-03,31
2015-11-04,33
2015-11-05,34
2015-11-06,39
2015-11-07,20
2015-11-08,0
2015-11-09,31
2015-11-10,31
2015-11-11,32
2015-11-12,67
2015-11-13,33
2015-11-14,3
2015-11-15,10
2015-11-16,36
2015-11-17,31
2015-11-18,31
2015-11-19,31
2015-11-20,21
2015-11-21,7
2015-11-22,3
2015-11-23,26
2015-11-24,33
2015-11-25,20
2015-11-26,15
2015-11-27,21
2015-11-28,13
2015-11-29,10
2015-11-30,31
2015-12-01,22
2015-12-02,45
2015-12-03,29
2015-12-04,30
2015-12-05,17
2015-12-06,10
2015-12-07,42
2015-12-08,23
2015-12-09,28
2015-12-10,29
2015-12-11,18
2015-12-12,20
2015-12-13,3
2015-12-14,34
2015-12-15,20
2015-12-16,35
2015-12-17,24
2015-12-18,9
2015-12-19,21
2015-12-20,7
2015-12-21,15
2015-12-22,21
2015-12-23,29
2015-12-24,22
2015-12-25,12
2015-12-26,18
