date,SBUX stock
2016-09-11,6
2016-09-12,14
2016-09-13,25
2016-09-14,30
2016-09-15,34
2016-09-16,32
2016-09-17,0
2016-09-18,3
2016-09-19,19
2016-09-20,16
2016-09-21,11
2016-09-22,28
2016-09-23,26
2016-09-24,3
2016-09-25,6
2016-09-26,22
2016-09-27,16
2016-09-28,17
2016-09-29,22
2016-09-30,29
2016-10-01,9
2016-10-02,9
2016-10-03,27
2016-10-04,27
2016-10-05,19
2016-10-06,24
2016-10-07,25
2016-10-08,9
2016-10-09,3
2016-10-10,27
2016-10-11,11
2016-10-12,22
2016-10-13,8
2016-10-14,14
2016-10-15,6
2016-10-16,6
2016-10-17,19
2016-10-18,13
2016-10-19,35
2016-10-20,30
2016-10-21,34
2016-10-22,3
2016-10-23,6
2016-10-24,19
2016-10-25,27
2016-10-26,21
2016-10-27,30
2016-10-28,17
2016-10-29,3
2016-10-30,6
2016-10-31,14
2016-11-01,25
2016-11-02,38
2016-11-03,67
2016-11-04,62
2016-11-05,15
2016-11-06,6
2016-11-07,23
2016-11-08,29
2016-11-09,49
2016-11-10,25
2016-11-11,17
2016-11-12,0
2016-11-13,12
2016-11-14,13
2016-11-15,19
2016-11-16,30
2016-11-17,29
2016-11-18,20
2016-11-19,9
2016-11-20,6
2016-11-21,34
2016-11-22,42
2016-11-23,37
2016-11-24,5
2016-11-25,25
2016-11-26,9
2016-11-27,6
2016-11-28,23
2016-11-29,23
2016-11-30,36
2016-12-01,58
2016-12-02,68
2016-12-03,9
2016-12-04,11
2016-12-05,40
2016-12-06,33
2016-12-07,48
2016-12-08,63
2016-12-09,27
2016-12-10,21
2016-12-11,9
2016-12-12,23
2016-12-13,41
2016-12-14,21
2016-12-15,29
2016-12-16,25
2016-12-17,6
2016-12-18,6
2016-12-19,16
2016-12-20,32
2016-12-21,19
2016-12-22,31
2016-12-23,14
2016-12-24,16
2016-12-25,0
2016-12-26,0
2016-12-27,30
2016-12-28,28
2016-12-29,14
2016-12-30,23
2016-12-31,6
2017-01-01,0
2017-01-02,3
2017-01-03,21
2017-01-04,16
2017-01-05,45
2017-01-06,27
2017-01-07,6
2017-01-08,6
2017-01-09,13
2017-01-10,30
2017-01-11,25
2017-01-12,23
2017-01-13,23
2017-01-14,3
2017-01-15,0
2017-01-16,10
2017-01-17,20
2017-01-18,20
2017-01-19,20
2017-01-20,13
2017-01-21,9
2017-01-22,3
2017-01-23,24
2017-01-24,30
2017-01-25,30
2017-01-26,65
2017-01-27,79
2017-01-28,23
2017-01-29,6
2017-01-30,39
2017-01-31,40
2017-02-01,63
2017-02-02,60
2017-02-03,52
2017-02-04,8
2017-02-05,11
2017-02-06,32
2017-02-07,34
2017-02-08,25
2017-02-09,40
2017-02-10,21
2017-02-11,3
2017-02-12,6
2017-02-13,29
2017-02-14,37
2017-02-15,30
2017-02-16,44
2017-02-17,32
2017-02-18,9
2017-02-19,6
2017-02-20,12
2017-02-21,39
2017-02-22,29
2017-02-23,20
2017-02-24,23
2017-02-25,14
2017-02-26,8
2017-02-27,26
2017-02-28,24
2017-03-01,33
2017-03-02,24
2017-03-03,15
2017-03-04,3
2017-03-05,11
2017-03-06,26
2017-03-07,21
2017-03-08,14
2017-03-09,27
2017-03-10,13
2017-03-11,11
2017-03-12,3
2017-03-13,16
2017-03-14,27
2017-03-15,12
2017-03-16,34
2017-03-17,34
2017-03-18,3
2017-03-19,6
2017-03-20,17
2017-03-21,39
2017-03-22,32
2017-03-23,27
2017-03-24,26
2017-03-25,6
2017-03-26,6
2017-03-27,30
2017-03-28,27
2017-03-29,20
2017-03-30,18
2017-03-31,13
2017-04-01,3
2017-04-02,3
2017-04-03,29
2017-04-04,22
2017-04-05,20
2017-04-06,12
2017-04-07,15
2017-04-08,3
2017-04-09,9
2017-04-10,25
2017-04-11,20
2017-04-12,15
2017-04-13,13
2017-04-14,11
2017-04-15,6
2017-04-16,3
2017-04-17,23
2017-04-18,29
2017-04-19,22
2017-04-20,37
2017-04-21,28
2017-04-22,9
2017-04-23,6
2017-04-24,44
2017-04-25,24
2017-04-26,41
2017-04-27,59
2017-04-28,100
2017-04-29,20
2017-04-30,9
2017-05-01,21
2017-05-02,34
2017-05-03,24
2017-05-04,20
2017-05-05,18
2017-05-06,6
2017-05-07,8
2017-05-08,29
2017-05-09,24
2017-05-10,29
2017-05-11,27
2017-05-12,34
2017-05-13,3
2017-05-14,11
2017-05-15,31
2017-05-16,34
2017-05-17,29
2017-05-18,24
2017-05-19,30
2017-05-20,9
2017-05-21,0
2017-05-22,18
2017-05-23,23
2017-05-24,13
2017-05-25,22
2017-05-26,34
2017-05-27,3
2017-05-28,0
2017-05-29,3
