date,SBUX stock
2018-02-13,71
2018-02-14,78
2018-02-15,100
2018-02-16,98
2018-02-17,32
2018-02-18,13
2018-02-19,27
2018-02-20,54
2018-02-21,43
2018-02-22,44
2018-02-23,68
2018-02-24,6
2018-02-25,12
2018-02-26,43
2018-02-27,59
2018-02-28,64
2018-03-01,85
2018-03-02,51
2018-03-03,31
2018-03-04,6
2018-03-05,53
2018-03-06,59
2018-03-07,82
2018-03-08,38
2018-03-09,52
2018-03-10,25
2018-03-11,6
2018-03-12,59
2018-03-13,86
2018-03-14,32
2018-03-15,60
2018-03-16,45
2018-03-17,25
2018-03-18,6
2018-03-19,70
2018-03-20,59
2018-03-21,97
2018-03-22,61
2018-03-23,68
2018-03-24,13
2018-03-25,13
2018-03-26,77
2018-03-27,72
2018-03-28,79
2018-03-29,99
2018-03-30,25
2018-03-31,19
2018-04-01,7
2018-04-02,52
2018-04-03,71
2018-04-04,55
2018-04-05,73
2018-04-06,40
2018-04-07,0
2018-04-08,6
2018-04-09,22
