date,SBUX stock
2013-06-29,0
2013-06-30,0
2013-07-01,16
2013-07-02,22
2013-07-03,17
2013-07-04,0
2013-07-05,12
2013-07-06,0
2013-07-07,0
2013-07-08,0
2013-07-09,11
2013-07-10,11
2013-07-11,23
2013-07-12,12
2013-07-13,7
2013-07-14,0
2013-07-15,11
2013-07-16,22
2013-07-17,6
2013-07-18,6
2013-07-19,12
2013-07-20,0
2013-07-21,7
2013-07-22,6
2013-07-23,17
2013-07-24,28
2013-07-25,46
2013-07-26,100
2013-07-27,20
2013-07-28,27
2013-07-29,27
2013-07-30,22
2013-07-31,39
2013-08-01,11
2013-08-02,53
2013-08-03,14
2013-08-04,0
2013-08-05,28
2013-08-06,28
2013-08-07,23
2013-08-08,0
2013-08-09,24
2013-08-10,7
2013-08-11,0
2013-08-12,5
2013-08-13,11
2013-08-14,22
2013-08-15,12
2013-08-16,24
2013-08-17,13
2013-08-18,13
2013-08-19,11
2013-08-20,16
2013-08-21,22
2013-08-22,11
2013-08-23,17
2013-08-24,13
2013-08-25,0
2013-08-26,11
2013-08-27,0
2013-08-28,16
2013-08-29,43
2013-08-30,22
2013-08-31,0
2013-09-01,0
2013-09-02,5
2013-09-03,10
2013-09-04,32
2013-09-05,21
2013-09-06,11
2013-09-07,19
2013-09-08,6
2013-09-09,21
2013-09-10,21
2013-09-11,21
2013-09-12,26
2013-09-13,5
2013-09-14,6
2013-09-15,6
2013-09-16,15
2013-09-17,16
2013-09-18,42
2013-09-19,26
2013-09-20,11
2013-09-21,0
2013-09-22,6
2013-09-23,26
2013-09-24,21
2013-09-25,11
2013-09-26,48
2013-09-27,17
2013-09-28,6
2013-09-29,6
2013-09-30,10
2013-10-01,10
2013-10-02,26
2013-10-03,32
2013-10-04,43
2013-10-05,19
2013-10-06,6
2013-10-07,21
2013-10-08,21
2013-10-09,10
2013-10-10,31
2013-10-11,22
2013-10-12,26
2013-10-13,12
2013-10-14,11
2013-10-15,26
2013-10-16,21
2013-10-17,16
2013-10-18,38
2013-10-19,0
2013-10-20,6
2013-10-21,20
2013-10-22,5
2013-10-23,21
2013-10-24,21
2013-10-25,5
2013-10-26,12
2013-10-27,6
2013-10-28,25
2013-10-29,36
2013-10-30,51
2013-10-31,27
2013-11-01,28
2013-11-02,6
2013-11-03,12
2013-11-04,31
2013-11-05,25
2013-11-06,15
2013-11-07,21
2013-11-08,16
2013-11-09,12
2013-11-10,6
2013-11-11,20
2013-11-12,30
2013-11-13,30
2013-11-14,15
2013-11-15,27
2013-11-16,18
2013-11-17,12
2013-11-18,20
2013-11-19,30
2013-11-20,20
2013-11-21,35
2013-11-22,21
2013-11-23,18
2013-11-24,0
2013-11-25,20
2013-11-26,10
2013-11-27,25
2013-11-28,11
2013-11-29,11
2013-11-30,12
2013-12-01,6
2013-12-02,19
2013-12-03,30
2013-12-04,35
2013-12-05,20
2013-12-06,5
2013-12-07,6
2013-12-08,6
2013-12-09,15
2013-12-10,25
2013-12-11,15
2013-12-12,21
2013-12-13,38
2013-12-14,24
2013-12-15,0
2013-12-16,35
2013-12-17,31
2013-12-18,10
2013-12-19,11
2013-12-20,39
2013-12-21,13
2013-12-22,0
2013-12-23,34
2013-12-24,19
2013-12-25,7
2013-12-26,23
2013-12-27,23
2013-12-28,18
2013-12-29,37
2013-12-30,22
2013-12-31,24
2014-01-01,6
2014-01-02,16
2014-01-03,16
2014-01-04,11
2014-01-05,6
2014-01-06,15
2014-01-07,25
2014-01-08,5
2014-01-09,10
2014-01-10,15
2014-01-11,0
2014-01-12,6
2014-01-13,19
2014-01-14,29
2014-01-15,44
2014-01-16,20
2014-01-17,20
2014-01-18,23
2014-01-19,0
2014-01-20,10
2014-01-21,19
2014-01-22,29
2014-01-23,29
2014-01-24,65
2014-01-25,11
2014-01-26,17
2014-01-27,29
2014-01-28,9
2014-01-29,29
2014-01-30,29
2014-01-31,40
2014-02-01,23
2014-02-02,11
2014-02-03,34
2014-02-04,10
2014-02-05,19
2014-02-06,40
2014-02-07,22
2014-02-08,6
2014-02-09,5
2014-02-10,9
2014-02-11,19
2014-02-12,38
2014-02-13,34
2014-02-14,10
2014-02-15,29
2014-02-16,6
2014-02-17,5
2014-02-18,19
2014-02-19,29
2014-02-20,15
2014-02-21,20
2014-02-22,17
2014-02-23,6
2014-02-24,24
2014-02-25,19
2014-02-26,24
2014-02-27,24
2014-02-28,10
2014-03-01,6
2014-03-02,11
2014-03-03,15
2014-03-04,10
2014-03-05,29
2014-03-06,5
2014-03-07,20
2014-03-08,28
2014-03-09,6
2014-03-10,15
2014-03-11,24
2014-03-12,14
2014-03-13,24
2014-03-14,25
2014-03-15,6
2014-03-16,6
