date,TSLA stock
2013-11-06,66
2013-11-07,61
2013-11-08,56
2013-11-09,19
2013-11-10,10
2013-11-11,28
2013-11-12,42
2013-11-13,34
2013-11-14,37
2013-11-15,32
2013-11-16,11
2013-11-17,4
2013-11-18,38
2013-11-19,54
2013-11-20,40
2013-11-21,40
2013-11-22,29
2013-11-23,11
2013-11-24,7
2013-11-25,24
2013-11-26,24
2013-11-27,29
2013-11-28,14
2013-11-29,14
2013-11-30,6
2013-12-01,4
2013-12-02,23
2013-12-03,44
2013-12-04,46
2013-12-05,38
2013-12-06,27
2013-12-07,11
2013-12-08,8
2013-12-09,24
2013-12-10,20
2013-12-11,25
2013-12-12,22
2013-12-13,32
2013-12-14,5
2013-12-15,5
2013-12-16,17
2013-12-17,25
2013-12-18,25
2013-12-19,33
2013-12-20,23
2013-12-21,14
2013-12-22,7
2013-12-23,20
2013-12-24,33
2013-12-25,16
2013-12-26,30
2013-12-27,23
2013-12-28,9
2013-12-29,7
2013-12-30,24
2013-12-31,20
2014-01-01,11
2014-01-02,19
2014-01-03,20
2014-01-04,6
2014-01-05,4
2014-01-06,13
2014-01-07,17
2014-01-08,15
2014-01-09,18
2014-01-10,12
2014-01-11,5
2014-01-12,2
2014-01-13,13
2014-01-14,38
2014-01-15,38
2014-01-16,34
2014-01-17,31
2014-01-18,6
2014-01-19,7
2014-01-20,9
2014-01-21,19
2014-01-22,23
2014-01-23,23
2014-01-24,25
2014-01-25,9
2014-01-26,4
2014-01-27,21
2014-01-28,23
2014-01-29,19
2014-01-30,26
2014-01-31,27
2014-02-01,7
2014-02-02,6
2014-02-03,18
2014-02-04,20
2014-02-05,20
2014-02-06,19
2014-02-07,18
2014-02-08,11
2014-02-09,6
2014-02-10,36
2014-02-11,39
2014-02-12,29
2014-02-13,36
2014-02-14,26
2014-02-15,7
2014-02-16,6
2014-02-17,13
2014-02-18,29
2014-02-19,71
2014-02-20,80
2014-02-21,46
2014-02-22,14
2014-02-23,12
2014-02-24,31
2014-02-25,93
2014-02-26,100
2014-02-27,78
2014-02-28,68
2014-03-01,22
2014-03-02,17
2014-03-03,53
2014-03-04,49
2014-03-05,44
2014-03-06,40
2014-03-07,38
2014-03-08,16
2014-03-09,10
2014-03-10,40
2014-03-11,39
2014-03-12,44
2014-03-13,37
2014-03-14,33
2014-03-15,8
2014-03-16,6
2014-03-17,19
2014-03-18,27
2014-03-19,21
2014-03-20,19
2014-03-21,20
2014-03-22,6
2014-03-23,4
2014-03-24,23
2014-03-25,28
2014-03-26,26
2014-03-27,25
2014-03-28,32
2014-03-29,9
2014-03-30,8
2014-03-31,25
2014-04-01,29
2014-04-02,28
2014-04-03,28
2014-04-04,26
2014-04-05,7
2014-04-06,4
2014-04-07,28
2014-04-08,28
2014-04-09,23
2014-04-10,25
2014-04-11,28
2014-04-12,7
2014-04-13,5
2014-04-14,22
2014-04-15,27
2014-04-16,30
2014-04-17,19
2014-04-18,10
2014-04-19,5
2014-04-20,2
2014-04-21,16
2014-04-22,24
2014-04-23,18
2014-04-24,18
2014-04-25,23
2014-04-26,3
2014-04-27,5
2014-04-28,20
2014-04-29,24
2014-04-30,19
2014-05-01,25
2014-05-02,20
2014-05-03,3
2014-05-04,2
2014-05-05,19
2014-05-06,20
2014-05-07,37
2014-05-08,64
2014-05-09,48
2014-05-10,10
2014-05-11,4
2014-05-12,30
2014-05-13,26
2014-05-14,32
2014-05-15,26
2014-05-16,23
2014-05-17,7
2014-05-18,5
2014-05-19,20
2014-05-20,23
2014-05-21,22
2014-05-22,21
2014-05-23,21
2014-05-24,6
2014-05-25,6
2014-05-26,7
2014-05-27,27
2014-05-28,21
2014-05-29,24
2014-05-30,19
2014-05-31,5
2014-06-01,6
2014-06-02,20
2014-06-03,20
2014-06-04,24
2014-06-05,18
2014-06-06,14
2014-06-07,10
2014-06-08,6
2014-06-09,16
2014-06-10,17
2014-06-11,12
2014-06-12,21
2014-06-13,30
2014-06-14,8
2014-06-15,4
2014-06-16,34
2014-06-17,46
2014-06-18,33
2014-06-19,32
2014-06-20,20
2014-06-21,7
2014-06-22,6
2014-06-23,30
2014-06-24,22
2014-06-25,19
2014-06-26,20
2014-06-27,20
2014-06-28,9
2014-06-29,7
2014-06-30,20
2014-07-01,25
2014-07-02,23
2014-07-03,21
2014-07-04,9
2014-07-05,6
2014-07-06,4
2014-07-07,25
2014-07-08,22
2014-07-09,17
2014-07-10,14
2014-07-11,12
2014-07-12,3
2014-07-13,2
2014-07-14,22
2014-07-15,24
2014-07-16,21
2014-07-17,19
2014-07-18,18
2014-07-19,4
2014-07-20,5
2014-07-21,17
2014-07-22,18
2014-07-23,18
2014-07-24,13
