date,TSLA stock
2018-02-13,21
2018-02-14,22
2018-02-15,20
2018-02-16,19
2018-02-17,6
2018-02-18,5
2018-02-19,7
2018-02-20,15
2018-02-21,16
2018-02-22,20
2018-02-23,23
2018-02-24,5
2018-02-25,4
2018-02-26,19
2018-02-27,21
2018-02-28,17
2018-03-01,16
2018-03-02,16
2018-03-03,4
2018-03-04,3
2018-03-05,16
2018-03-06,18
2018-03-07,19
2018-03-08,18
2018-03-09,19
2018-03-10,5
2018-03-11,2
2018-03-12,20
2018-03-13,18
2018-03-14,19
2018-03-15,20
2018-03-16,17
2018-03-17,5
2018-03-18,2
2018-03-19,19
2018-03-20,19
2018-03-21,26
2018-03-22,23
2018-03-23,18
2018-03-24,4
2018-03-25,3
2018-03-26,27
2018-03-27,46
2018-03-28,100
2018-03-29,85
2018-03-30,44
2018-03-31,15
2018-04-01,10
2018-04-02,87
2018-04-03,76
2018-04-04,62
2018-04-05,54
2018-04-06,49
2018-04-07,9
2018-04-08,5
2018-04-09,33
