date,TSLA stock
2017-10-06,14
2017-10-07,4
2017-10-08,5
2017-10-09,18
2017-10-10,21
2017-10-11,18
2017-10-12,21
2017-10-13,20
2017-10-14,9
2017-10-15,6
2017-10-16,14
2017-10-17,16
2017-10-18,16
2017-10-19,18
2017-10-20,14
2017-10-21,6
2017-10-22,2
2017-10-23,16
2017-10-24,21
2017-10-25,21
2017-10-26,21
2017-10-27,22
2017-10-28,7
2017-10-29,3
2017-10-30,17
2017-10-31,24
2017-11-01,48
2017-11-02,68
2017-11-03,42
2017-11-04,10
2017-11-05,5
2017-11-06,25
2017-11-07,35
2017-11-08,25
2017-11-09,20
2017-11-10,22
2017-11-11,7
2017-11-12,4
2017-11-13,30
2017-11-14,24
2017-11-15,21
2017-11-16,18
2017-11-17,58
2017-11-18,11
2017-11-19,6
2017-11-20,29
2017-11-21,20
2017-11-22,24
2017-11-23,7
2017-11-24,17
2017-11-25,6
2017-11-26,4
2017-11-27,18
2017-11-28,19
2017-11-29,28
2017-11-30,18
2017-12-01,23
2017-12-02,7
2017-12-03,3
2017-12-04,22
2017-12-05,24
2017-12-06,18
2017-12-07,23
2017-12-08,16
2017-12-09,6
2017-12-10,2
2017-12-11,17
2017-12-12,25
2017-12-13,22
2017-12-14,22
2017-12-15,19
2017-12-16,8
2017-12-17,2
2017-12-18,18
2017-12-19,19
2017-12-20,20
2017-12-21,19
2017-12-22,19
2017-12-23,6
2017-12-24,3
2017-12-25,2
2017-12-26,14
2017-12-27,20
2017-12-28,18
2017-12-29,18
2017-12-30,5
2017-12-31,5
2018-01-01,5
2018-01-02,14
2018-01-03,27
2018-01-04,42
2018-01-05,24
2018-01-06,6
2018-01-07,2
2018-01-08,32
2018-01-09,23
2018-01-10,20
2018-01-11,19
2018-01-12,13
2018-01-13,4
2018-01-14,3
2018-01-15,7
2018-01-16,17
2018-01-17,16
2018-01-18,18
2018-01-19,20
2018-01-20,5
2018-01-21,1
2018-01-22,19
2018-01-23,31
2018-01-24,19
2018-01-25,18
2018-01-26,21
2018-01-27,6
2018-01-28,3
2018-01-29,14
2018-01-30,16
2018-01-31,18
2018-02-01,17
2018-02-02,17
2018-02-03,8
2018-02-04,3
2018-02-05,18
2018-02-06,37
2018-02-07,45
2018-02-08,44
2018-02-09,34
2018-02-10,10
2018-02-11,6
2018-02-12,25
2018-02-13,21
2018-02-14,18
2018-02-15,19
2018-02-16,20
2018-02-17,5
2018-02-18,4
2018-02-19,5
2018-02-20,16
2018-02-21,16
2018-02-22,17
2018-02-23,26
2018-02-24,4
2018-02-25,3
2018-02-26,13
2018-02-27,19
2018-02-28,13
2018-03-01,16
2018-03-02,19
2018-03-03,3
2018-03-04,2
2018-03-05,15
2018-03-06,15
2018-03-07,20
2018-03-08,15
2018-03-09,15
2018-03-10,3
2018-03-11,2
2018-03-12,20
2018-03-13,15
2018-03-14,14
2018-03-15,17
2018-03-16,17
2018-03-17,4
2018-03-18,2
2018-03-19,19
2018-03-20,20
2018-03-21,26
2018-03-22,18
2018-03-23,16
2018-03-24,4
2018-03-25,3
2018-03-26,26
2018-03-27,38
2018-03-28,100
2018-03-29,79
2018-03-30,42
2018-03-31,10
2018-04-01,8
2018-04-02,79
2018-04-03,70
2018-04-04,55
2018-04-05,46
2018-04-06,44
2018-04-07,10
2018-04-08,5
2018-04-09,32
