date,TSLA stock
2012-01-26,42
2012-01-27,0
2012-01-28,0
2012-01-29,24
2012-01-30,0
2012-01-31,0
2012-02-01,20
2012-02-02,20
2012-02-03,0
2012-02-04,0
2012-02-05,0
2012-02-06,0
2012-02-07,20
2012-02-08,20
2012-02-09,20
2012-02-10,63
2012-02-11,0
2012-02-12,0
2012-02-13,0
2012-02-14,0
2012-02-15,61
2012-02-16,20
2012-02-17,0
2012-02-18,0
2012-02-19,0
2012-02-20,21
2012-02-21,0
2012-02-22,20
2012-02-23,0
2012-02-24,0
2012-02-25,0
2012-02-26,0
2012-02-27,0
2012-02-28,0
2012-02-29,0
2012-03-01,0
2012-03-02,0
2012-03-03,0
2012-03-04,0
2012-03-05,41
2012-03-06,39
2012-03-07,0
2012-03-08,0
2012-03-09,42
2012-03-10,0
2012-03-11,0
2012-03-12,20
2012-03-13,0
2012-03-14,20
2012-03-15,20
2012-03-16,0
2012-03-17,24
2012-03-18,0
2012-03-19,0
2012-03-20,20
2012-03-21,0
2012-03-22,0
2012-03-23,21
2012-03-24,24
2012-03-25,24
2012-03-26,20
2012-03-27,20
2012-03-28,100
2012-03-29,40
2012-03-30,0
2012-03-31,24
2012-04-01,0
2012-04-02,0
2012-04-03,0
2012-04-04,41
2012-04-05,0
2012-04-06,47
2012-04-07,0
2012-04-08,0
2012-04-09,48
2012-04-10,21
2012-04-11,0
2012-04-12,0
2012-04-13,0
2012-04-14,24
2012-04-15,0
2012-04-16,0
2012-04-17,20
2012-04-18,20
2012-04-19,0
2012-04-20,0
2012-04-21,24
2012-04-22,0
2012-04-23,19
2012-04-24,20
2012-04-25,20
2012-04-26,0
2012-04-27,0
2012-04-28,0
2012-04-29,0
2012-04-30,41
2012-05-01,22
2012-05-02,39
2012-05-03,0
2012-05-04,21
2012-05-05,0
2012-05-06,24
2012-05-07,19
2012-05-08,20
2012-05-09,0
2012-05-10,20
2012-05-11,42
2012-05-12,25
2012-05-13,0
2012-05-14,19
2012-05-15,19
2012-05-16,0
2012-05-17,82
2012-05-18,0
2012-05-19,0
2012-05-20,0
2012-05-21,0
2012-05-22,0
2012-05-23,20
2012-05-24,0
2012-05-25,42
2012-05-26,0
2012-05-27,0
2012-05-28,21
2012-05-29,19
2012-05-30,0
2012-05-31,0
2012-06-01,0
2012-06-02,0
2012-06-03,0
2012-06-04,0
2012-06-05,0
2012-06-06,19
2012-06-07,0
2012-06-08,0
2012-06-09,0
2012-06-10,0
2012-06-11,19
2012-06-12,0
2012-06-13,20
2012-06-14,0
2012-06-15,0
2012-06-16,0
2012-06-17,0
2012-06-18,19
2012-06-19,0
2012-06-20,20
2012-06-21,0
2012-06-22,42
2012-06-23,0
2012-06-24,0
2012-06-25,38
2012-06-26,58
2012-06-27,20
2012-06-28,0
2012-06-29,42
2012-06-30,25
2012-07-01,0
2012-07-02,0
2012-07-03,39
2012-07-04,21
2012-07-05,0
2012-07-06,21
2012-07-07,0
2012-07-08,0
2012-07-09,0
2012-07-10,0
2012-07-11,40
2012-07-12,20
2012-07-13,21
2012-07-14,0
2012-07-15,24
2012-07-16,39
2012-07-17,0
2012-07-18,0
2012-07-19,0
2012-07-20,21
2012-07-21,25
2012-07-22,0
2012-07-23,20
2012-07-24,40
2012-07-25,20
2012-07-26,0
2012-07-27,21
2012-07-28,0
2012-07-29,0
2012-07-30,59
2012-07-31,0
2012-08-01,40
2012-08-02,61
2012-08-03,42
2012-08-04,25
2012-08-05,0
2012-08-06,0
2012-08-07,20
2012-08-08,20
2012-08-09,0
2012-08-10,21
2012-08-11,0
2012-08-12,25
2012-08-13,20
2012-08-14,0
2012-08-15,42
2012-08-16,20
2012-08-17,42
2012-08-18,50
2012-08-19,25
2012-08-20,0
2012-08-21,0
2012-08-22,20
2012-08-23,40
2012-08-24,0
2012-08-25,0
2012-08-26,0
2012-08-27,0
2012-08-28,0
2012-08-29,39
2012-08-30,20
2012-08-31,40
2012-09-01,0
2012-09-02,0
2012-09-03,0
2012-09-04,19
2012-09-05,0
2012-09-06,19
2012-09-07,20
2012-09-08,0
2012-09-09,0
2012-09-10,19
2012-09-11,19
2012-09-12,19
2012-09-13,19
2012-09-14,20
2012-09-15,23
2012-09-16,0
2012-09-17,57
2012-09-18,56
2012-09-19,19
2012-09-20,19
2012-09-21,59
2012-09-22,0
2012-09-23,22
2012-09-24,37
2012-09-25,56
2012-09-26,19
2012-09-27,38
2012-09-28,20
2012-09-29,0
2012-09-30,0
2012-10-01,0
2012-10-02,19
2012-10-03,0
2012-10-04,19
2012-10-05,38
2012-10-06,22
2012-10-07,0
2012-10-08,18
2012-10-09,72
2012-10-10,0
2012-10-11,0
2012-10-12,19
