date,TSLA stock
2015-08-18,21
2015-08-19,18
2015-08-20,22
2015-08-21,21
2015-08-22,9
2015-08-23,4
2015-08-24,40
2015-08-25,28
2015-08-26,27
2015-08-27,30
2015-08-28,19
2015-08-29,6
2015-08-30,3
2015-08-31,13
2015-09-01,15
2015-09-02,17
2015-09-03,21
2015-09-04,17
2015-09-05,4
2015-09-06,3
2015-09-07,4
2015-09-08,15
2015-09-09,13
2015-09-10,14
2015-09-11,10
2015-09-12,3
2015-09-13,4
2015-09-14,13
2015-09-15,8
2015-09-16,13
2015-09-17,11
2015-09-18,13
2015-09-19,4
2015-09-20,1
2015-09-21,13
2015-09-22,16
2015-09-23,11
2015-09-24,12
2015-09-25,17
2015-09-26,4
2015-09-27,1
2015-09-28,13
2015-09-29,18
2015-09-30,19
2015-10-01,15
2015-10-02,13
2015-10-03,7
2015-10-04,3
2015-10-05,14
2015-10-06,14
2015-10-07,16
2015-10-08,14
2015-10-09,13
2015-10-10,5
2015-10-11,3
2015-10-12,12
2015-10-13,13
2015-10-14,15
2015-10-15,13
2015-10-16,15
2015-10-17,4
2015-10-18,3
2015-10-19,14
2015-10-20,28
2015-10-21,21
2015-10-22,18
2015-10-23,20
2015-10-24,6
2015-10-25,3
2015-10-26,12
2015-10-27,21
2015-10-28,17
2015-10-29,15
2015-10-30,15
2015-10-31,6
2015-11-01,3
2015-11-02,15
2015-11-03,34
2015-11-04,42
2015-11-05,25
2015-11-06,19
2015-11-07,8
2015-11-08,4
2015-11-09,12
2015-11-10,13
2015-11-11,11
2015-11-12,11
2015-11-13,10
2015-11-14,2
2015-11-15,3
2015-11-16,12
2015-11-17,10
2015-11-18,11
2015-11-19,14
2015-11-20,12
2015-11-21,4
2015-11-22,3
2015-11-23,11
2015-11-24,13
2015-11-25,11
2015-11-26,6
2015-11-27,10
2015-11-28,4
2015-11-29,3
2015-11-30,7
2015-12-01,13
2015-12-02,14
2015-12-03,9
2015-12-04,10
2015-12-05,4
2015-12-06,2
2015-12-07,7
2015-12-08,9
2015-12-09,10
2015-12-10,10
2015-12-11,10
2015-12-12,4
2015-12-13,4
2015-12-14,8
2015-12-15,11
2015-12-16,11
2015-12-17,18
2015-12-18,11
2015-12-19,2
2015-12-20,2
2015-12-21,8
2015-12-22,16
2015-12-23,13
2015-12-24,6
2015-12-25,2
2015-12-26,3
2015-12-27,3
2015-12-28,9
2015-12-29,9
2015-12-30,10
2015-12-31,12
2016-01-01,6
2016-01-02,1
2016-01-03,4
2016-01-04,18
2016-01-05,13
2016-01-06,20
2016-01-07,18
2016-01-08,12
2016-01-09,6
2016-01-10,3
2016-01-11,15
2016-01-12,10
2016-01-13,17
2016-01-14,19
2016-01-15,17
2016-01-16,5
2016-01-17,3
2016-01-18,5
2016-01-19,13
2016-01-20,17
2016-01-21,13
2016-01-22,17
2016-01-23,3
2016-01-24,2
2016-01-25,13
2016-01-26,15
2016-01-27,18
2016-01-28,18
2016-01-29,19
2016-01-30,6
2016-01-31,5
2016-02-01,21
2016-02-02,22
2016-02-03,26
2016-02-04,25
2016-02-05,24
2016-02-06,13
2016-02-07,6
2016-02-08,28
2016-02-09,36
2016-02-10,47
2016-02-11,67
2016-02-12,29
2016-02-13,10
2016-02-14,5
2016-02-15,6
2016-02-16,19
2016-02-17,24
2016-02-18,20
2016-02-19,16
2016-02-20,6
2016-02-21,1
2016-02-22,17
2016-02-23,17
2016-02-24,18
2016-02-25,22
2016-02-26,22
2016-02-27,4
2016-02-28,2
2016-02-29,18
2016-03-01,20
2016-03-02,22
2016-03-03,24
2016-03-04,23
2016-03-05,5
2016-03-06,3
2016-03-07,16
2016-03-08,22
2016-03-09,14
2016-03-10,16
2016-03-11,17
2016-03-12,7
2016-03-13,4
2016-03-14,24
2016-03-15,26
2016-03-16,19
2016-03-17,27
2016-03-18,28
2016-03-19,9
2016-03-20,2
2016-03-21,27
2016-03-22,22
2016-03-23,22
2016-03-24,28
2016-03-25,13
2016-03-26,4
2016-03-27,4
2016-03-28,15
2016-03-29,22
2016-03-30,19
2016-03-31,45
2016-04-01,100
2016-04-02,17
2016-04-03,11
2016-04-04,58
2016-04-05,49
2016-04-06,42
2016-04-07,51
2016-04-08,38
2016-04-09,9
2016-04-10,3
2016-04-11,33
2016-04-12,30
2016-04-13,30
2016-04-14,30
2016-04-15,16
2016-04-16,4
2016-04-17,6
2016-04-18,20
2016-04-19,25
2016-04-20,25
2016-04-21,25
2016-04-22,15
2016-04-23,6
2016-04-24,3
2016-04-25,21
2016-04-26,19
2016-04-27,20
2016-04-28,24
2016-04-29,25
2016-04-30,4
2016-05-01,2
2016-05-02,23
2016-05-03,26
2016-05-04,47
