date,TSLA stock
2017-01-19,27
2017-01-20,27
2017-01-21,6
2017-01-22,4
2017-01-23,20
2017-01-24,21
2017-01-25,29
2017-01-26,27
2017-01-27,29
2017-01-28,6
2017-01-29,6
2017-01-30,20
2017-01-31,22
2017-02-01,28
2017-02-02,20
2017-02-03,23
2017-02-04,5
2017-02-05,7
2017-02-06,14
2017-02-07,20
2017-02-08,29
2017-02-09,34
2017-02-10,33
2017-02-11,4
2017-02-12,4
2017-02-13,36
2017-02-14,33
2017-02-15,38
2017-02-16,44
2017-02-17,35
2017-02-18,9
2017-02-19,6
2017-02-20,8
2017-02-21,38
2017-02-22,75
2017-02-23,78
2017-02-24,43
2017-02-25,10
2017-02-26,7
2017-02-27,42
2017-02-28,50
2017-03-01,35
2017-03-02,32
2017-03-03,30
2017-03-04,8
2017-03-05,4
2017-03-06,27
2017-03-07,28
2017-03-08,21
2017-03-09,24
2017-03-10,26
2017-03-11,4
2017-03-12,2
2017-03-13,16
2017-03-14,28
2017-03-15,38
2017-03-16,27
2017-03-17,23
2017-03-18,4
2017-03-19,7
2017-03-20,19
2017-03-21,31
2017-03-22,24
2017-03-23,23
2017-03-24,21
2017-03-25,8
2017-03-26,2
2017-03-27,26
2017-03-28,41
2017-03-29,31
2017-03-30,28
2017-03-31,32
2017-04-01,8
2017-04-02,8
2017-04-03,74
2017-04-04,72
2017-04-05,46
2017-04-06,46
2017-04-07,32
2017-04-08,10
2017-04-09,3
2017-04-10,47
2017-04-11,61
2017-04-12,44
2017-04-13,47
2017-04-14,27
2017-04-15,9
2017-04-16,5
2017-04-17,36
2017-04-18,39
2017-04-19,27
2017-04-20,29
2017-04-21,37
2017-04-22,5
2017-04-23,4
2017-04-24,27
2017-04-25,28
2017-04-26,32
2017-04-27,29
2017-04-28,38
2017-04-29,11
2017-04-30,6
2017-05-01,33
2017-05-02,50
2017-05-03,68
2017-05-04,77
2017-05-05,50
2017-05-06,13
2017-05-07,6
2017-05-08,38
2017-05-09,56
2017-05-10,45
2017-05-11,48
2017-05-12,40
2017-05-13,10
2017-05-14,6
2017-05-15,49
2017-05-16,35
2017-05-17,41
2017-05-18,40
2017-05-19,17
2017-05-20,10
2017-05-21,7
2017-05-22,27
2017-05-23,27
2017-05-24,28
2017-05-25,24
2017-05-26,25
2017-05-27,9
2017-05-28,8
2017-05-29,10
2017-05-30,35
2017-05-31,43
2017-06-01,47
2017-06-02,36
2017-06-03,10
2017-06-04,3
2017-06-05,44
2017-06-06,42
2017-06-07,51
2017-06-08,50
2017-06-09,65
2017-06-10,12
2017-06-11,10
2017-06-12,46
2017-06-13,55
2017-06-14,67
2017-06-15,52
2017-06-16,42
2017-06-17,10
2017-06-18,6
2017-06-19,46
2017-06-20,55
2017-06-21,42
2017-06-22,43
2017-06-23,42
2017-06-24,9
2017-06-25,3
2017-06-26,43
2017-06-27,36
2017-06-28,37
2017-06-29,38
2017-06-30,33
2017-07-01,8
2017-07-02,5
2017-07-03,53
2017-07-04,17
2017-07-05,71
2017-07-06,99
2017-07-07,100
2017-07-08,27
2017-07-09,14
2017-07-10,61
2017-07-11,52
2017-07-12,59
2017-07-13,49
2017-07-14,42
2017-07-15,18
2017-07-16,8
2017-07-17,49
2017-07-18,46
2017-07-19,42
2017-07-20,40
2017-07-21,37
2017-07-22,15
2017-07-23,7
2017-07-24,37
2017-07-25,38
2017-07-26,36
2017-07-27,39
2017-07-28,50
2017-07-29,25
2017-07-30,11
2017-07-31,54
2017-08-01,41
2017-08-02,86
2017-08-03,97
2017-08-04,63
2017-08-05,17
2017-08-06,13
2017-08-07,52
2017-08-08,43
2017-08-09,46
2017-08-10,39
2017-08-11,41
2017-08-12,11
2017-08-13,6
2017-08-14,24
2017-08-15,31
2017-08-16,24
2017-08-17,35
2017-08-18,35
2017-08-19,9
2017-08-20,5
2017-08-21,30
2017-08-22,33
2017-08-23,32
2017-08-24,29
2017-08-25,29
2017-08-26,6
2017-08-27,3
2017-08-28,30
2017-08-29,28
2017-08-30,23
2017-08-31,26
2017-09-01,28
2017-09-02,7
2017-09-03,3
2017-09-04,4
2017-09-05,25
2017-09-06,17
2017-09-07,24
2017-09-08,18
2017-09-09,6
2017-09-10,3
2017-09-11,30
2017-09-12,35
2017-09-13,26
2017-09-14,33
2017-09-15,35
2017-09-16,14
2017-09-17,4
2017-09-18,45
2017-09-19,38
2017-09-20,31
2017-09-21,33
2017-09-22,34
2017-09-23,6
2017-09-24,7
2017-09-25,30
2017-09-26,30
2017-09-27,31
2017-09-28,27
2017-09-29,28
2017-09-30,6
2017-10-01,4
2017-10-02,30
2017-10-03,49
2017-10-04,35
2017-10-05,31
2017-10-06,29
