date,Mondelez,isPartial
2013-02-19,37,False
2013-02-20,25,False
2013-02-21,40,False
2013-02-22,32,False
2013-02-23,12,False
2013-02-24,13,False
2013-02-25,26,False
2013-02-26,34,False
2013-02-27,29,False
2013-02-28,34,False
2013-03-01,25,False
2013-03-02,13,False
2013-03-03,19,False
2013-03-04,37,False
2013-03-05,37,False
2013-03-06,30,False
2013-03-07,41,False
2013-03-08,22,False
2013-03-09,19,False
2013-03-10,14,False
2013-03-11,27,False
2013-03-12,30,False
2013-03-13,31,False
2013-03-14,23,False
2013-03-15,26,False
2013-03-16,18,False
2013-03-17,11,False
2013-03-18,29,False
2013-03-19,39,False
2013-03-20,46,False
2013-03-21,23,False
2013-03-22,54,False
2013-03-23,26,False
2013-03-24,20,False
2013-03-25,56,False
2013-03-26,29,False
2013-03-27,28,False
2013-03-28,32,False
2013-03-29,22,False
2013-03-30,13,False
2013-03-31,12,False
2013-04-01,43,False
2013-04-02,26,False
2013-04-03,42,False
2013-04-04,38,False
2013-04-05,22,False
2013-04-06,17,False
2013-04-07,10,False
2013-04-08,30,False
2013-04-09,33,False
2013-04-10,30,False
2013-04-11,38,False
2013-04-12,31,False
2013-04-13,25,False
2013-04-14,16,False
2013-04-15,35,False
2013-04-16,30,False
2013-04-17,41,False
2013-04-18,37,False
2013-04-19,46,False
2013-04-20,15,False
2013-04-21,19,False
2013-04-22,54,False
2013-04-23,40,False
2013-04-24,24,False
2013-04-25,53,False
2013-04-26,32,False
2013-04-27,13,False
2013-04-28,19,False
2013-04-29,36,False
2013-04-30,52,False
2013-05-01,46,False
2013-05-02,34,False
2013-05-03,40,False
2013-05-04,12,False
2013-05-05,19,False
2013-05-06,38,False
2013-05-07,67,False
2013-05-08,46,False
2013-05-09,45,False
2013-05-10,49,False
2013-05-11,14,False
2013-05-12,25,False
2013-05-13,47,False
2013-05-14,49,False
2013-05-15,50,False
2013-05-16,38,False
2013-05-17,56,False
2013-05-18,20,False
2013-05-19,20,False
2013-05-20,37,False
2013-05-21,41,False
2013-05-22,64,False
2013-05-23,40,False
2013-05-24,30,False
2013-05-25,15,False
2013-05-26,13,False
2013-05-27,34,False
2013-05-28,50,False
2013-05-29,48,False
2013-05-30,52,False
2013-05-31,40,False
2013-06-01,12,False
2013-06-02,20,False
2013-06-03,50,False
2013-06-04,54,False
2013-06-05,42,False
2013-06-06,37,False
2013-06-07,40,False
2013-06-08,28,False
2013-06-09,21,False
2013-06-10,49,False
2013-06-11,66,False
2013-06-12,42,False
2013-06-13,41,False
2013-06-14,34,False
2013-06-15,15,False
2013-06-16,21,False
2013-06-17,44,False
2013-06-18,40,False
2013-06-19,42,False
2013-06-20,36,False
2013-06-21,29,False
2013-06-22,25,False
2013-06-23,20,False
2013-06-24,40,False
2013-06-25,44,False
2013-06-26,41,False
2013-06-27,54,False
2013-06-28,33,False
2013-06-29,22,False
2013-06-30,27,False
2013-07-01,42,False
2013-07-02,46,False
2013-07-03,55,False
2013-07-04,35,False
2013-07-05,41,False
2013-07-06,12,False
2013-07-07,15,False
2013-07-08,43,False
2013-07-09,62,False
2013-07-10,47,False
2013-07-11,39,False
2013-07-12,37,False
2013-07-13,17,False
2013-07-14,18,False
2013-07-15,44,False
2013-07-16,57,False
2013-07-17,100,False
2013-07-18,78,False
2013-07-19,49,False
2013-07-20,15,False
2013-07-21,23,False
2013-07-22,71,False
2013-07-23,46,False
2013-07-24,54,False
2013-07-25,37,False
2013-07-26,53,False
2013-07-27,13,False
2013-07-28,22,False
2013-07-29,42,False
2013-07-30,62,False
2013-07-31,55,False
2013-08-01,36,False
2013-08-02,41,False
2013-08-03,13,False
2013-08-04,13,False
2013-08-05,51,False
2013-08-06,57,False
2013-08-07,65,False
2013-08-08,58,False
2013-08-09,49,False
2013-08-10,28,False
2013-08-11,21,False
2013-08-12,38,False
2013-08-13,38,False
2013-08-14,48,False
2013-08-15,54,False
2013-08-16,44,False
2013-08-17,21,False
2013-08-18,28,False
2013-08-19,58,False
2013-08-20,52,False
2013-08-21,62,False
2013-08-22,46,False
2013-08-23,37,False
2013-08-24,22,False
2013-08-25,19,False
2013-08-26,33,False
2013-08-27,59,False
2013-08-28,61,False
2013-08-29,50,False
2013-08-30,56,False
2013-08-31,15,False
2013-09-01,28,False
2013-09-02,45,False
2013-09-03,49,False
2013-09-04,65,False
2013-09-05,50,False
2013-09-06,39,False
2013-09-07,25,False
2013-09-08,20,False
2013-09-09,50,False
2013-09-10,60,False
2013-09-11,53,False
2013-09-12,75,False
2013-09-13,53,False
2013-09-14,23,False
2013-09-15,46,False
2013-09-16,49,False
2013-09-17,57,False
2013-09-18,68,False
2013-09-19,65,False
2013-09-20,40,False
2013-09-21,19,False
2013-09-22,23,False
2013-09-23,62,False
2013-09-24,49,False
2013-09-25,50,False
2013-09-26,82,False
2013-09-27,35,False
2013-09-28,25,False
2013-09-29,35,False
2013-09-30,63,False
2013-10-01,70,False
2013-10-02,65,False
2013-10-03,53,False
2013-10-04,67,False
2013-10-05,30,False
2013-10-06,20,False
2013-10-07,67,False
2013-10-08,63,False
2013-10-09,72,False
2013-10-10,54,False
2013-10-11,38,False
2013-10-12,35,False
2013-10-13,35,False
2013-10-14,62,False
2013-10-15,62,False
2013-10-16,58,False
2013-10-17,47,False
2013-10-18,65,False
2013-10-19,27,False
2013-10-20,35,False
2013-10-21,67,False
2013-10-22,74,False
2013-10-23,61,False
2013-10-24,64,False
2013-10-25,59,False
2013-10-26,31,False
2013-10-27,18,False
2013-10-28,62,False
2013-10-29,58,False
2013-10-30,79,False
2013-10-31,46,False
2013-11-01,58,False
2013-11-02,24,False
2013-11-03,45,False
2013-11-04,64,False
2013-11-05,60,False
2013-11-06,69,False
