date,Mondelez,isPartial
2016-09-11,26,False
2016-09-12,55,False
2016-09-13,54,False
2016-09-14,59,False
2016-09-15,57,False
2016-09-16,47,False
2016-09-17,34,False
2016-09-18,19,False
2016-09-19,60,False
2016-09-20,51,False
2016-09-21,48,False
2016-09-22,44,False
2016-09-23,52,False
2016-09-24,27,False
2016-09-25,25,False
2016-09-26,46,False
2016-09-27,46,False
2016-09-28,57,False
2016-09-29,45,False
2016-09-30,44,False
2016-10-01,24,False
2016-10-02,25,False
2016-10-03,46,False
2016-10-04,45,False
2016-10-05,52,False
2016-10-06,52,False
2016-10-07,49,False
2016-10-08,19,False
2016-10-09,39,False
2016-10-10,64,False
2016-10-11,49,False
2016-10-12,55,False
2016-10-13,72,False
2016-10-14,50,False
2016-10-15,27,False
2016-10-16,24,False
2016-10-17,63,False
2016-10-18,46,False
2016-10-19,53,False
2016-10-20,53,False
2016-10-21,48,False
2016-10-22,27,False
2016-10-23,16,False
2016-10-24,49,False
2016-10-25,58,False
2016-10-26,62,False
2016-10-27,44,False
2016-10-28,53,False
2016-10-29,26,False
2016-10-30,36,False
2016-10-31,56,False
2016-11-01,37,False
2016-11-02,48,False
2016-11-03,57,False
2016-11-04,34,False
2016-11-05,32,False
2016-11-06,36,False
2016-11-07,59,False
2016-11-08,89,False
2016-11-09,57,False
2016-11-10,57,False
2016-11-11,59,False
2016-11-12,32,False
2016-11-13,29,False
2016-11-14,46,False
2016-11-15,65,False
2016-11-16,60,False
2016-11-17,67,False
2016-11-18,51,False
2016-11-19,24,False
2016-11-20,28,False
2016-11-21,45,False
2016-11-22,60,False
2016-11-23,49,False
2016-11-24,43,False
2016-11-25,34,False
2016-11-26,25,False
2016-11-27,28,False
2016-11-28,57,False
2016-11-29,54,False
2016-11-30,55,False
2016-12-01,60,False
2016-12-02,44,False
2016-12-03,19,False
2016-12-04,23,False
2016-12-05,52,False
2016-12-06,57,False
2016-12-07,60,False
2016-12-08,51,False
2016-12-09,39,False
2016-12-10,24,False
2016-12-11,21,False
2016-12-12,49,False
2016-12-13,51,False
2016-12-14,59,False
2016-12-15,93,False
2016-12-16,41,False
2016-12-17,32,False
2016-12-18,28,False
2016-12-19,30,False
2016-12-20,53,False
2016-12-21,55,False
2016-12-22,44,False
2016-12-23,37,False
2016-12-24,15,False
2016-12-25,24,False
2016-12-26,23,False
2016-12-27,36,False
2016-12-28,30,False
2016-12-29,32,False
2016-12-30,17,False
2016-12-31,20,False
2017-01-01,29,False
2017-01-02,21,False
2017-01-03,46,False
2017-01-04,51,False
2017-01-05,40,False
2017-01-06,39,False
2017-01-07,23,False
2017-01-08,22,False
2017-01-09,57,False
2017-01-10,57,False
2017-01-11,56,False
2017-01-12,56,False
2017-01-13,46,False
2017-01-14,21,False
2017-01-15,24,False
2017-01-16,54,False
2017-01-17,53,False
2017-01-18,48,False
2017-01-19,56,False
2017-01-20,57,False
2017-01-21,29,False
2017-01-22,23,False
2017-01-23,48,False
2017-01-24,43,False
2017-01-25,47,False
2017-01-26,45,False
2017-01-27,40,False
2017-01-28,28,False
2017-01-29,22,False
2017-01-30,49,False
2017-01-31,56,False
2017-02-01,56,False
2017-02-02,56,False
2017-02-03,49,False
2017-02-04,31,False
2017-02-05,32,False
2017-02-06,47,False
2017-02-07,66,False
2017-02-08,68,False
2017-02-09,74,False
2017-02-10,56,False
2017-02-11,29,False
2017-02-12,25,False
2017-02-13,44,False
2017-02-14,52,False
2017-02-15,49,False
2017-02-16,66,False
2017-02-17,100,False
2017-02-18,43,False
2017-02-19,47,False
2017-02-20,67,False
2017-02-21,67,False
2017-02-22,62,False
2017-02-23,59,False
2017-02-24,49,False
2017-02-25,26,False
2017-02-26,31,False
2017-02-27,54,False
2017-02-28,54,False
2017-03-01,50,False
2017-03-02,52,False
2017-03-03,52,False
2017-03-04,23,False
2017-03-05,28,False
2017-03-06,54,False
2017-03-07,59,False
2017-03-08,41,False
2017-03-09,59,False
2017-03-10,46,False
2017-03-11,22,False
2017-03-12,38,False
2017-03-13,47,False
2017-03-14,53,False
2017-03-15,44,False
2017-03-16,38,False
2017-03-17,46,False
2017-03-18,24,False
2017-03-19,23,False
2017-03-20,47,False
2017-03-21,54,False
2017-03-22,66,False
2017-03-23,46,False
2017-03-24,42,False
2017-03-25,29,False
2017-03-26,27,False
2017-03-27,42,False
2017-03-28,59,False
2017-03-29,58,False
2017-03-30,55,False
2017-03-31,49,False
2017-04-01,30,False
2017-04-02,25,False
2017-04-03,58,False
2017-04-04,54,False
2017-04-05,49,False
2017-04-06,46,False
2017-04-07,56,False
2017-04-08,30,False
2017-04-09,21,False
2017-04-10,71,False
2017-04-11,50,False
2017-04-12,64,False
2017-04-13,36,False
2017-04-14,32,False
2017-04-15,32,False
2017-04-16,28,False
2017-04-17,44,False
2017-04-18,59,False
2017-04-19,56,False
2017-04-20,46,False
2017-04-21,41,False
2017-04-22,24,False
2017-04-23,22,False
2017-04-24,46,False
2017-04-25,52,False
2017-04-26,48,False
2017-04-27,44,False
2017-04-28,41,False
2017-04-29,26,False
2017-04-30,23,False
2017-05-01,35,False
2017-05-02,52,False
2017-05-03,52,False
2017-05-04,57,False
2017-05-05,50,False
2017-05-06,26,False
2017-05-07,36,False
2017-05-08,43,False
2017-05-09,40,False
2017-05-10,46,False
2017-05-11,41,False
2017-05-12,38,False
2017-05-13,20,False
2017-05-14,36,False
2017-05-15,49,False
2017-05-16,46,False
2017-05-17,52,False
2017-05-18,42,False
2017-05-19,40,False
2017-05-20,21,False
2017-05-21,24,False
2017-05-22,53,False
2017-05-23,54,False
2017-05-24,47,False
2017-05-25,45,False
2017-05-26,34,False
2017-05-27,16,False
2017-05-28,26,False
2017-05-29,36,False
