date,Mondelez,isPartial
2015-04-10,54,False
2015-04-11,24,False
2015-04-12,20,False
2015-04-13,51,False
2015-04-14,45,False
2015-04-15,54,False
2015-04-16,56,False
2015-04-17,36,False
2015-04-18,27,False
2015-04-19,27,False
2015-04-20,49,False
2015-04-21,45,False
2015-04-22,51,False
2015-04-23,54,False
2015-04-24,42,False
2015-04-25,22,False
2015-04-26,21,False
2015-04-27,50,False
2015-04-28,47,False
2015-04-29,50,False
2015-04-30,44,False
2015-05-01,29,False
2015-05-02,33,False
2015-05-03,16,False
2015-05-04,43,False
2015-05-05,45,False
2015-05-06,54,False
2015-05-07,54,False
2015-05-08,37,False
2015-05-09,21,False
2015-05-10,32,False
2015-05-11,49,False
2015-05-12,47,False
2015-05-13,45,False
2015-05-14,48,False
2015-05-15,48,False
2015-05-16,26,False
2015-05-17,24,False
2015-05-18,52,False
2015-05-19,54,False
2015-05-20,55,False
2015-05-21,49,False
2015-05-22,48,False
2015-05-23,26,False
2015-05-24,26,False
2015-05-25,39,False
2015-05-26,46,False
2015-05-27,57,False
2015-05-28,49,False
2015-05-29,50,False
2015-05-30,26,False
2015-05-31,25,False
2015-06-01,44,False
2015-06-02,50,False
2015-06-03,43,False
2015-06-04,52,False
2015-06-05,36,False
2015-06-06,24,False
2015-06-07,21,False
2015-06-08,56,False
2015-06-09,38,False
2015-06-10,39,False
2015-06-11,48,False
2015-06-12,35,False
2015-06-13,33,False
2015-06-14,30,False
2015-06-15,49,False
2015-06-16,49,False
2015-06-17,53,False
2015-06-18,46,False
2015-06-19,35,False
2015-06-20,30,False
2015-06-21,19,False
2015-06-22,42,False
2015-06-23,53,False
2015-06-24,49,False
2015-06-25,46,False
2015-06-26,52,False
2015-06-27,17,False
2015-06-28,25,False
2015-06-29,44,False
2015-06-30,42,False
2015-07-01,54,False
2015-07-02,47,False
2015-07-03,38,False
2015-07-04,26,False
2015-07-05,21,False
2015-07-06,45,False
2015-07-07,45,False
2015-07-08,42,False
2015-07-09,43,False
2015-07-10,38,False
2015-07-11,16,False
2015-07-12,20,False
2015-07-13,50,False
2015-07-14,45,False
2015-07-15,51,False
2015-07-16,44,False
2015-07-17,44,False
2015-07-18,22,False
2015-07-19,15,False
2015-07-20,45,False
2015-07-21,42,False
2015-07-22,49,False
2015-07-23,56,False
2015-07-24,30,False
2015-07-25,20,False
2015-07-26,24,False
2015-07-27,47,False
2015-07-28,52,False
2015-07-29,54,False
2015-07-30,57,False
2015-07-31,40,False
2015-08-01,22,False
2015-08-02,28,False
2015-08-03,45,False
2015-08-04,39,False
2015-08-05,55,False
2015-08-06,100,False
2015-08-07,60,False
2015-08-08,27,False
2015-08-09,31,False
2015-08-10,51,False
2015-08-11,50,False
2015-08-12,55,False
2015-08-13,47,False
2015-08-14,34,False
2015-08-15,27,False
2015-08-16,28,False
2015-08-17,40,False
2015-08-18,57,False
2015-08-19,54,False
2015-08-20,44,False
2015-08-21,34,False
2015-08-22,28,False
2015-08-23,17,False
2015-08-24,50,False
2015-08-25,60,False
2015-08-26,68,False
2015-08-27,50,False
2015-08-28,42,False
2015-08-29,22,False
2015-08-30,21,False
2015-08-31,45,False
2015-09-01,52,False
2015-09-02,44,False
2015-09-03,62,False
2015-09-04,55,False
2015-09-05,27,False
2015-09-06,14,False
2015-09-07,43,False
2015-09-08,46,False
2015-09-09,46,False
2015-09-10,47,False
2015-09-11,58,False
2015-09-12,27,False
2015-09-13,21,False
2015-09-14,47,False
2015-09-15,45,False
