date,Mondelez,isPartial
2018-02-13,75,False
2018-02-14,60,False
2018-02-15,68,False
2018-02-16,60,False
2018-02-17,43,False
2018-02-18,52,False
2018-02-19,68,False
2018-02-20,77,False
2018-02-21,75,False
2018-02-22,68,False
2018-02-23,77,False
2018-02-24,45,False
2018-02-25,54,False
2018-02-26,83,False
2018-02-27,90,False
2018-02-28,63,False
2018-03-01,100,False
2018-03-02,99,False
2018-03-03,51,False
2018-03-04,34,False
2018-03-05,69,False
2018-03-06,84,False
2018-03-07,75,False
2018-03-08,75,False
2018-03-09,63,False
2018-03-10,38,False
2018-03-11,36,False
2018-03-12,75,False
2018-03-13,57,False
2018-03-14,64,False
2018-03-15,67,False
2018-03-16,64,False
2018-03-17,32,False
2018-03-18,39,False
2018-03-19,42,False
2018-03-20,73,False
2018-03-21,61,False
2018-03-22,65,False
2018-03-23,55,False
2018-03-24,43,False
2018-03-25,36,False
2018-03-26,58,False
2018-03-27,62,False
2018-03-28,72,False
2018-03-29,56,False
2018-03-30,48,False
2018-03-31,44,False
2018-04-01,31,False
2018-04-02,72,False
2018-04-03,73,False
2018-04-04,51,False
2018-04-05,62,False
2018-04-06,60,False
2018-04-07,27,False
2018-04-08,37,False
2018-04-09,70,False
2018-04-10,60,False
2018-04-11,59,False
2018-04-12,71,False
2018-04-13,75,False
2018-04-14,33,False
2018-04-15,25,False
2018-04-16,62,False
2018-04-17,59,False
2018-04-18,70,False
2018-04-19,65,False
2018-04-20,67,False
2018-04-21,31,False
2018-04-22,37,False
2018-04-23,59,False
2018-04-24,68,False
2018-04-25,59,False
2018-04-26,57,False
2018-04-27,41,False
2018-04-28,37,False
2018-04-29,22,False
2018-04-30,51,False
2018-05-01,61,False
2018-05-02,68,False
2018-05-03,65,False
2018-05-04,49,False
2018-05-05,27,False
2018-05-06,33,False
2018-05-07,78,False
2018-05-08,69,False
2018-05-09,72,False
2018-05-10,56,False
2018-05-11,55,False
2018-05-12,41,False
2018-05-13,30,False
2018-05-14,60,False
2018-05-15,49,False
2018-05-16,63,False
2018-05-17,60,False
2018-05-18,42,False
2018-05-19,32,False
2018-05-20,27,False
2018-05-21,53,False
2018-05-22,69,False
2018-05-23,68,False
2018-05-24,62,False
2018-05-25,50,False
2018-05-26,36,False
2018-05-27,29,False
2018-05-28,40,False
2018-05-29,53,False
2018-05-30,46,False
2018-05-31,54,False
2018-06-01,51,False
2018-06-02,30,False
2018-06-03,44,False
2018-06-04,54,False
2018-06-05,61,False
2018-06-06,59,False
2018-06-07,53,False
2018-06-08,50,False
2018-06-09,29,False
2018-06-10,17,False
2018-06-11,53,False
2018-06-12,63,False
2018-06-13,44,False
2018-06-14,57,False
2018-06-15,59,False
2018-06-16,32,False
2018-06-17,16,False
2018-06-18,54,False
2018-06-19,68,False
2018-06-20,52,False
2018-06-21,53,False
2018-06-22,46,False
2018-06-23,29,False
2018-06-24,34,False
2018-06-25,64,False
2018-06-26,50,False
2018-06-27,53,False
2018-06-28,38,False
2018-06-29,41,False
