date,Mylan,isPartial
2013-02-19,55,False
2013-02-20,60,False
2013-02-21,65,False
2013-02-22,68,False
2013-02-23,51,False
2013-02-24,60,False
2013-02-25,69,False
2013-02-26,71,False
2013-02-27,74,False
2013-02-28,98,False
2013-03-01,85,False
2013-03-02,81,False
2013-03-03,65,False
2013-03-04,75,False
2013-03-05,73,False
2013-03-06,80,False
2013-03-07,77,False
2013-03-08,66,False
2013-03-09,44,False
2013-03-10,61,False
2013-03-11,80,False
2013-03-12,81,False
2013-03-13,69,False
2013-03-14,75,False
2013-03-15,90,False
2013-03-16,60,False
2013-03-17,65,False
2013-03-18,76,False
2013-03-19,83,False
2013-03-20,62,False
2013-03-21,61,False
2013-03-22,80,False
2013-03-23,65,False
2013-03-24,57,False
2013-03-25,72,False
2013-03-26,79,False
2013-03-27,81,False
2013-03-28,57,False
2013-03-29,68,False
2013-03-30,79,False
2013-03-31,73,False
2013-04-01,55,False
2013-04-02,73,False
2013-04-03,59,False
2013-04-04,46,False
2013-04-05,58,False
2013-04-06,62,False
2013-04-07,64,False
2013-04-08,64,False
2013-04-09,69,False
2013-04-10,74,False
2013-04-11,82,False
2013-04-12,70,False
2013-04-13,62,False
2013-04-14,48,False
2013-04-15,85,False
2013-04-16,63,False
2013-04-17,66,False
2013-04-18,55,False
2013-04-19,70,False
2013-04-20,61,False
2013-04-21,59,False
2013-04-22,70,False
2013-04-23,63,False
2013-04-24,63,False
2013-04-25,72,False
2013-04-26,73,False
2013-04-27,64,False
2013-04-28,52,False
2013-04-29,52,False
2013-04-30,74,False
2013-05-01,59,False
2013-05-02,62,False
2013-05-03,56,False
2013-05-04,63,False
2013-05-05,69,False
2013-05-06,55,False
2013-05-07,76,False
2013-05-08,58,False
2013-05-09,53,False
2013-05-10,67,False
2013-05-11,72,False
2013-05-12,49,False
2013-05-13,56,False
2013-05-14,82,False
2013-05-15,82,False
2013-05-16,66,False
2013-05-17,60,False
2013-05-18,37,False
2013-05-19,59,False
2013-05-20,81,False
2013-05-21,83,False
2013-05-22,52,False
2013-05-23,73,False
2013-05-24,65,False
2013-05-25,65,False
2013-05-26,50,False
2013-05-27,53,False
2013-05-28,75,False
2013-05-29,82,False
2013-05-30,70,False
2013-05-31,67,False
2013-06-01,64,False
2013-06-02,46,False
2013-06-03,42,False
2013-06-04,64,False
2013-06-05,64,False
2013-06-06,58,False
2013-06-07,73,False
2013-06-08,57,False
2013-06-09,63,False
2013-06-10,63,False
2013-06-11,77,False
2013-06-12,82,False
2013-06-13,62,False
2013-06-14,93,False
2013-06-15,75,False
2013-06-16,49,False
2013-06-17,64,False
2013-06-18,82,False
2013-06-19,67,False
2013-06-20,68,False
2013-06-21,70,False
2013-06-22,68,False
2013-06-23,65,False
2013-06-24,73,False
2013-06-25,63,False
2013-06-26,78,False
2013-06-27,67,False
2013-06-28,80,False
2013-06-29,86,False
2013-06-30,62,False
2013-07-01,61,False
2013-07-02,71,False
2013-07-03,69,False
2013-07-04,70,False
2013-07-05,79,False
2013-07-06,75,False
2013-07-07,66,False
2013-07-08,44,False
2013-07-09,61,False
2013-07-10,93,False
2013-07-11,87,False
2013-07-12,70,False
2013-07-13,64,False
2013-07-14,69,False
2013-07-15,72,False
2013-07-16,88,False
2013-07-17,72,False
2013-07-18,83,False
2013-07-19,71,False
2013-07-20,57,False
2013-07-21,56,False
2013-07-22,62,False
2013-07-23,80,False
2013-07-24,71,False
2013-07-25,77,False
2013-07-26,69,False
2013-07-27,67,False
2013-07-28,73,False
2013-07-29,82,False
2013-07-30,72,False
2013-07-31,88,False
2013-08-01,89,False
2013-08-02,72,False
2013-08-03,82,False
2013-08-04,60,False
2013-08-05,82,False
2013-08-06,81,False
2013-08-07,76,False
2013-08-08,66,False
2013-08-09,71,False
2013-08-10,46,False
2013-08-11,67,False
2013-08-12,62,False
2013-08-13,67,False
2013-08-14,83,False
2013-08-15,58,False
2013-08-16,61,False
2013-08-17,63,False
2013-08-18,66,False
2013-08-19,61,False
2013-08-20,67,False
2013-08-21,70,False
2013-08-22,79,False
2013-08-23,48,False
2013-08-24,67,False
2013-08-25,63,False
2013-08-26,79,False
2013-08-27,81,False
2013-08-28,67,False
2013-08-29,57,False
2013-08-30,75,False
2013-08-31,53,False
2013-09-01,82,False
2013-09-02,49,False
2013-09-03,76,False
2013-09-04,66,False
2013-09-05,63,False
2013-09-06,74,False
2013-09-07,73,False
2013-09-08,60,False
2013-09-09,72,False
2013-09-10,68,False
2013-09-11,58,False
2013-09-12,67,False
2013-09-13,70,False
2013-09-14,61,False
2013-09-15,35,False
2013-09-16,51,False
2013-09-17,76,False
2013-09-18,77,False
2013-09-19,85,False
2013-09-20,78,False
2013-09-21,59,False
2013-09-22,59,False
2013-09-23,64,False
2013-09-24,84,False
2013-09-25,69,False
2013-09-26,100,False
2013-09-27,63,False
2013-09-28,59,False
2013-09-29,74,False
2013-09-30,67,False
2013-10-01,69,False
2013-10-02,58,False
2013-10-03,60,False
2013-10-04,68,False
2013-10-05,61,False
2013-10-06,57,False
2013-10-07,69,False
2013-10-08,69,False
2013-10-09,62,False
2013-10-10,75,False
2013-10-11,49,False
2013-10-12,82,False
2013-10-13,40,False
2013-10-14,74,False
2013-10-15,64,False
2013-10-16,69,False
2013-10-17,55,False
2013-10-18,64,False
2013-10-19,61,False
2013-10-20,53,False
2013-10-21,67,False
2013-10-22,62,False
2013-10-23,61,False
2013-10-24,67,False
2013-10-25,76,False
2013-10-26,47,False
2013-10-27,52,False
2013-10-28,62,False
2013-10-29,71,False
2013-10-30,62,False
2013-10-31,50,False
2013-11-01,67,False
2013-11-02,40,False
2013-11-03,48,False
2013-11-04,62,False
2013-11-05,91,False
2013-11-06,72,False
