date,Mylan,isPartial
2017-10-06,66,False
2017-10-07,48,False
2017-10-08,46,False
2017-10-09,58,False
2017-10-10,73,False
2017-10-11,55,False
2017-10-12,70,False
2017-10-13,47,False
2017-10-14,46,False
2017-10-15,47,False
2017-10-16,52,False
2017-10-17,56,False
2017-10-18,58,False
2017-10-19,54,False
2017-10-20,61,False
2017-10-21,41,False
2017-10-22,44,False
2017-10-23,46,False
2017-10-24,54,False
2017-10-25,54,False
2017-10-26,64,False
2017-10-27,48,False
2017-10-28,44,False
2017-10-29,36,False
2017-10-30,57,False
2017-10-31,62,False
2017-11-01,70,False
2017-11-02,77,False
2017-11-03,47,False
2017-11-04,51,False
2017-11-05,42,False
2017-11-06,65,False
2017-11-07,67,False
2017-11-08,65,False
2017-11-09,60,False
2017-11-10,62,False
2017-11-11,48,False
2017-11-12,42,False
2017-11-13,54,False
2017-11-14,53,False
2017-11-15,54,False
2017-11-16,67,False
2017-11-17,40,False
2017-11-18,43,False
2017-11-19,50,False
2017-11-20,55,False
2017-11-21,61,False
2017-11-22,54,False
2017-11-23,57,False
2017-11-24,48,False
2017-11-25,40,False
2017-11-26,48,False
2017-11-27,45,False
2017-11-28,49,False
2017-11-29,59,False
2017-11-30,56,False
2017-12-01,71,False
2017-12-02,42,False
2017-12-03,42,False
2017-12-04,63,False
2017-12-05,56,False
2017-12-06,56,False
2017-12-07,61,False
2017-12-08,45,False
2017-12-09,36,False
2017-12-10,39,False
2017-12-11,62,False
2017-12-12,51,False
2017-12-13,47,False
2017-12-14,58,False
2017-12-15,62,False
2017-12-16,48,False
2017-12-17,34,False
2017-12-18,60,False
2017-12-19,58,False
2017-12-20,45,False
2017-12-21,51,False
2017-12-22,43,False
2017-12-23,44,False
2017-12-24,42,False
2017-12-25,34,False
2017-12-26,47,False
2017-12-27,42,False
2017-12-28,51,False
2017-12-29,56,False
2017-12-30,38,False
2017-12-31,47,False
2018-01-01,31,False
2018-01-02,43,False
2018-01-03,54,False
2018-01-04,59,False
2018-01-05,58,False
2018-01-06,46,False
2018-01-07,42,False
2018-01-08,49,False
2018-01-09,62,False
2018-01-10,71,False
2018-01-11,61,False
2018-01-12,66,False
2018-01-13,49,False
2018-01-14,46,False
2018-01-15,58,False
2018-01-16,58,False
2018-01-17,53,False
2018-01-18,52,False
2018-01-19,59,False
2018-01-20,38,False
2018-01-21,48,False
2018-01-22,59,False
2018-01-23,60,False
2018-01-24,52,False
2018-01-25,60,False
2018-01-26,55,False
2018-01-27,52,False
2018-01-28,50,False
2018-01-29,55,False
2018-01-30,61,False
2018-01-31,63,False
2018-02-01,62,False
2018-02-02,54,False
2018-02-03,50,False
