date,Mylan,isPartial
2015-12-26,9,False
2015-12-27,9,False
2015-12-28,11,False
2015-12-29,10,False
2015-12-30,12,False
2015-12-31,10,False
2016-01-01,8,False
2016-01-02,8,False
2016-01-03,9,False
2016-01-04,11,False
2016-01-05,11,False
2016-01-06,10,False
2016-01-07,10,False
2016-01-08,14,False
2016-01-09,9,False
2016-01-10,9,False
2016-01-11,12,False
2016-01-12,12,False
2016-01-13,9,False
2016-01-14,10,False
2016-01-15,9,False
2016-01-16,9,False
2016-01-17,9,False
2016-01-18,11,False
2016-01-19,11,False
2016-01-20,9,False
2016-01-21,12,False
2016-01-22,10,False
2016-01-23,8,False
2016-01-24,9,False
2016-01-25,10,False
2016-01-26,12,False
2016-01-27,10,False
2016-01-28,10,False
2016-01-29,11,False
2016-01-30,9,False
2016-01-31,9,False
2016-02-01,10,False
2016-02-02,10,False
2016-02-03,10,False
2016-02-04,12,False
2016-02-05,11,False
2016-02-06,12,False
2016-02-07,7,False
2016-02-08,13,False
2016-02-09,10,False
2016-02-10,15,False
2016-02-11,26,False
2016-02-12,14,False
2016-02-13,9,False
2016-02-14,9,False
2016-02-15,12,False
2016-02-16,11,False
2016-02-17,12,False
2016-02-18,13,False
2016-02-19,12,False
2016-02-20,8,False
2016-02-21,8,False
2016-02-22,11,False
2016-02-23,14,False
2016-02-24,10,False
2016-02-25,12,False
2016-02-26,11,False
2016-02-27,9,False
2016-02-28,9,False
2016-02-29,11,False
2016-03-01,11,False
2016-03-02,12,False
2016-03-03,11,False
2016-03-04,10,False
2016-03-05,10,False
2016-03-06,8,False
2016-03-07,11,False
2016-03-08,10,False
2016-03-09,12,False
2016-03-10,11,False
2016-03-11,12,False
2016-03-12,8,False
2016-03-13,8,False
2016-03-14,10,False
2016-03-15,11,False
2016-03-16,11,False
2016-03-17,12,False
2016-03-18,9,False
2016-03-19,10,False
2016-03-20,10,False
2016-03-21,10,False
2016-03-22,10,False
2016-03-23,10,False
2016-03-24,12,False
2016-03-25,9,False
2016-03-26,9,False
2016-03-27,9,False
2016-03-28,11,False
2016-03-29,11,False
2016-03-30,11,False
2016-03-31,11,False
2016-04-01,11,False
2016-04-02,10,False
2016-04-03,8,False
2016-04-04,11,False
2016-04-05,12,False
2016-04-06,14,False
2016-04-07,11,False
2016-04-08,11,False
2016-04-09,9,False
2016-04-10,10,False
2016-04-11,11,False
2016-04-12,11,False
2016-04-13,10,False
2016-04-14,12,False
2016-04-15,11,False
2016-04-16,9,False
2016-04-17,9,False
2016-04-18,10,False
2016-04-19,12,False
2016-04-20,12,False
2016-04-21,11,False
2016-04-22,10,False
2016-04-23,8,False
2016-04-24,8,False
2016-04-25,14,False
2016-04-26,12,False
2016-04-27,12,False
2016-04-28,12,False
2016-04-29,11,False
2016-04-30,10,False
2016-05-01,9,False
2016-05-02,12,False
2016-05-03,13,False
2016-05-04,12,False
2016-05-05,12,False
2016-05-06,11,False
2016-05-07,9,False
2016-05-08,9,False
2016-05-09,11,False
2016-05-10,11,False
2016-05-11,12,False
2016-05-12,12,False
2016-05-13,12,False
2016-05-14,11,False
2016-05-15,10,False
2016-05-16,9,False
2016-05-17,11,False
2016-05-18,12,False
2016-05-19,11,False
2016-05-20,12,False
2016-05-21,9,False
2016-05-22,9,False
2016-05-23,11,False
2016-05-24,13,False
2016-05-25,12,False
2016-05-26,12,False
2016-05-27,10,False
2016-05-28,11,False
2016-05-29,7,False
2016-05-30,9,False
2016-05-31,12,False
2016-06-01,11,False
2016-06-02,11,False
2016-06-03,11,False
2016-06-04,9,False
2016-06-05,9,False
2016-06-06,12,False
2016-06-07,12,False
2016-06-08,13,False
2016-06-09,12,False
2016-06-10,11,False
2016-06-11,9,False
2016-06-12,7,False
2016-06-13,10,False
2016-06-14,10,False
2016-06-15,10,False
2016-06-16,10,False
2016-06-17,12,False
2016-06-18,8,False
2016-06-19,7,False
2016-06-20,12,False
2016-06-21,11,False
2016-06-22,11,False
2016-06-23,11,False
2016-06-24,10,False
2016-06-25,9,False
2016-06-26,7,False
2016-06-27,10,False
2016-06-28,12,False
2016-06-29,11,False
2016-06-30,12,False
2016-07-01,11,False
2016-07-02,9,False
2016-07-03,9,False
2016-07-04,10,False
2016-07-05,12,False
2016-07-06,11,False
2016-07-07,11,False
2016-07-08,10,False
2016-07-09,10,False
2016-07-10,9,False
2016-07-11,10,False
2016-07-12,11,False
2016-07-13,12,False
2016-07-14,11,False
2016-07-15,12,False
2016-07-16,10,False
2016-07-17,9,False
2016-07-18,12,False
2016-07-19,10,False
2016-07-20,13,False
2016-07-21,11,False
2016-07-22,11,False
2016-07-23,9,False
2016-07-24,10,False
2016-07-25,12,False
2016-07-26,11,False
2016-07-27,12,False
2016-07-28,13,False
2016-07-29,11,False
2016-07-30,11,False
2016-07-31,9,False
2016-08-01,10,False
2016-08-02,13,False
2016-08-03,12,False
2016-08-04,12,False
2016-08-05,10,False
2016-08-06,10,False
2016-08-07,11,False
2016-08-08,11,False
2016-08-09,14,False
2016-08-10,12,False
2016-08-11,11,False
2016-08-12,10,False
2016-08-13,8,False
2016-08-14,9,False
2016-08-15,10,False
2016-08-16,11,False
2016-08-17,13,False
2016-08-18,11,False
2016-08-19,11,False
2016-08-20,10,False
2016-08-21,10,False
2016-08-22,15,False
2016-08-23,23,False
2016-08-24,53,False
2016-08-25,100,False
2016-08-26,75,False
2016-08-27,38,False
2016-08-28,26,False
2016-08-29,38,False
2016-08-30,30,False
2016-08-31,21,False
2016-09-01,22,False
2016-09-02,21,False
2016-09-03,13,False
2016-09-04,12,False
2016-09-05,13,False
2016-09-06,17,False
2016-09-07,17,False
2016-09-08,16,False
2016-09-09,15,False
2016-09-10,12,False
2016-09-11,12,False
