date,Mylan,isPartial
2011-05-11,56,False
2011-05-12,48,False
2011-05-13,51,False
2011-05-14,68,False
2011-05-15,56,False
2011-05-16,69,False
2011-05-17,51,False
2011-05-18,71,False
2011-05-19,52,False
2011-05-20,70,False
2011-05-21,57,False
2011-05-22,43,False
2011-05-23,58,False
2011-05-24,55,False
2011-05-25,61,False
2011-05-26,58,False
2011-05-27,57,False
2011-05-28,64,False
2011-05-29,59,False
2011-05-30,48,False
2011-05-31,50,False
2011-06-01,56,False
2011-06-02,85,False
2011-06-03,39,False
2011-06-04,50,False
2011-06-05,71,False
2011-06-06,59,False
2011-06-07,66,False
2011-06-08,69,False
2011-06-09,63,False
2011-06-10,47,False
2011-06-11,71,False
2011-06-12,66,False
2011-06-13,54,False
2011-06-14,50,False
2011-06-15,40,False
2011-06-16,56,False
2011-06-17,52,False
2011-06-18,41,False
2011-06-19,44,False
2011-06-20,52,False
2011-06-21,51,False
2011-06-22,42,False
2011-06-23,58,False
2011-06-24,56,False
2011-06-25,47,False
2011-06-26,52,False
2011-06-27,54,False
2011-06-28,59,False
2011-06-29,60,False
2011-06-30,48,False
2011-07-01,52,False
2011-07-02,51,False
2011-07-03,76,False
2011-07-04,66,False
2011-07-05,81,False
2011-07-06,46,False
2011-07-07,73,False
2011-07-08,57,False
2011-07-09,57,False
2011-07-10,35,False
2011-07-11,57,False
2011-07-12,46,False
2011-07-13,48,False
2011-07-14,61,False
2011-07-15,69,False
2011-07-16,33,False
2011-07-17,30,False
2011-07-18,57,False
2011-07-19,62,False
2011-07-20,65,False
2011-07-21,37,False
2011-07-22,65,False
2011-07-23,58,False
2011-07-24,73,False
2011-07-25,61,False
2011-07-26,76,False
2011-07-27,58,False
2011-07-28,56,False
2011-07-29,52,False
2011-07-30,54,False
2011-07-31,42,False
2011-08-01,54,False
2011-08-02,66,False
2011-08-03,49,False
2011-08-04,69,False
2011-08-05,64,False
2011-08-06,36,False
2011-08-07,91,False
2011-08-08,49,False
2011-08-09,53,False
2011-08-10,55,False
2011-08-11,60,False
2011-08-12,51,False
2011-08-13,39,False
2011-08-14,65,False
2011-08-15,68,False
2011-08-16,55,False
2011-08-17,50,False
2011-08-18,61,False
2011-08-19,45,False
2011-08-20,57,False
2011-08-21,42,False
2011-08-22,51,False
2011-08-23,54,False
2011-08-24,63,False
2011-08-25,47,False
2011-08-26,54,False
2011-08-27,57,False
2011-08-28,45,False
2011-08-29,77,False
2011-08-30,68,False
2011-08-31,62,False
2011-09-01,77,False
2011-09-02,88,False
2011-09-03,100,False
2011-09-04,91,False
2011-09-05,55,False
2011-09-06,53,False
2011-09-07,61,False
2011-09-08,48,False
2011-09-09,59,False
2011-09-10,44,False
2011-09-11,52,False
2011-09-12,50,False
2011-09-13,59,False
2011-09-14,65,False
2011-09-15,76,False
2011-09-16,79,False
2011-09-17,50,False
2011-09-18,38,False
2011-09-19,50,False
2011-09-20,59,False
2011-09-21,59,False
2011-09-22,53,False
2011-09-23,52,False
2011-09-24,48,False
2011-09-25,52,False
2011-09-26,76,False
2011-09-27,67,False
2011-09-28,71,False
2011-09-29,63,False
2011-09-30,54,False
2011-10-01,48,False
2011-10-02,46,False
2011-10-03,60,False
2011-10-04,55,False
