date,Mylan,isPartial
2012-06-04,70,False
2012-06-05,66,False
2012-06-06,59,False
2012-06-07,77,False
2012-06-08,68,False
2012-06-09,61,False
2012-06-10,65,False
2012-06-11,61,False
2012-06-12,48,False
2012-06-13,80,False
2012-06-14,77,False
2012-06-15,66,False
2012-06-16,59,False
2012-06-17,64,False
2012-06-18,59,False
2012-06-19,71,False
2012-06-20,87,False
2012-06-21,48,False
2012-06-22,50,False
2012-06-23,59,False
2012-06-24,73,False
2012-06-25,85,False
2012-06-26,67,False
2012-06-27,62,False
2012-06-28,62,False
2012-06-29,69,False
2012-06-30,53,False
2012-07-01,40,False
2012-07-02,60,False
2012-07-03,74,False
2012-07-04,63,False
2012-07-05,55,False
2012-07-06,69,False
2012-07-07,71,False
2012-07-08,43,False
2012-07-09,62,False
2012-07-10,60,False
2012-07-11,77,False
2012-07-12,69,False
2012-07-13,58,False
2012-07-14,70,False
2012-07-15,69,False
2012-07-16,55,False
2012-07-17,57,False
2012-07-18,80,False
2012-07-19,53,False
2012-07-20,69,False
2012-07-21,78,False
2012-07-22,44,False
2012-07-23,49,False
2012-07-24,65,False
2012-07-25,70,False
2012-07-26,64,False
2012-07-27,81,False
2012-07-28,62,False
2012-07-29,60,False
2012-07-30,60,False
2012-07-31,70,False
2012-08-01,68,False
2012-08-02,42,False
2012-08-03,62,False
2012-08-04,34,False
2012-08-05,60,False
2012-08-06,90,False
2012-08-07,61,False
2012-08-08,74,False
2012-08-09,56,False
2012-08-10,64,False
2012-08-11,79,False
2012-08-12,58,False
2012-08-13,82,False
2012-08-14,62,False
2012-08-15,68,False
2012-08-16,82,False
2012-08-17,68,False
2012-08-18,50,False
2012-08-19,64,False
2012-08-20,64,False
2012-08-21,86,False
2012-08-22,81,False
2012-08-23,75,False
2012-08-24,89,False
2012-08-25,62,False
2012-08-26,51,False
2012-08-27,78,False
2012-08-28,81,False
2012-08-29,65,False
2012-08-30,100,False
2012-08-31,82,False
2012-09-01,76,False
2012-09-02,63,False
2012-09-03,76,False
2012-09-04,94,False
2012-09-05,61,False
2012-09-06,53,False
2012-09-07,81,False
2012-09-08,66,False
2012-09-09,58,False
2012-09-10,82,False
2012-09-11,65,False
2012-09-12,84,False
2012-09-13,69,False
2012-09-14,63,False
2012-09-15,74,False
2012-09-16,43,False
2012-09-17,64,False
2012-09-18,61,False
2012-09-19,57,False
2012-09-20,69,False
2012-09-21,49,False
2012-09-22,68,False
2012-09-23,52,False
2012-09-24,61,False
2012-09-25,57,False
2012-09-26,63,False
2012-09-27,82,False
2012-09-28,73,False
2012-09-29,70,False
2012-09-30,57,False
2012-10-01,83,False
2012-10-02,75,False
2012-10-03,62,False
2012-10-04,78,False
2012-10-05,81,False
2012-10-06,48,False
2012-10-07,62,False
2012-10-08,84,False
2012-10-09,65,False
2012-10-10,59,False
2012-10-11,76,False
2012-10-12,57,False
2012-10-13,66,False
2012-10-14,90,False
2012-10-15,66,False
2012-10-16,56,False
2012-10-17,83,False
2012-10-18,59,False
2012-10-19,78,False
2012-10-20,62,False
2012-10-21,54,False
2012-10-22,68,False
2012-10-23,65,False
2012-10-24,67,False
2012-10-25,66,False
2012-10-26,66,False
2012-10-27,67,False
2012-10-28,48,False
2012-10-29,63,False
2012-10-30,69,False
2012-10-31,65,False
2012-11-01,71,False
2012-11-02,67,False
2012-11-03,80,False
2012-11-04,53,False
2012-11-05,71,False
2012-11-06,56,False
2012-11-07,61,False
2012-11-08,70,False
2012-11-09,64,False
2012-11-10,62,False
2012-11-11,47,False
2012-11-12,77,False
2012-11-13,64,False
2012-11-14,79,False
2012-11-15,73,False
2012-11-16,56,False
2012-11-17,53,False
