date,Mylan,isPartial
2013-11-06,43,False
2013-11-07,41,False
2013-11-08,26,False
2013-11-09,34,False
2013-11-10,26,False
2013-11-11,36,False
2013-11-12,43,False
2013-11-13,38,False
2013-11-14,38,False
2013-11-15,39,False
2013-11-16,32,False
2013-11-17,36,False
2013-11-18,40,False
2013-11-19,37,False
2013-11-20,30,False
2013-11-21,30,False
2013-11-22,33,False
2013-11-23,31,False
2013-11-24,25,False
2013-11-25,42,False
2013-11-26,47,False
2013-11-27,33,False
2013-11-28,36,False
2013-11-29,33,False
2013-11-30,30,False
2013-12-01,31,False
2013-12-02,35,False
2013-12-03,41,False
2013-12-04,39,False
2013-12-05,40,False
2013-12-06,32,False
2013-12-07,28,False
2013-12-08,48,False
2013-12-09,30,False
2013-12-10,41,False
2013-12-11,37,False
2013-12-12,35,False
2013-12-13,43,False
2013-12-14,29,False
2013-12-15,31,False
2013-12-16,32,False
2013-12-17,38,False
2013-12-18,36,False
2013-12-19,42,False
2013-12-20,41,False
2013-12-21,37,False
2013-12-22,28,False
2013-12-23,36,False
2013-12-24,36,False
2013-12-25,24,False
2013-12-26,34,False
2013-12-27,37,False
2013-12-28,23,False
2013-12-29,24,False
2013-12-30,31,False
2013-12-31,34,False
2014-01-01,25,False
2014-01-02,41,False
2014-01-03,30,False
2014-01-04,33,False
2014-01-05,24,False
2014-01-06,40,False
2014-01-07,41,False
2014-01-08,34,False
2014-01-09,41,False
2014-01-10,32,False
2014-01-11,40,False
2014-01-12,41,False
2014-01-13,45,False
2014-01-14,30,False
2014-01-15,38,False
2014-01-16,44,False
2014-01-17,37,False
2014-01-18,34,False
2014-01-19,22,False
2014-01-20,40,False
2014-01-21,28,False
2014-01-22,38,False
2014-01-23,37,False
2014-01-24,30,False
2014-01-25,34,False
2014-01-26,27,False
2014-01-27,43,False
2014-01-28,39,False
2014-01-29,32,False
2014-01-30,31,False
2014-01-31,28,False
2014-02-01,31,False
2014-02-02,34,False
2014-02-03,39,False
2014-02-04,41,False
2014-02-05,51,False
2014-02-06,47,False
2014-02-07,37,False
2014-02-08,40,False
2014-02-09,32,False
2014-02-10,34,False
2014-02-11,47,False
2014-02-12,40,False
2014-02-13,45,False
2014-02-14,33,False
2014-02-15,32,False
2014-02-16,35,False
2014-02-17,50,False
2014-02-18,34,False
2014-02-19,28,False
2014-02-20,45,False
2014-02-21,34,False
2014-02-22,43,False
2014-02-23,34,False
2014-02-24,37,False
2014-02-25,41,False
2014-02-26,36,False
2014-02-27,45,False
2014-02-28,53,False
2014-03-01,39,False
2014-03-02,30,False
2014-03-03,26,False
2014-03-04,36,False
2014-03-05,40,False
2014-03-06,44,False
2014-03-07,52,False
2014-03-08,26,False
2014-03-09,22,False
2014-03-10,40,False
2014-03-11,29,False
2014-03-12,46,False
2014-03-13,42,False
2014-03-14,37,False
2014-03-15,28,False
2014-03-16,38,False
2014-03-17,42,False
2014-03-18,34,False
2014-03-19,39,False
2014-03-20,36,False
2014-03-21,43,False
2014-03-22,44,False
2014-03-23,29,False
2014-03-24,34,False
2014-03-25,41,False
2014-03-26,38,False
2014-03-27,36,False
2014-03-28,39,False
2014-03-29,22,False
2014-03-30,37,False
2014-03-31,34,False
2014-04-01,42,False
2014-04-02,41,False
2014-04-03,38,False
2014-04-04,41,False
2014-04-05,37,False
2014-04-06,30,False
2014-04-07,48,False
2014-04-08,37,False
2014-04-09,40,False
2014-04-10,37,False
2014-04-11,40,False
2014-04-12,26,False
2014-04-13,39,False
2014-04-14,45,False
2014-04-15,44,False
2014-04-16,49,False
2014-04-17,36,False
2014-04-18,36,False
2014-04-19,41,False
2014-04-20,34,False
2014-04-21,31,False
2014-04-22,36,False
2014-04-23,39,False
2014-04-24,45,False
2014-04-25,38,False
2014-04-26,35,False
2014-04-27,26,False
2014-04-28,40,False
2014-04-29,36,False
2014-04-30,44,False
2014-05-01,42,False
2014-05-02,44,False
2014-05-03,35,False
2014-05-04,28,False
2014-05-05,29,False
2014-05-06,32,False
2014-05-07,39,False
2014-05-08,39,False
2014-05-09,44,False
2014-05-10,29,False
2014-05-11,31,False
2014-05-12,39,False
2014-05-13,41,False
2014-05-14,43,False
2014-05-15,34,False
2014-05-16,31,False
2014-05-17,29,False
2014-05-18,31,False
2014-05-19,37,False
2014-05-20,40,False
2014-05-21,37,False
2014-05-22,35,False
2014-05-23,39,False
2014-05-24,24,False
2014-05-25,30,False
2014-05-26,32,False
2014-05-27,37,False
2014-05-28,37,False
2014-05-29,39,False
2014-05-30,26,False
2014-05-31,26,False
2014-06-01,36,False
2014-06-02,35,False
2014-06-03,35,False
2014-06-04,44,False
2014-06-05,31,False
2014-06-06,37,False
2014-06-07,38,False
2014-06-08,31,False
2014-06-09,39,False
2014-06-10,33,False
2014-06-11,33,False
2014-06-12,33,False
2014-06-13,28,False
2014-06-14,26,False
2014-06-15,30,False
2014-06-16,37,False
2014-06-17,38,False
2014-06-18,32,False
2014-06-19,28,False
2014-06-20,41,False
2014-06-21,24,False
2014-06-22,27,False
2014-06-23,37,False
2014-06-24,36,False
2014-06-25,51,False
2014-06-26,34,False
2014-06-27,29,False
2014-06-28,37,False
2014-06-29,28,False
2014-06-30,36,False
2014-07-01,38,False
2014-07-02,30,False
2014-07-03,37,False
2014-07-04,37,False
2014-07-05,20,False
2014-07-06,24,False
2014-07-07,39,False
2014-07-08,35,False
2014-07-09,39,False
2014-07-10,40,False
2014-07-11,30,False
2014-07-12,47,False
2014-07-13,28,False
2014-07-14,100,False
2014-07-15,72,False
2014-07-16,54,False
2014-07-17,58,False
2014-07-18,45,False
2014-07-19,47,False
2014-07-20,30,False
2014-07-21,44,False
2014-07-22,58,False
2014-07-23,44,False
2014-07-24,39,False
