date,Mylan,isPartial
2012-01-26,63,False
2012-01-27,48,False
2012-01-28,69,False
2012-01-29,58,False
2012-01-30,69,False
2012-01-31,54,False
2012-02-01,53,False
2012-02-02,65,False
2012-02-03,64,False
2012-02-04,73,False
2012-02-05,50,False
2012-02-06,61,False
2012-02-07,59,False
2012-02-08,60,False
2012-02-09,69,False
2012-02-10,67,False
2012-02-11,61,False
2012-02-12,56,False
2012-02-13,70,False
2012-02-14,53,False
2012-02-15,61,False
2012-02-16,65,False
2012-02-17,56,False
2012-02-18,55,False
2012-02-19,57,False
2012-02-20,63,False
2012-02-21,62,False
2012-02-22,80,False
2012-02-23,70,False
2012-02-24,58,False
2012-02-25,57,False
2012-02-26,48,False
2012-02-27,47,False
2012-02-28,49,False
2012-02-29,71,False
2012-03-01,65,False
2012-03-02,64,False
2012-03-03,51,False
2012-03-04,53,False
2012-03-05,56,False
2012-03-06,74,False
2012-03-07,63,False
2012-03-08,62,False
2012-03-09,64,False
2012-03-10,61,False
2012-03-11,56,False
2012-03-12,68,False
2012-03-13,58,False
2012-03-14,55,False
2012-03-15,71,False
2012-03-16,62,False
2012-03-17,55,False
2012-03-18,49,False
2012-03-19,69,False
2012-03-20,50,False
2012-03-21,68,False
2012-03-22,59,False
2012-03-23,63,False
2012-03-24,47,False
2012-03-25,56,False
2012-03-26,57,False
2012-03-27,54,False
2012-03-28,67,False
2012-03-29,61,False
2012-03-30,62,False
2012-03-31,52,False
2012-04-01,51,False
2012-04-02,66,False
2012-04-03,56,False
2012-04-04,52,False
2012-04-05,59,False
2012-04-06,66,False
2012-04-07,46,False
2012-04-08,56,False
2012-04-09,57,False
2012-04-10,56,False
2012-04-11,71,False
2012-04-12,60,False
2012-04-13,60,False
2012-04-14,59,False
2012-04-15,68,False
2012-04-16,64,False
2012-04-17,56,False
2012-04-18,100,False
2012-04-19,82,False
2012-04-20,70,False
2012-04-21,59,False
2012-04-22,62,False
2012-04-23,67,False
2012-04-24,62,False
2012-04-25,72,False
2012-04-26,55,False
2012-04-27,60,False
2012-04-28,46,False
2012-04-29,60,False
2012-04-30,67,False
2012-05-01,48,False
2012-05-02,59,False
2012-05-03,59,False
2012-05-04,69,False
2012-05-05,59,False
2012-05-06,45,False
2012-05-07,74,False
2012-05-08,69,False
2012-05-09,58,False
2012-05-10,67,False
2012-05-11,60,False
2012-05-12,58,False
2012-05-13,50,False
2012-05-14,61,False
2012-05-15,65,False
2012-05-16,62,False
2012-05-17,62,False
2012-05-18,67,False
2012-05-19,54,False
2012-05-20,63,False
2012-05-21,70,False
2012-05-22,63,False
2012-05-23,66,False
2012-05-24,61,False
2012-05-25,60,False
2012-05-26,65,False
2012-05-27,38,False
2012-05-28,47,False
2012-05-29,66,False
2012-05-30,66,False
2012-05-31,52,False
2012-06-01,68,False
2012-06-02,60,False
2012-06-03,62,False
2012-06-04,61,False
2012-06-05,65,False
2012-06-06,67,False
2012-06-07,72,False
2012-06-08,46,False
2012-06-09,60,False
2012-06-10,50,False
2012-06-11,58,False
2012-06-12,69,False
2012-06-13,63,False
2012-06-14,52,False
2012-06-15,60,False
2012-06-16,64,False
2012-06-17,58,False
2012-06-18,50,False
2012-06-19,63,False
2012-06-20,64,False
2012-06-21,50,False
2012-06-22,55,False
2012-06-23,56,False
2012-06-24,54,False
2012-06-25,69,False
2012-06-26,62,False
2012-06-27,69,False
2012-06-28,62,False
2012-06-29,72,False
2012-06-30,53,False
2012-07-01,39,False
2012-07-02,59,False
2012-07-03,57,False
2012-07-04,50,False
2012-07-05,57,False
2012-07-06,70,False
2012-07-07,77,False
